cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
-1,Waterloo,Reynard,n’t,Tellme,Continent,Baltic,the United States,Sorrowfully,Glasgow,Holyhead,wy sk,Mexico
0,thou,Thou,,,,,,,,,,
1,oldham,Oldham,,,,,,,,,,
2,Davenport,Mrs.!Davenport,,,,,,,,,,
3,Rose,Gorse,Providence,,,,,,,,,
4,London,lOndon,,,,,,,,,,
5,China,Fahrmann,inn,,,,,,,,,
6,belize,Death,beaux,,,,,,,,,
7,Wilson,wi,,,,,,,,,,
8,Sophy,Nota,Goptaatt,,,,,,,,,
9,Liverpool,Oi've,,,,,,,,,,
10,Lancashire,Sankey,Yorkshire,Buckinghamshire,Iran,,,,,,,
11,Canada,Baghdad,,,,,,,,,,
12,Christ,Sturgis,Borgia,,,,,,,,,
13,before’em,Salford,,,,,,,,,,
14,CALIFORNIA,Halifax,,,,,,,,,,
15,Cumberland,Westmoreland,poland,,,,,,,,,
16,England,Old England,,,,,,,,,,
17,quay,Bombay,,,,,,,,,,
18,Isle,the Isle of Man,,,,,,,,,,
19,LEIPZIG,Helen,wales,New Bailey,,,,,,,,
20,Stilton,Skelton,Coasts,Bastille,,,,,,,,
21,Barton,Toronto,,,,,,,,,,
22,Manchester,chester,,,,,,,,,,
23,America,Merrica,St. Patrick’s day,"mercy,—he",Richer,,,,,,,
