cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
0,Amclia,Ameclia,Anclia,MAmclia,Mmclia,,,,,,,,,,,,,,,,,
1,kncw,Jcw,,,,,,,,,,,,,,,,,,,,
2,Ma'am,Ms'am,,,,,,,,,,,,,,,,,,,,
3,Potentate,States,braten,Ramsgate,Ostend,Chcltenam,d'h6te,,,,,,,,,,,,,,,
4,Wet,societ,Potztauscnd-Donncrwetter,eWe,nwe,Puppets,,,,,,,,,,,,,,,,
5,NH,nh pa-ages,nhl,,,,,,,,,,,,,,,,,,,
6,Bruges,DBruges,rouge,,,,,,,,,,,,,,,,,,,
7,Bnden,Minden,Indeel,MIndnme Strumpff,WY,,,,,,,,,,,,,,,,,
8,kc,Fakce,,,,,,,,,,,,,,,,,,,,
9,AI,Trail,YANIY AI,HOAI,Iaithful,Jamaic,Spain,hai,Jais,chnmbermaid,Spuain,,,,,,,,,,,
10,Scotch,"Scotch
livine",sC,Christchurch,,,,,,,,,,,,,,,,,,
11,Rebecca,Hebecca,Rector,"Rebeccas
snid",aske Rebecca,Rebeecn,Rlebecca,Reheecca,Rebeecca,RBebecca,llebeccn,Ilebecca,Quebec,Relecca,Rebecn,Rebecec,Rzebecca,Rebeeca,Rebcecca,lebecca,Bebecca,HRebecca
12,tlem,Butler,Ems,motley,gentlemnan.,Emm,Methusalem,"tlem ofl
302",,,,,,,,,,,,,,
13,St. George's,"St.
Gcorge's",Dearest George,St. George's Hospital,,,,,,,,,,,,,,,,,,
14,sospiri,rI,Pineries,Cribb,Africa,Firin,Pnris,Ricketts,Rio Janeiro,Perigord,America,Irishwomn,Goneril,"like,-declarig",,,,,,,,
15,Britannia,Titania,Brittany,Hritannia,Panitatan,Nenpelitan,Neapolitan,,,,,,,,,,,,,,,
16,Cambridge,Cnnbridge,Sambo,Camberwell,Knightsbridge,,,,,,,,,,,,,,,,,
17,fort,Miafortune,Bedford,forer yearas,Brentford,Fort Schwagerl,Oxford,,,,,,,,,,,,,,,
18,anl,Hants,swan,husbanl,nanl,Hnll,,,,,,,,,,,,,,,,
19,Tours,yoursell,Burschen,n Court-,Pompadour,,,,,,,,,,,,,,,,,
20,East,Feasting,eating'and,Jingo,Destiny,Christin,,,,,,,,,,,,,,,,
21,M.P.,M.P,P.S.,,,,,,,,,,,,,,,,,,,
22,Hornby,Holborn,Hodlsor,Hornsey,,,,,,,,,,,,,,,,,,
23,Ireland,England,lEngland,Englad,nglanl.,Sands,Garlands,Englanl,Switserland,Holland,Old England,Flanders,Lngland,Newfoundland,,,,,,,,
24,denr,Denr,cnrls,Enrl,golden auburn,Denth,Dresden,yenr,,,,,,,,,,,,,,
25,havc,Chatham,Thames,Fulham,Fcltham,wham,Cheltenham,Champague,that1,Thames St.,Chaffers,Brougham,,,,,,,,,,
26,the Latin Grammar,the Bay,the Magic Flute,the Valley of Diamonds,the Artlur of her day,the Arabian Nights,the Boule d'Or,the Insuranee Offios,the New Road,the H. H.,the Grand Mogl,the dark sea,"the ivory
hamer",the Blaek Hole,the Red Baook,,,,,,,
27,Esquire,1squnire,Esq,,,,,,,,,,,,,,,,,,,
28,Tn,tn,Notn,ZN,,,,,,,,,,,,,,,,,,
29,Denmark,Denmark Hill,,,,,,,,,,,,,,,,,,,,
30,Lcipzig,Leipzig,,,,,,,,,,,,,,,,,,,,
31,ns wc,instructiug,bucekskins,ns,ns sle,sunshine ns,,,,,,,,,,,,,,,,
32,Trcasurer,Cashmere,Surrey,curcao,,,,,,,,,,,,,,,,,,
33,Madras,Madrs,the MIadras Rouds,Armada,Mairas,Mndras,Madrns,,,,,,,,,,,,,,,
34,Md,mde,MD,,,,,,,,,,,,,,,,,,,
35,Susses,Molasses,Sussex,hosses,,,,,,,,,,,,,,,,,,
36,Saint Kitts,St. Kitts,St. Kitt's,,,,,,,,,,,,,,,,,,,
37,Peerage,Demerara,the Peerage of Ireland,Peer,Geueral,,,,,,,,,,,,,,,,,
38,Malonys,Glenmalony,,,,,,,,,,,,,,,,,,,,
39,MIonsieur Isidor,Monsieur Isidor,Monseineur,Isidor,Monsieur,,,,,,,,,,,,,,,,,
40,hBrompton,Brompton,Bromptou,,,,,,,,,,,,,,,,,,,
41,Richnond,Munich,Richelieu,Richmond,Jericho,,,,,,,,,,,,,,,,,
42,Aud,Butc,auut,Fraucis,Nassau,Gauut,,,,,,,,,,,,,,,,
43,Waterloo,Wterloo,IIammerlown,Bayswater,,,,,,,,,,,,,,,,,,
44,Lordslip,Ience,Florence,Providence,Rlorence,,,,,,,,,,,,,,,,,
45,"their eonfidential servants,-so",Bantings,Continent,Ghent,Magnificent,Lntin,linendraer,bce sentimcntal,,,,,,,,,,,,,,
46,Frenchmnan,Frenchi,Frenchmen,Freneh,Trssarenc,Trenck,Snch,Frenchwoan,,,,,,,,,,,,,,
47,"Bouleard de
Gand",Boulognef,Boulogne,Cologne,Bois de Boulogne,"Bois de
Boulogne",Loulon,British Boulogne,,,,,,,,,,,,,,
48,the Cannibal Islands,Coventry Island,"South Sen
Islands",Coventry,Long Island,"Coventry
Island",,,,,,,,,,,,,,,,
49,Beforo,beforc,Borodino,,,,,,,,,,,,,,,,,,,
50,St. Achenl,St. Just,Icst,W. T.'a,St.,St. Vincent's,St. Johu's,St. James's,stueco,,,,,,,,,,,,,
51,Coguac,Cork,Turkey,Concord,Gcorgy,York,Corsicnn,,,,,,,,,,,,,,,
52,lng,Lnglish,Lncken,lnjee,,,,,,,,,,,,,,,,,,
53,Marquuis,the Mnrquis of,Marquisl,Mnrquis,,,,,,,,,,,,,,,,,,
54,Kangaroo,Bcngal,Bengal,RBengal,,,,,,,,,,,,,,,,,,
