cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311,elem_312,elem_313,elem_314,elem_315,elem_316,elem_317,elem_318,elem_319,elem_320,elem_321,elem_322,elem_323,elem_324,elem_325,elem_326,elem_327,elem_328,elem_329,elem_330,elem_331,elem_332,elem_333,elem_334,elem_335,elem_336,elem_337,elem_338,elem_339,elem_340,elem_341,elem_342,elem_343,elem_344,elem_345,elem_346,elem_347,elem_348,elem_349,elem_350,elem_351,elem_352,elem_353,elem_354,elem_355,elem_356,elem_357,elem_358,elem_359,elem_360,elem_361,elem_362,elem_363,elem_364,elem_365,elem_366,elem_367,elem_368,elem_369,elem_370,elem_371,elem_372,elem_373,elem_374,elem_375,elem_376,elem_377,elem_378,elem_379,elem_380,elem_381,elem_382,elem_383,elem_384,elem_385,elem_386,elem_387,elem_388,elem_389,elem_390
-1,Hampsteud,"aD OIWIE
lL",Caven-,pubkic,Guarsmmn,Wet,Belgravia,"Bouleard de
Gand",hpril,Loudon,hwve yoeu,Slnve,handkerchiefs,L1,Grosvenor,Litfe Gurds,Opera,nursemnid,Parc,Aud,Bagshot,"their eonfidential servants,-so",Soutludown,instructiug,France,havc,"L
II",Io,realy,Coguac,Machiavellian,IInmpshire,Ealing,"St.
Gcorge's",Bccky,Saint Kitts,Younr,Dalilah,Westminster,nucl wickeder,Babylon,Crnwley,Valencicnnes,Darton,Hants,Kangaroo,Ience,Mammn,"the West
Eul-Capting Ragg",HLEBO,Punjaub,Mareh,Perhnps,Piccadilly,Club,pule,"Hawdon
nnd",Rcbecea,Rector,"fell,-she",Manton,whitherP,the Russian Order of Sint Nicholas,IM,mel,Ballinasloe,Counceil,Nuthan,Pountain,swan,St. Achenl,Rotterdam,Funey,"Mount
St. Jolmn",Aielia,Englad,Geograply,Mlelulla,"Rebeccas
snid",Stubbles,Cork,the Magic Flute,Portland,Iphigenia,"South Sen
Islands",Rowlnand,cnrls,Vnnity,cople,"Hushl
sileneel",aske Rebecca,Avernus,the Valley of Diamonds,City,Beuty,the Artlur of her day,SB,Mmelia,Inlia,P.S.,respecetful virgin,Osbome,Sambo,"tlc
East India Company's",societ,usunl,the Arabian Nights,Potztauscnd-Donncrwetter,ACESIO8a,Corporal,Faro,Aelia,Richelieu,Sheba,Canada,Swamptown,Beocky,bDulin,Turkey,Auelia,THIE P1YIILY,Concord,Nob,Mls,Fitzjurld,UK,Wales,ie.ele g-s,calle,abrond libcrally,the Britisl female,Albion,salut.,MrIao,"onee
ore",Begleitung,Buxton,Jamaic,Maakou,Iapshire,Polal,Vittoria,Camelot,Germany,Magnificent,Lederlung,Goliah,Batavier,the Insuranee Offios,bDidn't,Wildbad,Ostend,Demerara,Blecss,Wlere,Icst,Maintenon,Firin,West,Mahometan,M1AEPIEA,W. T.'a,Gcorgy,the Aurelius Garden,Jericho,Cimarosa,Portansherry,Trafalgar,motley,Strasburg,Fraucis,Iirst,Legaey,Ites,the City of London,Lncken,Cowes,Pnris,the St. Leger,personasge,thein,nh pa-ages,Albums,Silenus,Reheecca,Fuddleston,Goernorship,Camberwell,Zwieback,AZ,Holland,St. Vincent's,TT,Hall,Cologne,Iahimo,lis cen,Liverpool,thie City,Aelin,Burschen,bDemagogue,Salamanca,Sainut Martin's,Italy,IILRO,Ricketts,Rowson,Felthm,Thomson,lnjee,Omplle,Pnrlinmcnt,Gayd,pcrhaps,Pitt,Molyneus,Amcelia,Bonaparty,LE,Sultan,mistrees,Cecilia,Bramah,accompanicd,Humbourg-Schlippensehloppen,Hnmshire,LVI,Hawaon,Anelia,niue,Mmeli,postre,llebeccn,Us,Black Bess,the Fre City of JudenstuIt,Buckinghamshire,Cornhill,Rio Janeiro,Amnelin,Quebec,Relecca,Iodon,the New Road,Somersetshire,CIII9WICK,cn lny,"MD COIIDMTtAD
--IIIYr",Debrett,Squills,Flanders,lelia,Hnll,ks,Albany,dasys,Armelia,Perigord,Regulus,It'as,Mairas,Hollyock,chnmbermaid,stueco,ZN,Temple,Lorlship,livcd,Schiool,lBoth,I1l,Trnncis,the dark sea,nlone,Lngland,HIoggarty,Edinburgh,Wittgenstein,Cackle,Geueral,Jupiter,IIammerlown,forer yearas,"Wapping Old
Btairs",chino,Neamero,golden auburn,NoEL,nwe,Bois,Shehas,anele,Denth,Asia,Pharaoh,Lndies,Don Juan,Cracksman,n Court-,Parliamnent,Iused,Sundny,Oliseick,Troy,Fulam Road West,EL,MIndnme Strumpff,Wiltshire,"L 
ti

e:",sC,L W,Vnuslall,"Half Moon
Street",nolle,Persia,withont,bce sentimcntal,Portlnnd Place,lalies,Iodgers,"the ivory
hamer",Esq,Loulon,Leeds,Lndy Amelia,West Indies,uecn,W1,Mmelin,MIichael,nnswerel,Cato,Udolplo,Dresden,Methusalem,Macmurdo,Destiny,YAGABOND,paragon,British Boulogne,"like,-declarig",Blenheim,Puppets,Mliss,Corsicnn,a few lincs,That Hampshire,Miesty,"ceremony,-I",the Chickasaw Indians,Providence,Ilnr,Iamily,Kalydor,d'h6te,Mi,A20,obtainel,Naples,Glowry,deeorum,Jabotiire,Whitefriars,Shylock,Good Gol,Rel Seas,Transpareney,Newfoundland,"Lcicester
Bquare",Bogglywollah,Maraschino,Fort Schwagerl,wteh,Marouis,Borodino,whef,Kibob bBey,Cafd,talkativc,Belinda,curcao,the Ale-Verle,ahre,Hampshire,Bethesda Place,Gazette,lawycrs,Mt,Alderney,Charing
0,"L
-a--","L

l
-'Y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,LE-----7s,----LLf,x--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"L
l
e.","L
L","Yis
l
l
- .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,"rv
l","Lf
L",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,XXII,II.R.II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,XVII,Louis,XVIII,Louis XVIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WHICII JO3 TAKEs,whiceh,WHICII,WRICII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Ili,IIlIll,Ill,Ill.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,IL,il,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
