cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
0,du Nord,Nord,ligne du Nord,,,,,,,,,,,,,,,,,,,,
1,camlias,Plilias,.:;;;.e,camelias,,,,,,,,,,,,,,,,,,,
2,got,Plazot,degot,,,,,,,,,,,,,,,,,,,,
3,Clerc,clerg,ler,Clerc abusaitle,Cercle,lons i cercle dor,Miclel,clerche,maltre-clerc,,,,,,,,,,,,,,
4,rue Saint-Martin,rue Caumartin,rue Saint-Victor,porte Saint-Martin,rue Sint-Anne,Suint-Murtin,Saint-Mlartin,Porte-Saint-Martin,rue Saint-Hyacinthe,faubourg Saint-Martin,rue Sainte-Anne,,,,,,,,,,,,
5,ger,sige,dunger,Auger,Gericault,Sait-tGervais,operer,r6diger,,,,,,,,,,,,,,,
6,EH,Eh,I85,,,,,,,,,,,,,,,,,,,,
7,bal des Tuileries,ux Tuileries,el des galas,dome des Tuileries,Tuileries,jardin des Tuileries,terrompu des grenouilles r6pond,,,,,,,,,,,,,,,,
8,etaitune,"etait136
L",N'6était,etune,sortaitpar,discutaitla,,,,,,,,,,,,,,,,,
9,bois de Boulogne,dCcbarque  Boulogne,bour de basque,Boulogne,bois de Bologne,kaolin de Bretagne,,,,,,,,,,,,,,,,,
10,Capitale,-  Tapecz,Capitaine,la Capitale,,,,,,,,,,,,,,,,,,,
11,toil,"hse
- TAis-toi",Toi,"dortoir,18
L' i",toilon,,,,,,,,,,,,,,,,,,
12,Amour,Sourdun,Amourl,Iamour,,,,,,,,,,,,,,,,,,,
13,Pologne,la Pologne,IPologne,lologne,Bologne,,,,,,,,,,,,,,,,,,
14,Poissonnibre,Poisson-,Poissonniere,rue Paradis-Poissonnibre,nibce,,,,,,,,,,,,,,,,,,
15,Creil,Pareils,Corbeil,crepe,tombereitx,,,,,,,,,,,,,,,,,,
16,Considerant,considera,,,,,,,,,,,,,,,,,,,,,
17,aumone,bDaumont,Saumon,,,,,,,,,,,,,,,,,,,,
18,UCcATI0N,DUcATI0N,EDUcATI0N,UcATI0N,EUcATI0N,EnDUcATI0N,E,iEncATI0N,fncATI0N,CATI0UN,L'EDUcATI0N,EnDUCATI0N,lesL' EDUCATI0N,I00,CA TI0N,EDcATI0N,"par-l.
L' iDUCCATI0N",TI0N,,,,,
19,Ton,Tond,-  Sortons,Letonnemnent,tonnee,,,,,,,,,,,,,,,,,,
20,ebranlie,Inlin,Enlin,Carpenltras,Berlin,enlra,enlfin,,,,,,,,,,,,,,,,
21,Icoles,licole,aureole,D,l1'Icole,,,,,,,,,,,,,,,,,,
22,"Panora-
bas",Panora-,,,,,,,,,,,,,,,,,,,,,
23,Hippodrome,Romeo,Ilippodrome,,,,,,,,,,,,,,,,,,,,
24,t0t,t0,,,,,,,,,,,,,,,,,,,,,
25,ldternelle,Tournelle,la Tournelle,Letourncur,22I,Tournez,,,,,,,,,,,,,,,,,
26,Champ de Iars,Champ de Mars,"Champ de
Iars","Champ
e MIars",,,,,,,,,,,,,,,,,,,
27,vis-i-vis de,vis-a-vis,visagc,,,,,,,,,,,,,,,,,,,,
28,Vatnaz,Vntnaz,Vatnazl,Mlle Vatnaz,Vutnaz,,,,,,,,,,,,,,,,,,
29,Toutle,tout;-,outle,Partout,"doute?n
-  Pas du tout l elle est honnete",,,,,,,,,,,,,,,,,,
30,pont de la Concorde,pont de Charenton,pont d'École,place de la Concorde,pont de la Boucherie,,,,,,,,,,,,,,,,,,
31,lachete,as achete,Pere-Lachaise,Tache,,,,,,,,,,,,,,,,,,,
32,Celles,lElle,ellE,Aise0ellE,llle,filoselle,Belle-,Bellevue,ellet,Ellel,Bagatelle,perpctuelle,"E
- BElle-même",Nlle,rue Bellefond,Fortelle,celle-lh,lquelle,ElLe,Elloe,Morelly,OÙ Est-elle,qulelle
33,aulgrienne,rue Vivienne,Vienne,Vincennes,A6,n,ancienne176,Vivienne,,,,,,,,,,,,,,,
34,Opéra,opéra,l1Opéra,,,,,,,,,,,,,,,,,,,,
35,Lc,alc0je,tablcaux,lc,ulcools,plcein,lchira,plalcs,,,,,,,,,,,,,,,
36,beux-rts,Art,IArt,Lartiste,ar-,ecarta,Flabart,Part,Barthlemy,mur arrtta,ARTIELe,,,,,,,,,,,,
37,Saint-Jacques,Jacques,rue Saint-Jacques,tSaint-Jacques,,,,,,,,,,,,,,,,,,,
38,Aulcuil,emeute,auteuil,Auteuil,seuil du boudoir,teuil,,,,,,,,,,,,,,,,,
39,pele-mele,mele,chapeletsln,poele,Siele,Rappelez,delend,le-,,,,,,,,,,,,,,,
40,Amuse-,musee,Cmu,amusaitl,e,,,,,,,,,,,,,,,,,,
41,le Bugcaud,le bulfet,Bugcaud,,,,,,,,,,,,,,,,,,,,
42,euvre,Huvre,ouvragcs,Louvre,"exprs louvrage do
Gobet",Au Louvre,0me du Louvre,usqulau Louvre,pauvrejeune,eprouva,,,,,,,,,,,,,
43,Carrousel,Carousel,"place du
Carrousel",laBroue,Barrot,carreaix,,,,,,,,,,,,,,,,,
44,Frcleric,Fr4lerie,Frlric,Fr6leric,Fr6lic,Fr6,Or6leric,Freleric.d,Freleric,,,,,,,,,,,,,,
45,Institut,constitucion de Ca-,lInstitut,,,,,,,,,,,,,,,,,,,,
46,con nette,Rosannette,Ilosanette,osanette,Osage,llosanetle,Iosanette,Rosanctte,llosaneltte,Hosanette,Rosanetle,Rosanetlte,Mostaganem,kRosannette,kosanelte,Rosanette,llosanette,,,,,,
47,Marchd,Marchale,Arc,Mlurchale,Marcchale,La Marchale,Murcchale,march aux Fleurs,,,,,,,,,,,,,,,
48,jurisconsulle,congediee,Con-,Con,Conslitulion,macons,deu garcons iatigues,troncons lde statuc,econduisailt,feconde,f,conita,Concoit,Contraire,,,,,,,,,
49,s96,hauss6e,s6,rez-de-chaussee,haussantles,,,,,,,,,,,,,,,,,,
50,matu,mateclot,natuie,Mattre,mathmaticicn,,,,,,,,,,,,,,,,,,
51,Conference,Intelligence,lexislence,Regence,faience,Patience,siege,vengence;-,,,,,,,,,,,,,,,
52,L'EDUCATI0N sSENTIMENTALE,EDUcATI0N sENTIMENTALE,EnUcAT10N sENTIMENTALE,iCI0N SEN T IMENTALE,pas-L'fncATI0N SENTIIENTALE,L'EDUcATI0N sENTIMENTALE,EDUcATI0N SENTIMENTALE,nUCATION SENTIMENTALE,"cafe170
L EDUCAT10N SENTIMENTALE
Dagneaux",E DUcATIr0N sENTIMENTALE,E nucATI0N SENTIMIENTAILE,"IL DUCAT10N SENTIMENTA LE
- MOi?",EDUCAT10N sENTIMENTALE,EDUcATI0N sENTIIENTALE,L'EDUCATI0N SENTIMENTA,incATI0N SENTIMENTALE,LuCIE0N sEN TIMENTALE,.eL' iEnUCATI0N SENTIMENALE,L'EpUCATI0N SENTIMENTALE,EDUCATI0N sSENTIMENTA ILE,,,
53,disunt,MI arrondissement,Givondis,NIl arrondissement,,,,,,,,,,,,,,,,,,,
54,Iavseillaise,Bordelais,Bordelaise,La Borlelaise,Borlelais,Misericorde,,,,,,,,,,,,,,,,,
55,Iiront,Iront,affranchiront,Ironcrent,Giron-,,,,,,,,,,,,,,,,,,
56,dinant,regagnantsa,Nantes,lentendant chanterl,Barante,Quarante,Ievue Indeeudante,snte,oulrageante,Irayante,Mlontreuil-Nantua,Dantc,lhunanit,Bacchante,maintenanT,,,,,,,,
57,Bonsoir,oratoir du Pape,Conservatoire,-  Conservons-les,onservatoire,,,,,,,,,,,,,,,,,,
58,Cestune,Nest,Est,restc,Iare-aux-Est,systmnes,-  Cest,Restez,Ouest,domestiqucs,,,,,,,,,,,,,
59,Jardin des llautes,Jardin des Plantes,"lanternes vnitiennes accrochees 
des poteaux iormaicnt",lanternes prbs des lanternes,,,,,,,,,,,,,,,,,,,
60,lh-bas,l-bas,la-basl,Bas,,,,,,,,,,,,,,,,,,,
61,Debar-,l Dehardeuse,Debardeuse,Dbardeuse,la Debardeuse,Dbardcuse,Dbarleuse,rideuux,,,,,,,,,,,,,,,
62,blama,damas,Madamel,Mladame,Maman,"damas rouge
Quatre domestiques",damas jaune,,,,,,,,,,,,,,,,
63,Enfantin,Constantinople,enfantlon,,,,,,,,,,,,,,,,,,,,
64,".,'.-","T,'",a.-,".,-",,,,,,,,,,,,,,,,,,,
65,l1l',l108,1L,,,,,,,,,,,,,,,,,,,,
66,"Mlme de
taiel",blme d'exagere,blme,ablmes,t3,,,,,,,,,,,,,,,,,,
67,chbevre,sevre,Svres,orfevrerie,,,,,,,,,,,,,,,,,,,
68,"z
 AH",- AH,,,,,,,,,,,,,,,,,,,,,
69,paule,S,laule,pau,,,,,,,,,,,,,,,,,,,
70,lousie,Loure,Vlour,Andalouse,roulte,Loulou,lout,lourdes,Bouloi,cblouie,Mloulin-Rouge,,,,,,,,,,,,
71,t:::---,.::,c::::::t,c:::::::t,,,,,,,,,,,,,,,,,,,
72,Vanneroy,i5,Van-,neroy,,,,,,,,,,,,,,,,,,,
73,la piece,piece,,,,,,,,,,,,,,,,,,,,,
74,PRie-,prilt,comprilt,Privilge,prolilt,Reprit,,,,,,,,,,,,,,,,,
75,Malemoiselle,moiselle,mademoiselle,Made-,mademoisoelle,,,,,,,,,,,,,,,,,,
76,Sane-et-,san,San,la Renaissance,pysan,Dumersan,Sans,sangl,tanl,sanc--,Persan,,,,,,,,,,,,
77,Molire,lip-fraoli,Molibre,dlire,serpillire,,,,,,,,,,,,,,,,,,
78,marquede,Rque,Parquet,Bouquet-,Turque,Lesurques,frequen,pUisque-nique,prcsque ous,,,,,,,,,,,,,,
79,Soci4ete,"Societe des Fa-
milles",Societe,societc,Propriete,socqucs,,,,,,,,,,,,,,,,,
80,QUelquefois,Quelquun,quell,uuquel,Quels,juqu',Quelqu,Quelquefois,"Quelques-
Bois",equel,Quelquelois,Quelques-,,,,,,,,,,,
81,retoutr,etoupes,toul,retou,Creton,,,,,,,,,,,,,,,,,,
82,Naples,Ilammes,Irappces,Ilesperides,h0êtes,Es,Ormes,homnes,Ibes,lrges cuvettes,Jesuites du Paraguay,gnrosites,Ctes,htes,Alpes,mbes ecartees,soltises,thbeses,Vesuve,,,,
83,Ga-,Ma-,A-,A-aH,Rosa-,Pa-,-Y A-t-On,Ita-,,,,,,,,,,,,,,,
84,c0,Iysteres de Paris,c0te de Paris,c0te de Chailly,cruinte de deplaire,c0te de Sourlun,rue Paradis,cte de Paris,quatribme c0tu,,,,,,,,,,,,,,
85,Marthe,Cuthe-,MP Berthelmot,Ile Marthe,Marthene,Mlle Marthc,Parthenon,Mrthe,Athee,Suaint-Barthelemy,,,,,,,,,,,,,
86,Villenauxe,"rue
Iauteville",Seville,Grmonville,Fouquier-Tinville,Gremonville,Vaudeville,"ruo
Iauteville",Surville,Belleville,Villeneuve-l'Archevêque,,,,,,,,,,,,
87,vOus,Oui6vous,Vnus,YOuS,us,,,,,,,,,,,,,,,,,,
88,Pnr,pnrtit,,,,,,,,,,,,,,,,,,,,,
89,elfraya,Bray,elfrne,,,,,,,,,,,,,,,,,,,,
90,ngres,AIfaires-Etrangres,AIfaires-Etrangeres,,,,,,,,,,,,,,,,,,,,
91,Bourgogne,ourgogne,,,,,,,,,,,,,,,,,,,,,
92,0tel,tristel,l0tel,propricte do lh0tel,htel,,,,,,,,,,,,,,,,,,
93,ucune,ucun,jecune,,,,,,,,,,,,,,,,,,,,
94,Nogcnltais,Mai-,cossais,MAIs,Avais L,Jamais,jaais,Barnais,sais,Maisje,,,,,,,,,,,,,
95,Postillon,postillon,Chitillon,Postillon russe,,,,,,,,,,,,,,,,,,,
96,Pont-Neuf,Dupont,Ponts,le Pont-Neuf,,,,,,,,,,,,,,,,,,,
97,pouR,Pou,A59,po,appouva,Pouce,Iou-,Pour-,pouIr,,,,,,,,,,,,,,
98,prepondrance,Londres,repondre,rpondre,Flandres,epndre,Pomnadre,reparul,,,,,,,,,,,,,,,
99,o,T10N,CAR10N,nUCAT10N,17T1,cRIA1T10N SETI ME NTA,L,,,,,,,,,,,,,,,,
100,Vive,barrirc,arrivel,Arriv,"aH -
voir larrive de l'oncle Barthelemy",,,,,,,,,,,,,,,,,,
101,lamitie,moitie,lbitit,Poitiers,Pitie,Soitl,,,,,,,,,,,,,,,,,
102,l0aise,caises,Francais,Francaise,Comedie-Francaise,Irangcaise,Frangcuais,Irangaise,Buzancais,,,,,,,,,,,,,,
103,Turc,Zoraide Turc,Turcs,Mlurchux,magistralture,,,,,,,,,,,,,,,,,,
104,Ecosse,grosse,Colosse,Gros l,,,,,,,,,,,,,,,,,,,
105,sicnne,sicnnes,rue Vivicnne,scne,,,,,,,,,,,,,,,,,,,
106,poudrc,voudrezl,Odry,Oudry,pre Oudry,voudrezn,,,,,,,,,,,,,,,,,
107,tqui,ranquille,QUi?n,tranquille,,,,,,,,,,,,,,,,,,,
108,Almanach du Commerce,comnplimenter,Comimnent,cOmment,Commerce,mme,COmment Donc,Iemmecs,Commecnt,,,,,,,,,,,,,,
109,Saint-Cloul,Francs-Bourgeois-Saint-,Saint-Franois,Saint-Cloud,Saint-Paul,lebarquait  Saint-Cloud,Saint-,Mont-Saint-Michel,notre Saint-Père,"Sainte-
Chapelle",Saint-Autre-,Saint-Louis,Saintonge,Saint-Thomas,Saint-Honor6,quai Saint-Bernard,Saint-Mlarceau,Saint-Valery,Saint-Germain,Saint-Antoine,,,
110,Or6,Or6l6ici,Or6d6ric,Or6dric,Fr6dic,Frd6ric,,,,,,,,,,,,,,,,,
