cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Mre,MR,,,,,,,,,,,
1,Ilangillan,Milan,Llangwillan,1ALLIANCE.,anl,z7,,,,,,,
2,dElmont,belmont,Delmont,"itself,-MOrton",Adelaide,,,,,,,,
3,exeter,I1TE,Easter,Exeter,,,,,,,,,
4,Grnhame,Grahame,Cheltenham,,,,,,,,,,
5,Providence,Prove-,Sweden,deceit,Denmark,,,,,,,,
6,"Groevillc
Manor",Greville Manor,manns,Grerille Manor,Groeville,,,,,,,,
7,kc.,&c.,,,,,,,,,,,
8,Devonshire,ns awful,Yorkshire,bDevonshire,,,,,,,,,
9,HO3E,"childhood,--and",chile,x--,,,,,,,,,
10,hong,lOndon,LOndon,Seldon Grange,herlong,London,Ellon,,,,,,
11,INDIA,India,BOarding,iNdia,FInding,ain,Edinburgh,,,,,,
12,Mlr,Mlr.,,,,,,,,,,,
13,Italy,Nota,Wales,Alberta,,,,,,,,,
14,slc,Mars,MIrs,MIrs.,NIrs,MImma,,,,,,,
15,Portsmouth,plymouth,Truth,Plymouth,Thou,,,,,,,,
16,Finland,Shetland,Maitland,Mlaitland,Lady,MIaitland,Ireland,Scotland,LA,Atlantic,Caithness,Highland,Latin 1'
17,Emeline,L-l,Emmeliue,Fmmeline,Lmmcline,Elizabethan,Aeliag,,,,,,
18,Ellen,Helen,lleaen,Benevolence,israel,el,Ileaven,,,,,,
19,IIownrd,YiId,IIis,cHAPTER XIII,,,,,,,,,
20,Hasty,has4,wasa,hapy,,,,,,,,,
21,Grill,LL,Ill.,Ill,lille,sicily,,,,,,,
22,North,comfort,MIlford,Ecuador,fort,myrtle,New York,Lord County,Fortcscuc,Oxford,Forteseue,,
23,Seneca,Earth,seoul,Sea,PEACE,Swansea,the Sea ucen,"the Sea
Green",Speak,,,,
24,Oakwool,Norwood,Lakewood Park,Lockwood,Lynwood,HArris,Harwood,Dogwood,Harcourt,Lakewood,Haywood,,
25,l Edward,Elwnrd,Elward,Barbary,,,,,,,,,
26,Md,md,,,,,,,,,,,
27,Caroline,Carolina,Lina,Gaol,,,,,,,,,
28,N-7,Esq,heston,Torrington,Ashburton,Weston,,,,,,,
29,Sambre,Samboe,,,,,,,,,,,
30,moment''-she,mo,morro,Komodo,,,,,,,,,
31,continued--,INvent,Icnven,,,,,,,,,,
32,Berry Pomeroy,ROME,Feroc,Faroe,Meroe,acros,,,,,,,
33,niece,rico,lIes,"South
America",yon orient,ERIE,Algiers,,,,,,
34,Leander,Old England,eNgland,England,england,,,,,,,,
35,eUrope,"MIster
Perey",merced,Perc,Percy,,,,,,,,
36,Glamorgan,Mloorlnnds,the Faroe Islands,Mloorlands,Moorlunds,Moorlands,,,,,,,
37,Emm,kEm.,Pembroke,kEm,,,,,,,,,
38,Germany,ny,Ny,,,,,,,,,,
39,FoIE IPLUEOE,LUENCE,FOiE IYTEULENCE,Io INPILCENCE,FoIE 1FLUENCE,INFlUENCE,FoIE INFLUENCE,FoIE,,,,,
40,butte,it1,but1,,,,,,,,,,
