cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0.0,elle,volta delle,ello,porto delle,elle lhas,costune delle,alle,,,,,
1.0,contér,ontão,Continuará,Contos,inconsciontemento,,,,,,,
2.0,alegre,Alegre,,,,,,,,,,
3.0,"olla mote-
java",olla,clla decifrava,,,,,,,,,
4.0,grandoza da arte,grandoza,tndo,,,,,,,,,
5.0,"SACRIFICADA

familia",BACHIFICADA,SACRIFICADA,SACHIFICADA,BACRIFICADA,BAORIFICADA,BAPRIFICADA,cadete,SACRIFIÇADA,SACRIPICADA,BACRIRICADA,"Madre

 

 

 

 

BACRIFICADA"
6.0,Campos Lima,Camborço,"campo sem obstacu-
los",tompo,,,,,,,,
7.0,Cbico,Chico,cemiterio público,,,,,,,,,
8.0,sabbat,mamã sabe,,,,,,,,,,
9.0,Terezinha,Torezinha,"Terezinha da Zófa
do Padre",,,,,,,,,
10.0,Brazil,braza,,,,,,,,,,
11.0,Eduarda,herdaste,Dastanto,Yoltoi,herva,,,,,,,
12.0,vêr,vêr-me,revêr,,,,,,,,,
13.0,crescento,crescidinha jk,álacres,,,,,,,,,
14.0,Sempro,Dissemo,sempro,,,,,,,,,
15.0,nova companhoira,tôr comnosco,Espanha,& cova,,,,,,,,
16.0,Vamos,Choravam,Chorava,Cho-,,,,,,,,
17.0,Soror,Soror Claudea,Soror Magyoela,Claudea,Pobre Soror Claudoa,,,,,,,
18.0,Perdão,rétidão,,,,,,,,,,
19.0,roca,Bocaok,,,,,,,,,,
20.0,Havana,Gostava,sta,Tavares Cardoso,Encostada,Fitava-a,Saltava,,,,,
21.0,apa-,"apa-
nhando nm",Pa-,,,,,,,,,
22.0,"300
Gomes Leal",Mes,,,,,,,,,,
23.0,Anda,vianda,Mand,Poeta Sandade,,,,,,,,
24.0,Mariquinhas,Mariguinhas,Marviquinhas,Vergonhas,,,,,,,,
25.0,Lisbôa,bôas,,,,,,,,,,
26.0,Eolheto,anreolar,Olhe,,,,,,,,,
27.0,Ningnem,ingenna,gnem,,,,,,,,,
28.0,imanhã,Manoal,Manil,Manoola,capola,,,,,,,
29.0,lugubre,Abrenuncio,brevo,sobresalton,,,,,,,,
30.0,Aninhei-me,fui-mo,pinhel,,,,,,,,,
31.0,tomara,Chamaram-mo,tam-,Chamou-a,,,,,,,,
32.0,Santas,Jantas,Plantado,fecbou,"Santas
Terezas de Jesus",,,,,,,
33.0,Peniche...,Peniche,,,,,,,,,,
34.0,Fonte do Inferno,Fonte do Inferno?,Konte do Inferno,Yonte do Inferno,,,,,,,,
35.0,men destino,ig deslisar,materialisar,,,,,,,,,
36.0,quizesso,estivesso,Estive,desinteresso,,,,,,,,
37.0,eriança,desconfiança,bemaventurança,França,ORIANÇA,Cederia,,,,,,
38.0,graçada,Sagramor,Abraçava,nevada,,,,,,,,
39.0,Farta,Rtar,,,,,,,,,,
40.0,poudo,oudo,Fechaudo,,,,,,,,,
41.0,Pobre 'Ferczinha,Zéfinha da horta,Minha,Vinha,coitadinha,minas batatinhas,Tenha,cpunham,cosinha,,,
42.0,daquelle,Pequena,naquelle,"aquello
santo",Aquelle,aquella santa casa,Aquella,paquêta,aquelle,lovantar daquelle abismo,Naquelle,
43.0,Prós-,"Maria do
Próspero",Próspera,Viera,"mo
osperava",hóspeda,,,,,,
44.0,oleografia barata,pará,Paraizo,Paraphraso,,,,,,,,
45.0,"quasi
caveira",quasi,Quasi,"quasi
odiento",,,,,,,,
46.0,amnito serena,sen bonito bigode,Tonito,sen bonito,Hãode,,,,,,,
47.0,Infias,Auto da « Sebenta,Ama-Rita,Confiando da Ama-Rita,Ma-,,,,,,,
48.0,Tepreensões,Compreendia,Carsões,,,,,,,,,
49.0,Raqnel,qne,nella,,,,,,,,,
50.0,Christo,Christina,Ohristina,"Christina
Será",Priste,,,,,,,
51.0,"vin-
dima",últi-,Ultimas,sus el,proxima,lagrimas,,,,,,
52.0,"se-
gniram",Morgado,"se-
nhora morgada",,,,,,,,,
53.0,Córei,terra,Serra da Estrella,Inglaterra,Jarras,,,,,,,
54.0,Lima Vidal,Jidalga,segnida,,,,,,,,,
55.0,Fôra ne-,Fôra,,,,,,,,,,
56.0,valôr,lôrpas,flôr,,,,,,,,,
57.0,Estremoz,ceremonia,coremonia,Ere,Decerto,,,,,,,
58.0,em Portugal,Portugal,n'Portugal,Importa-me,,,,,,,,
59.0,"KI

 

José Calêae",Senhora do Castelo...,Senhora do Castelo,Casas,Senhora de Castelo,,,,,,,
60.0,nossa velha igreja,Tigre,Pigro,,,,,,,,,
61.0,confandia,48 DIANIO,"Via

DIARIO DUMA",Candia,DIAKIO,Podia,,,,,,
62.0,Horída,mulhor,vólhota,Olho-mo,,,,,,,,
63.0,Dahi,ahi,,,,,,,,,,
64.0,Corre,Iria,Sorri,Sorria,,,,,,,,
65.0,"pas-
sar","pas-
sado",,,,,,,,,,
66.0,Ama,damasco,nascorá,,,,,,,,,
67.0,Mignelsinho,visinho,Miguelsinho,Miguel,Martinho,Pedroso Rodrigues,,,,,,
68.0,Manoel,"Seror
Manoela",Manoela,Soror Manoela,Pambem Manoela,"Soror
Manoela",,,,,,
69.0,desmantelos,es viajantes,Ífante,,,,,,,,,
