cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,M0MODERN FLIRTATION0ON,MoDERN FLIRTING0NS,MoDERn FLIBTATIONS,M0MODERN LIRTATIONS,MoDERN,MIllions,MoON FLIRTAITIONS,,,,,
1,Caroline,Carolina,declined1,parnell,Adeline,Dublin,,,,,,
2,provo,rome,Providence,,,,,,,,,
3,Holyrood,Holyrood House,D U.,,,,,,,,,
4,sete,Sea,MisE,beaux,seoul,United Ser-,,,,,,
5,Abbey,Hebe,"L.60,000",,,,,,,,,
6,oxford,Oxford,,,,,,,,,,
7,juve-,Julian,Australia,Saul,St Cecilia,,,,,,,
8,Doncaster,Tattersall,Docaster,London,,,,,,,,
9,Towereliffo,Limerick,LowER,Galloway,,,,,,,,
10,Bt Clara,Clara Novello,"Clara
Granville",Clara Granville,Israel,Clara Granville'',"Clara Gran-
ville",nile,Clara Granville's,Granville,Clara,Tn
11,Fife,MOnsieur Fesceati,Si,,,,,,,,,
12,England,Highland,ireland,Kelso,Ireland,De Plane,janeiro,,,,,
13,Melton,Mlelton,Leeds,,,,,,,,,
14,thou,Thou,"plethora,-he",Tho,,,,,,,,
15,yong,Wigton,toronto,wi,,,,,,,,
16,athens,Louis de Crew-,Louis HEnry,"St
John's Lodge",HEnry,Louis,,,,,,
17,Orespigny,ny,Urespigny,piggy,"Louis De
Crespigny",,,,,,,
18,Agnes.,osage,Agnes,Ernest,Agnes Dunbar,el Agnes,,,,,,
19,Bibles,Charles,Argyleshire,Yorkshire,,,,,,,,
20,Jacob,Surah,Pnt,Courant,Geranium,iran,,,,,,
21,fremont,blishmont,MoON,mo,Rosemount,moro,,,,,,
22,Spain,Britain,Great Britain,,,,,,,,,
23,normandy,Shetland,Scotland,portland,Portobello,,,,,,,
24,Marion,palo,Paris,Kilmarnock,Marion palo,"ribbon,-I",,,,,,
25,las,GLAsGOW,,,,,,,,,,
26,"quaKers,-a",verde,"ever,-and","fancy,-she",,,,,,,,
27,Thug,Dunbar,thun,,,,,,,,,
28,inn,Mn,us,MINDEN,indus,,,,,,,
29,Edinburgh,Whitehall,Canada,Agrippina,ohio,china,,,,,,
