cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,LA,palau,Labrador,Loyola,Clapham,Black Bess,Bogglywollah,las,Lambeth,Bethesda Place,La,Delaware,"La u
t",Clapp,,,,
1,IA,MIaras,Machiavellian,Iahimo,nicosia,Armenia,Oxonians,Cecilia,Iphigenia,"ia
1

2",Persia,ambrosia,,,,,,
2,Miss,kiss,Nassau,Miss.,Missing,,,,,,,,,,,,,
3,lille,Versailles,LILLE,bastille,Gillespie,Achilles,,,,,,,,,,,,
4,inn,Glorvinn,Thavies Inn,Inn,Inn of,Vienna,,,,,,,,,,,,
5,eagles,Eagles,,,,,,,,,,,,,,,,
6,Gloving,Bingo,Being,Abingdon,Binkie,lng,Good Gol,,,,,,,,,,,
7,Pompeii,EI,Pompadour,,,,,,,,,,,,,,,
8,Io,HIoggarty,mustaclios,Rio Janeiro,Bionic,Iowa,,,,,,,,,,,,
9,yorkshire,Crmrthenshire,York,Somersetshire,Yorkshire,New York,,,,,,,,,,,,
10,kanDahar,the Cannibal Islands,ISland,Flanders,Holland,"Coventry
Island",Ireland,Newfoundland,Sands,"South Sen
Islands",Switzerland,Long Island,Scotland,Coventry Island,Shetland,,,
11,O'Down,O'Dow,do't,,,,,,,,,,,,,,,
12,belgium,Belgium,Belgravia,,,,,,,,,,,,,,,
13,wy,WY,,,,,,,,,,,,,,,,
14,Orleans,the Duke of Orleans,Elite Orleans,New Orleans,,,,,,,,,,,,,,
15,Roehampton,H.H.,Southampton Row,southampton,Swamptown,Southampton,Southampton Gaol,,,,,,,,,,,
16,Oxford,Bedford,Brentford,,,,,,,,,,,,,,,
17,Hill,Ill,William,Cornhill,Ill.,LLxE,Squills,,,,,,,,,,,
18,Christchurch,Scotch,Christin,,,,,,,,,,,,,,,
19,Provence,Providence,rouen,,,,,,,,,,,,,,,
20,Don Juan,nan s,Gulf kSmn Juan,,,,,,,,,,,,,,,
21,WI,Zwieback,harwich,Horowitz,"aD OIWIE
lL",Dulwich,Brunswick,,,,,,,,,,,
22,md,MD COIIDMTtAD,Md,MD,,,,,,,,,,,,,,
23,greece,Rector,Greenwich,Greece,,,,,,,,,,,,,,
24,Maria,Whitefriars,Mariposa,Mars,Vittoria,Marin,Gloria,Malaria,Margate,Bulgaria,,,,,,,,
25,lome,ROme,Tomeuvesiun,rome,Rome,,,,,,,,,,,,,
26,BEngal,Kangaroo,Bengal,,,,,,,,,,,,,,,
27,Tape,Cape,"Florence
Cape",Cape Town,Caracas,,,,,,,,,,,,,
28,Westminster,the West End,Lowest,West,Wesleyan,West End,Homestand,West FEud,Cowes,,,,,,,,,
29,Europe,eUrope,europe,europa,Portman-europe,,,,,,,,,,,,,
30,Los,los,,,,,,,,,,,,,,,,
31,Macmurdo,Mulbury,Canterbury,Albums,Sudbury,Bulbul,,,,,,,,,,,,
32,Hampshire,HAMPSHIRE,hampshire,HAmpshire,That Hampshire,Buckinghamshire,Devonshire,IInmpshire,Wiltshire,Empire,Hampsteud,,,,,,,
33,Ms'am,Ma'am,Ems,,,,,,,,,,,,,,,
34,quebec,niue,stueco,Queen,Quebec,,,,,,,,,,,,,
35,Lausanne,Honneur,Cannes,Canada,Valencicnnes,,,,,,,,,,,,,
36,Jura,Gray,Bagram,Grady,Geography,Grays Inn,,,,,,,,,,,,
37,Touchdowns,Touchdown,Tours,,,,,,,,,,,,,,,
38,Leicester,Winchester,Wittgenstein,WInchester,Manchester,Duchess,Rochester,,,,,,,,,,,
39,Morocco,moro,morocco,Borodino,Roc,,,,,,,,,,,,,
40,Faro,Barbar,Bagshot,Madame Barbecue,Bart,cuba,tSar,Baronet,,,,,,,,,,
41,Molyneus,mo,Moorish,Mo,Montmoreucy,Palermo,motley,Molasses,Moscow,,,,,,,,,
42,china,chino,China,sunshine ns,Maraschino,,,,,,,,,,,,,
43,DBruges,Bruges,,,,,,,,,,,,,,,,
44,Schliisselback,brussels,sousse,bRussels,Brussels,Russell,Sussex,,,,,,,,,,,
45,Dover,Sovereigns,Liverpool,,,,,,,,,,,,,,,
46,Athens,kensington Gardens,Kensington,"Kensington
Gardens",New Gardens,Gardens,Kensington Gardens,,,,,,,,,,,
47,eNgland,england,England,Anglia,Old England,,,,,,,,,,,,,
48,Pump,Trumpet,Puppets,,,,,,,,,,,,,,,
49,Cambridge,the Arabian Nights,Knightsbridge,SB,,,,,,,,,,,,,,
50,Us,US,Regulus,Vnuslall,Stadthnus,,,,,,,,,,,,,
51,Denmark Hill,Marengo,Denmark,,,,,,,,,,,,,,,
52,"know.-
Drive",know-,knowingest,,,,,,,,,,,,,,,
53,Buxton,TO3,Alton,Stilton,Osbaldiston,Dayton,Raton,lawton,,,,,,,,,,
54,trgg,Fitzroy,Troy,,,,,,,,,,,,,,,
55,&c.,c.,C.B.,,,,,,,,,,,,,,,
56,"L
l
e.","L
L","rv
l","L

l
-'Y","Lf
L","L
II",,,,,,,,,,,,
57,Chaffers,Brougham,that1,Chatham,Thames,Champaign,Shehas,Fulham,CHATHAM,,,,,,,,,
58,papa2,Japan,Papua,A20,,,,,,,,,,,,,,
59,"Ih
'",Ihh,,,,,,,,,,,,,,,,
60,LE-----7s,"L
-a--","-IEEE-------
-5",x--,,,,,,,,,,,,,,
61,Frenchmen,Trench,Florence,trento,Trssarenc,,,,,,,,,,,,,
62,France,fRance,iran,FRance,,,,,,,,,,,,,,
63,Maloney,Alderney,Boney,Glenmalony,,,,,,,,,,,,,,
64,Mount Saint John,County,Mount,Punjab,County Kildnre,Mountrail,"Mount
St. Jolmn",Mount St.,,,,,,,,,,
65,Snmbo,Bois,Ayois,,,,,,,,,,,,,,,
66,Ladyship,Lady,Lnadyship,,,,,,,,,,,,,,,
67,KEepsake,Turkey,Surrey,,,,,,,,,,,,,,,
68,CrAWLEY,Crawley,Lidy Crawley,ns Crawley,cr,Haddon Crawley,,,,,,,,,,,,
69,East,Destiny,Feasting,"the West
Eul-Casting Ragg",eating'and,,,,,,,,,,,,,
70,MhZ,Bierstadt,Oystherstown,Booterstown,History,whitherP,brother--,,,,,,,,,,,
71,Gaunt,Great Gaunt,Great Coral,New Gaunt,Great Britain,Great Gaunt-,Great Gaunt Street,Gaunt-square,,,,,,,,,,
72,dundas,Dundas,bund,nda,,,,,,,,,,,,,,
73,Charing,Pharaoh,Gazette,Rotterdam,Charlotte,,,,,,,,,,,,,
74,Colony,colonies,Polonia,,,,,,,,,,,,,,,
75,Monsieur Isidor,Monseineur,Monsieur,MOnsieur Isidor,Isidor,,,,,,,,,,,,,
76,St. Pancras,St. Peter's,St. Petersburg,St. Paul's,,,,,,,,,,,,,,
77,d'h6te,tyne,Steyne,Ostend,Lor weyne,,,,,,,,,,,,,
78,Alps,realy,italy,Italy,,,,,,,,,,,,,,
79,ST,W. T.'a,St.,the St. Leger,St. James's,Thames St.,St. Achenl,"St.
aul's",St. John's,St. Just,,,,,,,,
80,Dresden,Sweden,Denr,golden auburn,denr,Caen,Minden,,,,,,,,,,,
81,UK,uk,,,,,,,,,,,,,,,,
82,Antlia,atlanta,Hants,the atlantic Ocean,,,,,,,,,,,,,,
