cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0.0,Britain,Great Britain,Italy,,,,,,,,,
1.0,America,AMERICA,,,,,,,,,,
2.0,WARREN,Warwick,,,,,,,,,,
3.0,Westmoreland,WESTMORELAND,,,,,,,,,,
4.0,make’me,Drakes,Wakefield,,,,,,,,,
5.0,china,Domenichino,,,,,,,,,,
6.0,Aghleigh,Highland,Highlandloch,,,,,,,,,
7.0,the Holy Virgin,Holy Lane,,,,,,,,,,
8.0,Boston,Crompton,Fromé,Grafton,,,,,,,,
9.0,woodbine,pinery,,,,,,,,,,
10.0,Providence,florence,protégée,,,,,,,,,
11.0,S.C.,& K.C.,,,,,,,,,,
12.0,PLAIN STATEMENT,Spain,ain’t,Tisn’t,n’t,,,,,,,
13.0,the Kingdom,Kingdom,,,,,,,,,,
14.0,Scotland,SCOTLAND,Scotch,,,,,,,,,
15.0,New Fonssr,East,"nonsense,—ideas",,,,,,,,,
16.0,Fraser,FRANCE,France,Sanctuary,Romance,,,,,,,
17.0,Bretherton,Cretan,Brotherton,,,,,,,,,
18.0,WELLINGTON,Downes,Dowling,,,,,,,,,
19.0,Turkey,Turned,,,,,,,,,,
20.0,Halifax,California,Tilbury Fort,,,,,,,,,
21.0,Sound,UNDERSELL,Helvellyn,,,,,,,,,
22.0,ENGLAND,me!—and,Flanders,Poland,England,IRELAND,kind'and,,,,,
23.0,Straits,Austria,shifting*stream,Amistrong,,,,,,,,
24.0,Molly Being,Booming,Singular,,,,,,,,,
25.0,Blackberry,Nurse,NURSE,Nurse Trembled,Trembled,,,,,,,
26.0,the brook,the Emerald Isle,the ivory brow,,,,,,,,,
27.0,"Derby-
shire",Derbyshire,Neckerby,,,,,,,,,
28.0,"you,—I","lady,—I","by,—I",,,,,,,,,
29.0,Lancasbire,Lancashire,Wnire,,,,,,,,,
30.0,know-,KNOW-,,,,,,,,,,
31.0,Sharpen,Charlotte,,,,,,,,,,
32.0,Tis Africa,Africa,,,,,,,,,,
33.0,Oxford,Bradford,Melford Park,Paris,Melford,,,,,,,
34.0,North-country,Artist,earth,,,,,,,,,
35.0,Grasses,most.le-,premises,Mosses,,,,,,,,
36.0,Mill,Deep Valley,THE DEEP VALLEY,"Deep
Valley",VALLEY,Bastille,Deep-Valley,the Deep Valley,"Deep Valley
Mill",the Deep Valley Mill,Deep Valley Mill,the Deep Valley «
37.0,never.should,Venus,Devenevx,BENEVOLENCE,,,,,,,,
38.0,Southern Reg,thereon,her=,,,,,,,,,
39.0,St. Mary’s,St. Mary's,,,,,,,,,,
40.0,Brussels,Russia,,,,,,,,,,
41.0,"boaster,—I",Germany,Kidderminster,,,,,,,,,
42.0,Blankshire,York,Yorkshire,,,,,,,,,
43.0,London,splendours crags,Golconda,LONDON,London Madeira,,,,,,,
44.0,Lindens,Fimrantox,Madeira,Kuzzicnasit,Hicnranpens,,,,,,,
45.0,Anuincrox,Howley,morocco,Crockley,,,,,,,,
46.0,orient,Arctic,Nice,Prentice,,,,,,,,
