cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14
0,Lin insu,"N
 I",Jasphino,FIN,Insult,Combin,minsk,,,,,,,,
1,Voil,voil,toil,a Voil,choirs,savoie,vollh,,,,,,,,
2,laur,"LA
E'",au-,at laure,clat,lme Inaugur,jaurais,aur6,,,,,,,
3,soudan,Louiso,Missouri,Louial,ruisonnublo,Bouira,grdantlLouis,Inourables d'Issoudun,Issoudun,Louisjouissait,,,,,
4,Lo,oslo,chlo,ILo,ulloa,Lon,lomhnrras,ost  louvre,,,,,,,
5,Mm,rasenmmoda,la somme,,,,,,,,,,,,
6,tasmanie,tan,tane6,anfa,WAtan,"ontta puillo uu vot
patte pourrir devant vos prtas",l'6tat,Ans,,,,,,,
7,Iu,iut,tout908,,,,,,,,,,,,
8,P6onnerie,Rienne,Rienne Is,vienne,Etienne burundi,Rianderie,enne,Iesnne,Rience,lennne,Etienne,deVienne,,,
9,lssiseutues,TUlsIkMk,ssir,Ls,museum,,,,,,,,,,
10,mre Nnnnatto,mra Nunnatta,mara Nunnatta,S,attach6s,Nannottat,,,,,,,,,
11,rn,Journe,Fournir,journe,pour6,,,,,,,,,,
12,Ilordinarie,lordinuaire,ardin,,,,,,,,,,,,
13,"II

---
Jeane",r::--JEANNE,jEanne,suf-JEANNE EPOLB EP,suf-JEANNE,jeanne7,Jean russe-JEANNE VEUVE,,,,,,,,
14,Pennetta,Nunnette,mre Nunnette,gunn,Nunnetto,mre Nunnetto,mbr Nunnette,,,,,,,,
15,petitl,- Tiens,Tiens,yens,Dien,Conviens,E,Liens,Ien0,,,,,,
16,tta hussa at la queue,d6pana da ux,La conqu,tta hussa,"A

7A
C",mra las,,,,,,,,,
17,veines,Ines,heinz,lapeine,,,,,,,,,,,
18,LI,liedom,Colis,LiEelE,lir,,,,,,,,,,
19,gand,Granit,Grund,Grand,Grand-Hal,lean Jusserand,Grand-,Gras,grad,mndme,,,,,
20,france,fran,la France,,,,,,,,,,,,
21,ROMAIN,aimais-tu,aimais,Maia,faisais,-Mais,Nai-j ps ma ur,ku,maison anssi,,,,,,
22,vesoul,voulez,seoul,Voue,lez,Roule,,,,,,,,,
23,Vois,Vois-tu,Is-,Sais-tu,Crois-tu,Las-tu vue,As-tu pens6,,,,,,,,
24,lahelle,truavailles,ELlE--,Feuillet,ille,chbvrfauille,marseille,Mapuuvrefille,habill6e,moselle,alle,aiguilles,bailleurs,gillot,le soleil
25,d6pluie,Pied,Ie,lDieu,IE,ipussoeiee,serbie,ElIe,italie,asie,,,,,
26,Notre,"au-
tres",sua tre,tre,vire,ambeniwsrez,Notre Pere,Muitra,qUATRi,tres-joyeuse,ret6,pltre,Mattresse,payetra,svre-le
27,pas8e,bris6,PARIS,Paris,Nu PARIS,G,PATRICk,paros,,,,,,,
