cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,ROMAIN,oslo,Maia,pr6s,maine,Haine,Aini,,,,,
1,Laisse,bl6,valais,suisse,Laissons,,,,,,,
2,Catharine,Chagrin,pr,Gatharine,hargbr,A,,,,,,
3,Fuuche,friche,Riche,So-,,,,,,,,
4,RN sAVOIR,RN SOVI6GR,ehex,RN sERVICE,RN AVION,savoie,savigny,,,,,
5,cus,,,,,,,,,,,
6,laur,Isaure,at laure,FIN,jaurais,aur6,,,,,,
7,Louiso,Lo,Louial,lOuis : e Voyons,ruisonnublo,grdantlLouis,II,N,Louisjouissait,,,
8,china,chine,Jasphino,lme Inaugur,east,,,,,,,
9,"LHIII

II
 Sil
III","IL -
II 
lI
l
III
S",aon,"ii

I
I

II
E
E",rome,PAIII,"II

L",,,,,
10,"II

---
Jeane",r::--JEANNE,jEanne,"LA
E'",suf-JEANNE EPOLB EP,suf-JEANNE,jeanne7,Ans,Jean russe-JEANNE VEUVE,assemblafEANNE,,
11,Voil,rn,voil,toil,a Voil,clat,IJae,Aprs,,,,
12,Rienne,"N
 I",Rienne Is,vienne,Etienne burundi,l'6tat,enne,Rience,lennne,Etienne,deVienne,
13,Jos6-,iut,lssiseutues,ssir,Rt,A leglise,vollh,Crise,,,,
14,gand,lean Jusserand,E MEHB,demand6,Gerland,,,,,,,
15,tan,tane6,ii,Jane,WAtan,"I S
d-a",,,,,,
16,mra Nunnatta,mara Nunnatta,hotel,v,attach6s,,,,,,,
17,io m6-,Journe,RMIRnE,Fournir,journe,pour6,,,,,,
18,geek,sua,aveoe,caus6,Luongo,Save,AVez,,,,,
19,Feuillet,TUlsIkMk,chbvrfauille,mara Feuillet,eeui,quoiquil,aiguilles,I,,,,
20,PRBMIIRRE,Nai,QIATMIIn,fortPRMIIRRE,,,,,,,,
21,- Tiens,Tiens,yens,io,Conviens,Liens,,,,,,
22,Lejeune,jeune6,G,ktii,Neuner,Jeune,--La jeunesse,,,,,
23,fumer tes champs.-,"Eh bionl js prendruais un de tes champs on
permanent",Chamnnlhrs,IA,P,u,saa,,,,,
24,veines,M,Ines,heinz,lapeine,,,,,,,
25,Quen,"IL M.

2
 
IL
CL",mexique,que',Poques,Ls,-,psys,Afrique,,,
26,Grand-Hail,Grand-Hal,Grind-Hail,,,,,,,,,
27,france,fran,c6t6,la France,alpes,,,,,,,
28,d6pana da ux,hana,ommana,or6-,chang6f,lez,,,,,,
29,aimais,faisais,-Mais,Vais,maison anssi,,,,,,,
30,truavailles,ille,marseille,Mapuuvrefille,habill6e,alle,-F,IL,bailleurs,,,
31,Notre,"au-
tres",sua tre,tre,Notre Pere,pltre,,,,,,
32,bris6,PARIS,Paris,"E

E",Nu PARIS,hawa,Cu,Cost,,,,
33,ger,Mascotte,tte,Na,,,,,,,,
34,soignerai,espagne,gne,gn,asie,,,,,,,
35,vesoul,voulez,Ie,seoul,Roule,,,,,,,
36,ales,lesameliorer,LEs,arles,,,,,,,,
37,donn,honnos,honn,tres-honnete,,,,,,,,
38,Mm,present]110,m6-,Tents,Apres,v8pres,,,,,,
39,petitl,lunno,Ia ptit lunn,gunn,LE2,,,,,,,
40,Agel,B,mndme,,,,,,,,,
41,kI,aid6,toninnli,Aidez,vona,''L,d6aider,,,,,
42,aimais-tu,Vois-tu,au-,Is-,Sais-tu,Crois-tu,,,,,,
43,noeux,Noel,,,,,,,,,,
44,mre Nnnnatto,mre Nanntte,ner,vinttn,mre Nannett,nankin,,,,,,
45,desire-us,vire,ne170,ds,,,,,,,,
46,rand-ail,Grand BAil,Granit,"Grand-
Bail",nador,Grand,rand-Bail,Grand-Bail,auprs,Grand-,grad,betail
