cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240
-1,desmantelos,1L,Pedir,"III
Vinha",Revoltar-se,"sim-
patria","4(00
Ixsrarcio",Estrada,"nio pode-
ria",ahi is carlos,agoniada2,volta delle,nossa velha igreja,Qne,Fugiram,0U,Teresita do Loureiro,Sentia-a,"Nasc
chore","venturus de
qne nio",sc sangue,dr,v,oleografia barata,av...,Infias,2E,Convente,logo1,Ins,Cavalinho,LA IA,Desconcertada,vergonha,aguia,compensacio,sa esbelta delicada,"Terezinha da Mesa
do Padre",mo ca,U Raquel,snr,Espanha,crescidinhn,nio vista,ue,O0,Quiz,l,Chamaram-me,Ihe,desilusoes,Caminho-me,AIfredo Franca,trinufussc,Y-,Ello,Resignada,Cacilda,IguAiS,N,elle lhas,rio mudei,pe,Brnnswick,H6je,Sagrado,ameacavaIm,eranga da avesinha,Iria,deseonfianga,"Lisa da
Roda",Animais,Coitadinlol,"Pobre MAdre Lan-
dea?",Paraizo,cstrungcira,Engenho ae castro,Conte-me,intencaao,"io
Luiz de Nagahaes",aquella santa casa,braza,docididamento,Ai,cadeira2,visinho cemiterio grasnaram,r-,EL,"sc
sahir da lareira",ITICRIRA,Dizia,Olieeim,ramilhete,o6,rapazes corpo elle,florida:--,chamin,sta posso irradinva nma,supp,Maloitas,carmezim,sei.l,reden,Imaginaram-,Paulino de Oliveira,"sen
chapeo",ceremonia,coisa.- Nio,Leis,san cantinho,Senhora do Castelo,Falar,Tigre,aes,Paris,Arouca,Cinzas,damasco,Madrid,lle respondar:--,normalisou,B6as,Miguelsinho,Talhados,pellucia,1E,di,nossa casa,rua onda elle,proxima,"dr jorge is
sas",Eulalia,Socegasse,reticencins,Sofria,azas:--,Cacos,sonsnaco,vila ne ngeitarn,almada,A1,"casa dos
Carneiros",Madre Audacia,nsia,Pagens,silvas,Easgotado,rosnaninho incensvam,Cula,Lado,Ol,"da-
goas",Aa,naifrago,Estados-Unidos,"irremediaveis
seatracies",Annel,vasia,tr,Im,Ouves,c6ro,esperasso,U0,Consulta-lhe,7s,"endoideccida do con-
vivo dos outros",Clara,m carvalho,j.conforada,ossa consciencia,Oh Amirricana,Sobretudo,N0,COmO,tragedia,"Pa-
dro Jose
nCIA",Maoela,Terazinha,Iuvcjara,herva,i mata,Decerto,Vou,materialisar,Cadeira de Coimbra,DE3A NIcA,Casar,Candido Gnarrairo,Tinlma,Importa-me,La,dornas,Iages,Esquecia,"S


Ce",Desprender,IoCAGE,Rodilha,baliio,Marques,Fsplendores,Serra da eStrella,Dispensariam,"Sofrer
Manoel",Nem,Vai-to,L1s es,mclhoras,Ate,chamava--,a9,calumnia,joeundns,Barba Azul,Entro,"lem-
branca do rapazinho",Desconhecia,cstidvs,"nau-
Meza",F,Menino,Tolos,i,velha de soalheiro,dizer:-,E3J,Todos us,Veja-a,J,polo imperador,vencida.-,si-,Disso-mo,Recolhi,versajar,oearamanchio,Ponta do Ferido,pungento,paulo,Soror
0,"L--
Lis-",Lis,LishOs,Lisboa,Amhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,mam,roma,te-Mal,mae,MAl,Qnom,UMa,ma,om,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Ymnos,somno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Colombo,Comboio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Lima VIda,ma victima,Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,proprio,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Presa,pre,Apressou,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Representou,"Presentimento-
tos",ciments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,fl6res,flores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
