cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0.0,s’arrêta,Arrî1and,s’abat,s’appuyer,,,,,,,,,
1.0,anna,u1vrnna,,,,,,,,,,,
2.0,Peaux— —Rouges,"Peaux—

Bouges",Peau-Rouge,Peaux-Rouges,Rouges,,,,,,,,
3.0,GHAUMIÈBE,"chaumiè1 e.

Il tenait un fusil",,,,,,,,,,,
4.0,SA1NT-HÈnEM,neme,c1a1ns,,,,,,,,,,
5.0,Léona,Léonai,Léonal,,,,,,,,,,
6.0,celui—,—- Cela n’,sédui—,surlui-mème,Gelu1—m,àla pluie-,,,,,,,
7.0,ﬁer,conﬁer,raﬁermir,ﬁerté,signiﬁer,,,,,,,,
8.0,ﬁlle,Allez,lasalle,Nulle,Tulle,Alle—,mollet,,,,,,
9.0,eau-dc—vie,eau-dc,,,,,,,,,,,
10.0,Louisl-Louisi,Louisl-,Louisiane,Oui,,,,,,,,,
11.0,.-;.,.-;.—,,,,,,,,,,,
12.0,L1V-,L1V—,L1v,,,,,,,,,,
13.0,soli—,négli—,Soldat,poli—,culi—,,,,,,,,
14.0,Tels,Quels,Bastel,,,,,,,,,,
15.0,toldos indiens,éclaireu1s indiens,toldos,,,,,,,,,,
16.0,Terre Sainte,terre,querrezla,La terre,Erreqr,la terre,,,,,,,
17.0,Vienne,queie vienne,Bienne,Guyenne,,,,,,,,,
18.0,Est,Cîest,est-ù-dire,G‘est,Est—ce,estici,est-à-dire,,,,,,
19.0,Renard-,Le Renard-Bleu,Renard— B,Renard—,Renard-Bleu,,,,,,,,
20.0,mali,mala—,Alil Jan-Pol,malheu—,Téoealis,,,,,,,,
21.0,ain,vain—,—- Ainsi,A demain midi,Soudain,vain',,,,,,,
22.0,mur—,amour—,au)mur,,,,,,,,,,
23.0,.——->—A.,".—""——-_—< >- —","-

—",".—v——-—<»—-wwﬂ>“'""'-——",,,,,,,,,
24.0,Pouvez-,Sauvez-le,souvenez-vons-enl,couver—,mouve—,Où logez-vqus,t1ouve1as,,,,,,
25.0,AU CHATEAU DE MALEVAL,Maleval,"Ÿl

 

 

 

 

 

ale",Malevall,Muleval,,,,,,,,
26.0,Dame,Amel,,,,,,,,,,,
27.0,ger,Ger,,,,,,,,,,,
28.0,Faut,faute n’,aut0nr,,,,,,,,,,
29.0,difﬁculté,difﬁ—,culté,,,,,,,,,,
30.0,taillis,Ail,iuillis,,,,,,,,,,
31.0,confon—,"la_,_fon-",É confortable,recon—,rencon—,,,,,,,,
32.0,jura,Jura,,,,,,,,,,,
33.0,._____,.____-,«.__.A,FW___'.-.,,,,,,,,,
34.0,marau—,Gamarades,exau—,,,,,,,,,,
35.0,atten—,attendez—,Attendons,m‘entendez,Rendez,,,,,,,,
36.0,tort Duquesne,FORT DUQUESNE,Duquesne,fo1t Duquesne,fort Duquesne m’,fort Duquesne,"FORT DUQUESNE

LE COMTE DE JUMONVJLLE","fort
Duquesne",foiL Duquesne,fortDuquesne,,,
37.0,l‘arbre,l‘a,Libre,susdit arbre,Emp‘arez,,,,,,,,
38.0,Proscrit,Procrit,Proserit,Le Proscrit,Prescrit,prostra—,Prosorit,,,,,,
39.0,impla—,impor—,écla—,impru—,,,,,,,,,
40.0,Comment,commen—,Commercy,Comment“,commeun,,,,,,,,
41.0,Jumonville,Menneville,J umonville,Jumenville,,,,,,,,,
42.0,brou—,trou—,prou—,,,,,,,,,,
43.0,miens,Jens,Tiens,,,,,,,,,,
44.0,sen1bl1it 111l1.111ch1ssable,sen1bl1it,.1114,,,,,,,,,,
45.0,noble—,Misérablel,.Le—,,,,,,,,,,
46.0,Aigle-Volant,Volant,L’Aigle-Voluul,Aigle,Aigle-Volant roula,Aigle—Volant,,,,,,,
47.0,conser—,cons—,consi—,conséquenls,conso—,Con-,coniact,,,,,,
48.0,Manongahela,Manongahéla,Manonghahela,Manangahela,,,,,,,,,
49.0,Angelo,sang—,Mangezl,tableaupchangea,envelop—,,,,,,,,
50.0,tue1,salue1,salu—,,,,,,,,,,
51.0,Blancs,per10quet blanc,BANCllol-“l,,,,,,,,,,
52.0,courti—,bâti—,tourte—,parcourir,Encouragés,eﬁecti—,,,,,,,
53.0,Prosm‘it,.im‘inz,le Prosm‘it,,,,,,,,,,
54.0,crois—,crois,Sois,ape1çois,Crois,Crois-tu,,,,,,,
55.0,Pourquoi,pour—,devenantpourpre,Pour,,,,,,,,,
56.0,Kouha-,Kouha-I—Iandé,Kouha-Handé,Kouha-Haudé,Kouha,Kouha-I,,,,,,,
57.0,Piste,Sans-Piste,triSte,,,,,,,,,,
58.0,ques—,Ï sues,Chichiméques,Pre3que,,,,,,,,,
59.0,Hu1ons,Bonsoir,g1onpe,,,,,,,,,,
60.0,BEL L E ltl V !,L E B 1 V I È,J e m’,,,,,,,,,,
61.0,Amérique du Nord,l'Amérique,briquet,l’Amérique du Nord,Amérique,Gincinnatus améri—,méritez,Amé-,l’Amérique,Américains,,,
62.0,opliétés,Explique,réplique-H,Expliquez-,,,,,,,,,
63.0,Bisquetout,Risque-Tout,Toutàcoup,toutd‘abord,Risque,Risque—,,,,,,,
64.0,Indien Delaware,Indien,L’Indien,desIndiens,Indiennes,Indiens suuvuges,Ï' Indiens,d’un Indien,indiens,Indiens,L‘indiﬁ‘érence,pseudo-Indien,indé—
65.0,som—,triom—,accom—,com,accou—,,,,,,,,
66.0,ma1t1,ma1qu1se,p11se,,,,,,,,,,
67.0,comptez—,Comptez,Acceptez,,,,,,,,,,
68.0,Mexique,golfe du Mexique,cap du Chat,,,,,,,,,,
69.0,Totem,présentemns,sentencieu—,p11ntemps,Aprés,,,,,,,,
70.0,Contre-,Contrecœur,CONTRECŒUR,Gontrecœur,,,,,,,,,
71.0,"Ge gentilhomme,_je l’avais",gentils—,ilsl’,senti—,,,,,,,,,
72.0,Martyrisez,Apartle,depart,Partons,Partout,partez,,,,,,,
73.0,maisonnettc,seuil de la maisonnette,raison—,Sonne,Son,,,,,,,,
74.0,ve1rai,Douterais-tu,verai,abuserai,Biver,jurerais,adver—,bivouaquerai,,,,,
75.0,f01êt,,,,,,,,,,,,
76.0,Suivez,SUI,la‘suivre,suivezmoi,,,,,,,,,
77.0,Cher,cher—,iocher,t1ancher,— Cher,,,,,,,,
78.0,Eu1opéens,Euro-,Européens,Ropmdnclion,Europe,,,,,,,,
79.0,Couleuvre,Couleuvre n’,Couleuvre s’,"de
Couleuvre",au Havre,La Couleuvre,La Couleuvre démasqua,leu1,la Couleuvre,,,,
80.0,Ent1e,ent1e,,,,,,,,,,,
81.0,-.-,-.-A_ÈC,,,,,,,,,,,
82.0,BELLE mvn‘ann,BELLEÏRIVÏÈRE,BELLE IllVlÉltE,ÎBELLE,Bellou,"BELLE 1nvnänn

IX",BELLE R]VIÈRE,BELLE,BELLE a1v1Eaa,Bella,BELLE mvuäan,,
83.0,Nos_lectricesne,électri—,,,,,,,,,,,
84.0,Ceux-,"deux,-la",EUX,alÏreux,Curieux,Deuxhangars,,,,,,,
85.0,chaus—,cha11eela,chaude—,haussa,s’échapper,,,,,,,,
