cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
0,du Nord,V',Nord,,,,,,,,,,,,,,,,,,,,
1,alle,Est,Allezl,Allez,,,,,,,,,,,,,,,,,,,
2,Clarisse,guerissez,Yer-,"Clarisse
Manot",Dizy,,,,,,,,,,,,,,,,,,
3,chambre de,bine de Therese,S e de l e,mre Denis,,,,,,,,,,,,,,,,,,,
4,Es,S0UIIAITS,Iais,Palais-Royal,MIais,ne186,Mlais,Aa,,,,,,,,,,,,,,,
5,Sortez,aorrs,.as¬,Aee,au-,S’,piece,13I,mrs,,,,,,,,,,,,,,
6,Ceran,Ievrn,Wrail,derange,Cran,,,,,,,,,,,,,,,,,,
7,Saint-Brunelle,"Saint-
Brunelle",surs,Saint-,Sainl-Brunclle,"Tout
Saint-Brunelle",Brunelle,,,,,,,,,,,,,,,,
8,e.-¬ſ,¬2¬,Feuil-,Av,picd,,,,,,,,,,,,,,,,,,
9,i’,- Reticns,S re,ILe metier,Ml',,,,,,,,,,,,,,,,,,
10,accouchce,AL,couvent Brugnon,"T.S
 i a sos 
tei",couseuses,,,,,,,,,,,,,,,,,,
11,E e eeree,eE  e i e ee i le re ee g,eSe e e e e,-:¬,"S
ee e eie","ee e ere e e doe e eſe
Jev","a5 i
¬
ea ee ee  e ’ n e epr","Fee e   da  ei ſieiſieet
i
Le
 
e e eeoid is ee e","S  e ee  e¬
e eaa e e t",Ae e l ie eeelt e eie,pe ole e e  deiee lo e i e ſeesers,Se l’ee lel ee de e fiee e re e eosrt,sSt  ee,Epelie ro e ele eles,el  e e eni e l e istere ae u eterie,Fee e,"aae
-  
rss  ee e e ee",leee e e l ep e e lee e e deoe,"S’ree e  
 -",rss  ee e e ee,ile idle e eo,"Ei
 r",t e e eS
12,MON VI1LLAGE,MON V1LLAGE,V1LLAGE,IIlMON V1LLAGE,ca,M0N v1LLAGE,MO N V1LLAGE,MON v1LLAGE,Voilh,MION V1LLAGE,,,,,,,,,,,,,
13,enie,Eites,beni,Berenice,P  v,,,,,,,,,,,,,,,,,,
14,ger,e-eg,Ee-E,L-1,Ae,"Ee-E
S-","-E-e
2",Pe-e,,,,,,,,,,,,,,,
15,Tache,prechez,precher,Cachez,rs,dragon,empecher,empeche,N0CES,tLp¬,rIIImne,el,,,,,,,,,,,
16,Jeacquet,Jeac-,Paques,MI,Jean-Claude,,,,,,,,,,,,,,,,,,
17,bu-,Ml'aimeras-tu,ev-P,Crois-tu,T'arreteras-tu,,,,,,,,,,,,,,,,,,
18,"Norinel
Pauvre",Norine,brin,Norinc,J',teursl,Voyez,,,,,,,,,,,,,,,,
19,levres,Eſss,Ouvrezl,s--,Pres,Figurez,,,,,,,,,,,,,,,,,
20,A32,t-on Ftt-cel,Cellier,- Quoil,Cel-,Epelie,,,,,,,,,,,,,,,,,
21,g2yI,Eeil,Seeei,Eeeeile,"S’
tSee","au-kl
-
1",,,,,,,,,,,,,,,,,
22,pre Roux,pre Brugnon,Toinon,mre h,,,,,,,,,,,,,,,,,,,
23,Sylvain,Poulains,fontaine Sainte-Radegonde,,,,,,,,,,,,,,,,,,,,
24,ues¬,F,Or,,,,,,,,,,,,,,,,,,,,
25,Q,blmer,I,S2,,,,,,,,,,,,,,,,,,,
26,n¬,"¬
S¬
s2",i17,tournee,A¬,Tournez,Tous-,S-e,fourne,,,,,,,,,,,,,,
27,¬1,parigole,rip’2,le’,Parisiens,VE,Par,Parisien,sens.0N,Paris,,,,,,,,,,,,,
28,e’,ylr¬,chutc,ne2,Jie,,,,,,,,,,,,,,,,,,
29,Desirde,lh-dessusAotyde-,forcdes,Dsirce,Desiree,,,,,,,,,,,,,,,,,,
30,Voee,L  eomſ¬,toi,,,,,,,,,,,,,,,,,,,,
31,MO,mele,lapetiote,"I
E¬",Lasl,verildc,"petiote 
Perpctue",PETIT1ON,,,,,,,,,,,,,,,
32,"eſ  r e
 i","L ’
t e 2",S-e ’e3,"S-r PS-i e
ee’ e ’é ’",Avez,,,,,,,,,,,,,,,,,,
33,lille,reille,veillee.1,veillee,Le soleil,MI0N,L L,S-,,,,,,,,,,,,,,,
34,Decnis,t13,Notre medecin,Wotre,,,,,,,,,,,,,,,,,,,
35,Nom-de-Nom,de-Nom,noml,"renom.-
Lasl",,,,,,,,,,,,,,,,,,,
36,ordonnee,1(3,Honnete,Bonnets,Jeanneton,colonne Vend0me,.l,,,,,,,,,,,,,,,,
37,Manot,mangcs,aA,OY,Maman,MN,,,,,,,,,,,,,,,,,
38,charbon.t6,Bonsoir,Monsicur,Ca,"P

’ 
s",,,,,,,,,,,,,,,,,,
39,B,blay,montagne blanche,blame,,,,,,,,,,,,,,,,,,,
40,lReviendront,endever,Devise,Devinez,.4o,,,,,,,,,,,,,,,,,,
41,etais,lutaire,lEtat,gencral,,,,,,,,,,,,,,,,,,,
42,Cadet Lambin,t6t  la danse,per labia,,,,,,,,,,,,,,,,,,,,
43,gne,"compagnes,-",lc,,,,,,,,,,,,,,,,,,,,
44,L-------,I------------,etournait.--------------------------------------,pays.r---,g-----,LL-.----------==-=x=-MON,,,,,,,,,,,,,,,,,
45,ntete,ete poltron,tetes d'nes,tete,- Qu',,,,,,,,,,,,,,,,,,
46,E’,E,Slee,Sle,Brlee,Ee  sle,leeH,,,,,,,,,,,,,,,,
47,rer,Faut,A,,,,,,,,,,,,,,,,,,,,
48,OY VILLAGE,MIO N VIILI.AGIE,MO vILLAGE,Lãdi,MION VI1LAGE,"Rose
MON VILLAGE",MI0N VILLAGE,vILLAGE,MO N VILLAGE,MON ILLAGE,pe-’i r 5,IO yILLAGE,plaga,,,,,,,,,,
49,Rosc,Rose etait,Roseet,Rosel,Rose,,,,,,,,,,,,,,,,,,
50,Savoyard,destination1,C0NSCRIPTION-,falluMION,ue5 i,,,,,,,,,,,,,,,,,,
51,Peie,"Ee S   e
eiee e",L2,ieea,eiee,Ie,,,,,,,,,,,,,,,,,
52,mitan-c0te,lir,Armandine,Arman-,Vermand,,,,,,,,,,,,,,,,,,
53,P,Morlin-,Morlincoutt,Mlorlincourt,Mlorlin-,Morlincourt,Arrive h Morlincourt,Morlincourt tot,,,,,,,,,,,,,,,
54,"Ae’
-e’T’",bras-le-corps,tE,S',barras-lh,ras-lh,As-,,,,,,,,,,,,,,,,
55,eES,-eeAi,"S  d
’

a.",ees ds ail,"Es 

2é",,,,,,,,,,,,,,,,,,
56,S,Assure,-.s,Assis,Cassiopeel,Basset,queussi-qucumi,,,,,,,,,,,,,,,,
57,Bassette,chette,ct,N  e,cctte,¬5,Frotte,,,,,,,,,,,,,,,,
58,Mlon,Mlor-,Mlonsieur,fieux,,,,,,,,,,,,,,,,,,,
59,lettree,"ru
’A",decoree,ae’,A1,Agreez,a Agreez,Veeree3,,,,,,,,,,,,,,,
60,E E,ſ’,leie e,ls’e e,E e’e’,ſeereſe el iiei,,,,,,,,,,,,,,,,,
61,Francei Tiens,franciers,Fance,Fran-,France,la France,,,,,,,,,,,,,,,,,
62,Perpctue,peri,-F,Perpetue,Perpdtue,"erP¬
 
E",,,,,,,,,,,,,,,,,
63,Garde-les,vecu,Les bles,furolles,SA’5,,,,,,,,,,,,,,,,,,
64,male,geo-’--’e,CG',salete,Alerte,,,,,,,,,,,,,,,,,,
65,pau,blme,Vierge,pauvIe,Vieux,,,,,,,,,,,,,,,,,,
66,ht’as f,ee,Comprenez,Venez,venusl,Ia,,,,,,,,,,,,,,,,,
67,Ee,buis,m48,,,,,,,,,,,,,,,,,,,,
68,Ie’,T1I,,,,,,,,,,,,,,,,,,,,,
69,buis-l,queue-leu-leu,emplis-le,,,,,,,,,,,,,,,,,,,,
70,Adonc,ter d'etrc,Entendez,sT 1,enterrement198,Presentement,,,,,,,,,,,,,,,,,
71,ricn,e,,,,,,,,,,,,,,,,,,,,,
72,¬¬,Carriere-Fondue,niere,carrieres,Chanvriers,chanvrieres,,,,,,,,,,,,,,,,,
73,Mlaria,Riez,maric,Artaban,Lamariee,Mlarie,,,,,,,,,,,,,,,,,
