cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
0,crois,Roi-Louis,Î,Trois-Mares,I,Croyez-,RRO A,Crott,Ro-,y-,bois bruni,,,,,,
1,pre,ombrE,recut,Après-,reparue,Reminil,,,,,,,,,,,
2,alle,alluma,Allez-,Allemagne,,,,,,,,,,,,,
3,Demain-,hümains,demAin-,,,,,,,,,,,,,,
4,Es,EH,Barbes,A comtesse,.$eS,Londres,pothes,Sèvres,Athènes,"Co |

Dè rares",ôrmes,es,pides,ES,ajones,,
5,sais-tu,trouves-tu,sais,Sais-tu,S-,,,,,,,,,,,,
6,Ou,Étouvent,Coup,Rouen,Pouvait,fort rouge,Bout,caoutchoues,souS,s’assoupir,Ù,deuxijouts,lsblouse,Vouset,,,
7,cher,Corniche,Sachez,He,Trébuche,Gouche,pôche,E,la manche,,,,,,,,
8,Faire,Mira,Lemaire,fa-,l'Empire,Lire,,,,,,,,,,,
9,Réponds,Répondez,t’,,,,,,,,,,,,,,
10,Corse,rs,N,Coco,t-la Corse,,,,,,,,,,,,
11,Coutelier,Religion,"S

Elie",Écoutez,,,,,,,,,,,,,
12,Moi,HU,moi,nanoir,b,,,,,,,,,,,,
13,Étre,Notre-Dame du Gros-Ventre,Autrefois,Étretat,Apôtres,étremoral,cütrenoncé,,,,,,,,,,
14,jusqu’,bosquet,qu’,Qué,Océan jusqu’,squ,,,,,,,,,,,
15,Yport,Ltorturée,Voisine Portait,| Yport,apportez-les-moi,Évaporée,,,,,,,,,,,
16,S'explique,expliquA,,,,,,,,,,,,,,,
17,Normand,Normandie,Hôtel de Normandie,Normande,"hôtel d

Lenormand",uand,,,,,,,,,,,
18,Rosalie,ROSALIE,,,,,,,,,,,,,,,
19,CE,ceLA,Grèce,Grâce,Sace,,,,,,,,,,,,
20,Jui,Juï,jura,,,,,,,,,,,,,,
21,Crisange,rivige,Lisan,changée,Sacristi,,,,,,,,,,,,
22,Chambre-aux-Demoiselles,moiselle de la Roche-Aubert,Ellé,Elle,ellE,el,elLE,Puiselle,tonnelle,Elle-s’,Ellesse,"|

- Elle",fille;Elle,élle,A,Éternelle,javelle
23,Damas,amazone,R,ner son amazone,,,,,,,,,,,,,
24,savez,Savez,Faven-,Avez,àvec,seulavec,Fuyez,,,,,,,,,,
25,vallon sauvage d'Ota,"rue
Sauvage",rue du Sauvage,z0n€,,,,,,,,,,,,,
26,venirs,Provence,Enchaînée,j’,Providence,Florence,,,,,,,,,,,
27,Hé-,hé-,Sacré-Cœur,qü’,c0chér,,,,,,,,,,,,
28,Lu,lu,J,,,,,,,,,,,,,,
29,yme,Lomme,Hommes,D|,rome,,,,,,,,,,,,
30,au Havre,du Havre,e Havre,le Havre,collège du Havre,1 Havre,rue du Havre,,,,,,,,,,
31,É,phare de Fécamp,golfe de Sagone,Fécamp,gare de Beuzeville,,,,,,,,,,,,
32,J1,agonie,rémonie,V',A84,rémonie funèbre,,,,,,,,,,,
33,d2,naie,blaient,Oriental,Impatienté,,,,,,,,,,,,
34,vert-de-gris,-de-Ganache,Ganache,,,,,,,,,,,,,,
35,tricotani,bécota,Picot,,,,,,,,,,,,,,
36,Ajaccio,Ci,,,,,,,,,,,,,,,
37,sen,"AH 
 
 
 

du valet",valetsen,Ts,F,,,,,,,,,,,,
38,kB,Val,eval,val,Vauds,"air
du Val",,,,,,,,,,,
39,Gette,Guettez-,Quittez-le,,,,,,,,,,,,,,
40,VOIX229,"UNE VOIX129

m","AH 
 

 

UNE VOIX51",voilÀ,VOIX,sesavoir,UNE VOIX69,VOIX195,,,,,,,,,
41,souleva,Poulet,Voulez,Paulet,piéds;. Poulet,,,,,,,,,,,,
42,Océan,éanne,Jeinne,nne,Jéanne,,,,,,,,,,,,
43,Fr bornme,mer par-dessus,mer r bleu À,mer invisible,,,,,,,,,,,,,
44,Vaucotte,Côte,droïte,Te,s’exalter,Comptez,,,,,,,,,,,
45,Tassit,Sitôt,habitué,,,,,,,,,,,,,,
46,Verneuil,"couvent

de Versailles",hameau de Verneuil,Pyrame,"hameau d’ -
souvent",,,,,,,,,,,,
47,"VEUX

I",obséquieux,Hieux,GO Gp,Lieu,,,,,,,,,,,,
48,Anti-physiques,Afrique,quem devoret,|,Quelquefois,Amérique,L'Amérique,l'Afrique,,,,,,,,,
49,Ils’,es’,s’,S’,s’as-,,,,,,,,,,,,
50,Lac,Élança,v’'la,HÉLAs,Lastique,Las,Gela,Has,Adélaïde,Bas,,,,,,,
51,ournée,Bourse,Dour,Four-,Four,Pourriez-,el hourrue,Coursil,Livourne,,,,,,,,
52,j-,Mornes,"el
morne",alaternes,,,,,,,,,,,,,
53,gônflée,mélée,Lés,halées,,,,,,,,,,,,,
54,S,la Jampe,Jambes,m-,Be,Enjamber Un Fleuve,,,,,,,,,,,
55,"À l
l'obscurité",2 L,,,,,,,,,,,,,,,
56,malaDe’,automne’,e’,m’,,,,,,,,,,,,,
57,Brise-,riseville,Varneville,Briseville,Surprise,Brisseville,,,,,,,,,,,
58,Jeanné,EtJeannes’,.:JEanne,"VEUX

Jeanne",,,,,,,,,,,,,
59,j.sensà,maïns,"sa-
ns",Ïl,ns,Tiens,Fans,sapins,,,,,,,,,
60,ge,ongeur,Lison,sson,Songe,Sonna,Sobrés,Tongs,,,,,,,,,
61,Toüt,toujoürs,poür,,,,,,,,,,,,,,
62,pays qu’,"pays de
L tout parsemée",pays de Caux,,,,,,,,,,,,,,
63,la-Méditerranée,Méditerranée,,,,,,,,,,,,,,,
64,cueillie,Vrilleite,gille,Ileutmème,Oreilles,Ile,Marseille,d’aiguille,Flle,Vrillette,ille,Beuzeville,,,,,
65,Le soleil,Île s’,le soleil,soleil,D S,,,,,,,,,,,,
66,Pontet,mont Riboudet,tont,ponT,Fection,Remontée,,,,,,,,,,,
67,Marquis,buis,Lise,eleis,IS,Évisa,Dis,Paris,,,,,,,,,
68,Ilsne,ucune,UN,lune,Pas de lune,NE,,,,,,,,,,,
69,AImait-,Tai,Allait-Royal,Était-,,,,,,,,,,,,,
70,Fourville,barôn,Le.baron,Barville,terre de Barville,BIentôt Apparut Le Village,Goderville,Courville,,,,,,,,,
71,Batteviile,Batte-,Batteville,,,,,,,,,,,,,,
72,ieau,mon-beau-frère,"au-

 
 
 
 X",pau,au-,,,,,,,,,,,,
73,Blesséos,Naples,mariez-les,Îles,Péuples,Penples,Les,Île,|LE,Madeleines,,,,,,,
74,Bolbec,comtesse Gilberte,GIlbert,Gilberte,Alber-,,,,,,,,,,,,
75,Gao,Jardin,Re-je-regarDE,regardez,,,,,,,,,,,,,
76,à-,Haït,"| |

Hauts",LÀ,LÀ-haut,,,,,,,,,,,,
77,Sainte-Hélène,La plaine,Saint-Léonard,Soudain,dain,,,,,,,,,,,,
78,Cargèse,anca,calmé,Cana,ca,Cany,calme-toi,caleçon,,,,,,,,,
79,cntra,Dentu,l.,surgirent.de,entru,entR-inaccoutumé.-Les châtelains,,,,,,,,,,,
80,"J 
 AH 
 AH","sur-

 
 
 
 
 AH 
   
 X","X 
 
 
 
 AH 
 X","AH 

 

 

 

VII

 
 
 
 
 
 AH 
 X","X 
 
 AH 
 X","AH 
 AH","X 
 
 
 AH 
 X 
 
 AH 
 AH 
 
 X",,,,,,,,,,
81,Angleterre,quiéter,terre,serrure,perret,,,,,,,,,,,,
82,champagne,"col
fl",Cigogne,Cologne,cognac,,,,,,,,,,,,
83,s’'enfoncer,aipardonna,dOnc,dénonca,,,,,,,,,,,,,
84,"vieux

 

 X 
 
 
 
 J 
 
 

330 NE","AH 
 X 
 
 J 
 
 X 
 
 J 
 X 
 
 
 
 
 
 J","AH 
 AH 
 
 J 
 X 
 
 
 J 
 X 
 
 
 AH 
 
 
 
 
 

UNE VOIX67","AH 
   
 AH 
 
 X 
 
 J 
 X 
 
 J 
 
 
 X 
 
 J","AH 
   
 AH 
 
 
     
   
 
 
 
 
 
 X 
 
 J 
 

UNE VOIX155",,,,,,,,,,,,
85,s’'augmentent,Est Entendu,emps,temps',entemps,,,,,,,,,,,,
86,honteuse,émus,dormeuse,us,éotnme,"Écu-
meuse",meuse,,,,,,,,,,
87,la France,s‘blancs.-,France,franchit,L{ran,,,,,,,,,,,,
88,Fer,ferme d’Életot,sernaiñes,Croquerat,ner,Jeriné,m'’aimer,Gésirer,ler,rêver,ER,Goder-,Leperthuis,,,,
89,"VEUX

Une grosse femme",Fe,Femme,,,,,,,,,,,,,,
90,V'escalier,d'Italie,italie,supplie,Cuitaux,Italie,,,,,,,,,,,
91,Madère,Dè,,,,,,,,,,,,,,,
92,Lys,Béelzébuth,Thysbé,,,,,,,,,,,,,,
93,surfabeno,Heure-,Ieures,Impureté,Lheure,heurta,Eure,,,,,,,,,,
94,l’,L’,,,,,,,,,,,,,,,
95,etle,Etle,,,,,,,,,,,,,,,
96,Chinoiïs,la Seine,Chicorées,Romäines,Chine,,,,,,,,,,,,
97,uillon,taillis dépouillés,Couillon,,,,,,,,,,,,,,
98,Bassolle,amollis,Folle,Hollande,Rollebosc,olle,,,,,,,,,,,
99,jeta,Je,N'ai-je,-.Je',Jet,,,,,,,,,,,,
100,Patronne,lign,Midi,mignonne,Mignonne,,,,,,,,,,,,
101,val d'Ota,d’,val d’Ota,,,,,,,,,,,,,,
102,Éloignait,Niolo,Lo,galo,"loi,-la",,,,,,,,,,,,
103,"Tue
oo Mais ta mère n’",aimais,maiS,maison,,,,,,,,,,,,,
