cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17
0,Bastia,poür,lu,Bas,Ou,,,,,,,,,,,,,
1,Moi,moi,Pyrame,Qué,rs,,,,,,,,,,,,,
2,dain,Thysbé,Sainte-Hélène,LÀ,Saint-Léonard,pothes,Soudain,La plaine,,,,,,,,,,
3,barôn,Le.baron,Barbes,S-,,,,,,,,,,,,,,
4,Enjamber Un Fleuve,Jambes,2 L,HU,,,,,,,,,,,,,,
5,Étouvent,toujoürs,hé-,D S,"couvent

de Versailles","hameau d’ -
souvent",,,,,,,,,,,,
6,obséquieux,L’,Hieux,quiéter,kB,RRO A,pau,Fe,,,,,,,,,,
7,tricotani,Picot,bécota,Vaucotte,,,,,,,,,,,,,,
8,Lheure,Eure,Impureté,heurta,Ieures,Heure-,,,,,,,,,,,,
9,"pays de
L tout parsemée",pays de Caux,pays qu’,habitué,golfe de Sagone,Pas de lune,,,,,,,,,,,,
10,tont,ponT,Pontet,,,,,,,,,,,,,,,
11,"sur-

 
 
 
 
 AH 
   
 X","AH 

 

 

 

VII

 
 
 
 
 
 AH 
 X","AH 
 
 J 
 
 
 
 
 
 AH 
 
 
 
 
 
 X","J 
   
   
   
 AH 
 
 X","AH 
 X","AH 
 
 X","AH 
 X 
 
 
 J 
 
 J 
 AH 
 
 X","X 
 
 
 AH 
 X 
 
 AH 
 AH 
 
 X","J 
 AH 
 X","X 
 
 AH 
 X",Goder-,Lés,|,"X 
 
 
 
 AH 
 X",J1,,,
12,z0n€,m-,Juï,ES,pides,galo,Fans,,,,,,,,,,,
13,Ro-,Remontée,mont Riboudet,Reminil,,,,,,,,,,,,,,
14,mer par-dessus,mer invisible,m'’aimer,mer r bleu À,,,,,,,,,,,,,,
15,uand,Jui,Hollande,iand,,,,,,,,,,,,,,
16,Quittez-le,apportez-les-moi,mariez-les,-.Je',el,fa-,,,,,,,,,,,,
17,Penples,Péuples,Naples,,,,,,,,,,,,,,,
18,L'Amérique,S'explique,Lastique,expliquA,Amérique,Anti-physiques,l'Afrique,Afrique,,,,,,,,,,
19,Impatienté,Tiens,blaient,Oriental,l’,BIentôt Apparut Le Village,,,,,,,,,,,,
20,Éloignait,naie,sernaiñes,,,,,,,,,,,,,,,
21,VOIX,sesavoir,droïte,VOIX195,voilÀ,VOIX229,,,,,,,,,,,,
22,e Havre,au Havre,du Havre,le Havre,rome,rue du Havre,collège du Havre,1 Havre,yme,,,,,,,,,
23,"Co |

Dè rares",Sèvres,Londres,Apôtres,Trois-Mares,us,,,,,,,,,,,,
24,Î,éotnme,Trébuche,cher,la manche,pôche,Dè,Corniche,Gouche,UN,,,,,,,,
25,rémonie funèbre,ombrE,agonie,rémonie,,,,,,,,,,,,,,
26,"el
morne",Lu,Fr bornme,Mornes,A,,,,,,,,,,,,,
27,Enchaînée,Providence,Encaissée,Florence,Provence,,,,,,,,,,,,,
28,Rollebosc,olle,Bassolle,Folle,"À l
l'obscurité",,,,,,,,,,,,,
29,Écoutez,caoutchoues,deuxijouts,Bout,,,,,,,,,,,,,,
30,Demain-,hümains,Es,demAin-,sapins,,,,,,,,,,,,,
31,d’aiguille,Vrillette,gille,ille,c0chér,.$eS,Oreilles,Vrilleite,Marseille,,,,,,,,,
32,Yport,| Yport,Voisine Portait,Évaporée,,,,,,,,,,,,,,
33,Femme,Hommes,Lomme,Fuyez,,,,,,,,,,,,,,
34,"rue
Sauvage",rue du Sauvage,vallon sauvage d'Ota,,,,,,,,,,,,,,,
35,Madeleines,Athènes,eleis,Romäines,la Seine,,,,,,,,,,,,,
36,Paris,Toüt,reparue,Ia,vert-de-gris,pre,,,,,,,,,,,,
37,gônflée,halées,s’,mélée,,,,,,,,,,,,,,
38,N'ai-je,Chinoiïs,Chicorées,v’'la,Chine,recut,,,,,,,,,,,,
39,entemps,temps',emps,,,,,,,,,,,,,,,
40,j.sensà,sen,Etle,,,,,,,,,,,,,,,
