cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0.0,alle,alluma,Allez-,Flle,élle,Allemagne,,,,,,,
1.0,"AH 
 
 X","J 
 AH 
 X","J 
 AH 
 AH","J 
   
 
 
 
 
 AH","sur-

 
 
 
 
 AH 
   
 X","AH 
 X 
 
 
 J 
 
 J 
 AH 
 
 X","AH 
 X","J 
   
   
   
 AH 
 
 X","X 
 
 
 
 AH 
 X","AH 

 

 

 

VII

 
 
 
 
 
 AH 
 X","X 
 
 AH 
 X","X 
 
 
 AH 
 X 
 
 AH 
 AH 
 
 X","AH 
 
 J 
 
 
 
 
 
 AH 
 
 
 
 
 
 X"
2.0,Demain-,Lemaire,hümains,demAin-,,,,,,,,,
3.0,Fer,ferme d’Életot,,,,,,,,,,,
4.0,sais-tu,sais,Sais-tu,,,,,,,,,,
5.0,Bastia,Lastique,Bas,,,,,,,,,,
6.0,"VEUX

Une grosse femme","VEUX

I",Femme,,,,,,,,,,
7.0,j.sensà,sen,Tiens,,,,,,,,,,
8.0,Ilsne,Ils’,,,,,,,,,,,
9.0,Chinoiïs,nanoir,Chine,,,,,,,,,,
10.0,Coutelier,"S

Elie",Écoutez,,,,,,,,,,
11.0,ombrE,Chambre-aux-Demoiselles,moiselle de la Roche-Aubert,champagne,,,,,,,,,
12.0,Étre,Étretat,étremoral,,,,,,,,,,
13.0,Vaucotte,Vauds,,,,,,,,,,,
14.0,Yport,fort rouge,| Yport,,,,,,,,,,
15.0,Normand,Normandie,Hôtel de Normandie,Normande,"hôtel d

Lenormand",,,,,,,,
16.0,lJulién,"IL N.

+ Julièn",,,,,,,,,,,
17.0,venirs,Étouvent,"couvent

de Versailles",trouves-tu,"hameau d’ -
souvent",,,,,,,,
18.0,Cria-,Crisange,Lisan,changée,,,,,,,,,
19.0,vallon sauvage d'Ota,"rue
Sauvage",rue du Sauvage,,,,,,,,,,
20.0,savez,Savez,Avez,,,,,,,,,,
21.0,Religion,lign,Fection,,,,,,,,,,
22.0,naie,sernaiñes,Éloignait,serrure,,,,,,,,,
23.0,Sainte-Hélène,Saint-Léonard,,,,,,,,,,,
24.0,ournée,Bourse,Dour,Four-,Four,el hourrue,Coursil,Livourne,,,,,
25.0,Fr bornme,éotnme,,,,,,,,,,,
26.0,jeta,Jet,,,,,,,,,,,
27.0,mon-beau-frère,"au-

 
 
 
 X",au-,,,,,,,,,,
28.0,Réponds,Répondez,,,,,,,,,,,
29.0,crois,Trois-Mares,"Co |

Dè rares",,,,,,,,,,
30.0,phare de Fécamp,golfe de Sagone,Fécamp,gare de Beuzeville,,,,,,,,,
31.0,Batteviile,Batte-,Batteville,,,,,,,,,,
32.0,agonie,rémonie,rémonie funèbre,,,,,,,,,,
33.0,Re-je-regarDE,regardez,N'ai-je,,,,,,,,,,
34.0,Jeanné,es’,EtJeannes’,.:JEanne,"VEUX

Jeanne",,,,,,,,
35.0,ceLA,Gela,,,,,,,,,,,
36.0,calmé,calme-toi,caleçon,,,,,,,,,,
37.0,s’'augmentent,Est Entendu,pau,Dentu,,,,,,,,,
38.0,Roi-Louis,Marquis,buis,Leperthuis,,,,,,,,,
39.0,"AH 
 
 
 

du valet",valetsen,"air
du Val",,,,,,,,,,
40.0,mariez-les,Pourriez-,apportez-les-moi,,,,,,,,,,
