cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0.0,bois de hoyer,Bois,bois dechire,de Saxe,Bois de Boulogne,Brtles de s6if,,,,,,
1.0,Aow,mer d'Aow,,,,,,,,,,
2.0,Vosges,jardin des Vosges,,,,,,,,,,
3.0,ous,Ous,,,,,,,,,,
4.0,devolr,volupte,,,,,,,,,,
5.0,Geneve,Genes,penetra,reprenez-la,,,,,,,,
6.0,Chaoun,chanud,acharnee,,,,,,,,,
7.0,gne,l'Espagne,Pologne,Espagne,,,,,,,,
8.0,Amont,Mont-Valerien,Pomone,montee,monta,- Montez,,,,,,
9.0,- D6cide,decidee,,,,,,,,,,
10.0,chateau des Bruyeres,chteau,Bruyeres,,,,,,,,,
11.0,Egypte,Lgypte,,,,,,,,,,
12.0,poele,Noel,ele,,,,,,,,,
13.0,treizieme annee,Lausanne,empoisonnee,,,,,,,,,
14.0,ecoliers,Moliere,Singulierement,,,,,,,,,
15.0,.--.310,G-.--,,,,,,,,,,
16.0,jais,Joubliais,Jamais,Apaisee,- Nais,aimais,etais,,,,,
17.0,nobiliaire.6,eclairee,dlire,clair6,"desir
opulaire",,,,,,,
18.0,"rue madame
Forbier",madare,Tabieh Mauri,Forbier,,,,,,,,
19.0,endure,Suresnes,Gravures,,,,,,,,,
20.0,resumee,reseda,Th6erese,dechiffres,,,,,,,,
21.0,gtait,C'6tait,tourmentait170,entraiten,,,,,,,,
22.0,"massif de myosotis etoufle
de feuilles",Versailles,Lhiver,caillox,,,,,,,,
23.0,port6,remportee,,,,,,,,,,
24.0,NoUvBLLE,N0UVBLLE,N0UVBLLB,forceLA N0UVBLL,,,,,,,,
25.0,Ferney,morne,du morne,,,,,,,,,
26.0,bruni,reuni,,,,,,,,,,
27.0,I0UIELLE ESPfEnRANCE,LA NoUVELLE ESPERANCIE,N0UVELILE ESPERANCE,N0UVELLE EsPERANCE,N0UVELLE ESPfR ANCE,VELL ESPRANC1,N0UVELLlL ESPERANCB,wo  boi.28 LA N0UVEILLE ESPfEnRANCE,N0UVELLE ESPiRANCE 87,"N0UVELLB ESPRANCE
mere",N0UVBLLB ESPERANCE,N0tUVELLE EsSPEnRANCE
28.0,vecu,avaitvecu,,,,,,,,,,
29.0,LA N0UYBLLE,ILA N0UYBLLE,LA N0UYLLE,N0UYBLLE,,,,,,,,
30.0,N0VELLE,NO0VELLE,N0VELLB,,,,,,,,,
31.0,colombes,colere,Sincere,fleole,,,,,,,,
32.0,fbine,Ine,Subine,Sahine,inegal,maine,Messine,,,,,
33.0,lItalie,d'Italie,Italie,,,,,,,,,
34.0,IILA,ILA,,,,,,,,,,
35.0,Corinthe,Saint-Cloud,Cordoue,,,,,,,,,
36.0,Grece,Grenade,ie-ereniossitadeeetel,,,,,,,,,
37.0,creuse,delicieuses.7,e1SeS,Clichy,Curieuse,,,,,,,
38.0,collee,allee,allees,Allemagne,allegee,,,,,,,
39.0,soil,soiree,soif1,nfgrmit asoinoNee,Soie,Sois,,,,,,
40.0,Apre,Apres,apre,precis,,,,,,,,
41.0,Jaeques,"rue Jean-
Bart",tle de Jean-Jaeques,rue de ournon,aequies-,,,,,,,
42.0,inteni-LA NOUVELLE,NoUvILLB,ILA NOELLIE,NoUVELLE,luiILA NOUyELLE,LA NOUvELLE,I.A NOUvELLE,retrouvee,leLA NOUVELLE EsPfERANCE,",- Nou",ESPRANCRLA NOUVELLE,LA NO0VELLE
43.0,"cri,-",Manuscrits,,,,,,,,,,
44.0,"II
I","II
I
LA","II
H
I",,,,,,,,,
45.0,la Seine,Seine,"la
Seine bleue",,,,,,,,,
46.0,elliptiquie,suelle,viellles,Elle ajauta,canape,velle,N0iELLE,N0ELLE,vis-a-vis d'elle,graduellementa,"pas,,.elle",
47.0,Alhert Drer,le dranger,loranger,,,,,,,,,
48.0,Partez,partce,Parme,sondepart,,,,,,,,
49.0,fratche,molistache,vanit6 seche,lche,chemnins,Michelet,,,,,,
50.0,rohe,Boheme,gauchement,Seulemenlt,,,,,,,,
51.0,NOYELLE ESEnRANCB,N0UYELLE ESPERANCB,N0UYELLE ESPERANCE,N0UYELLE ESPERANCE 11,N0UYELLE ESPERANcCE,N0UYELLE EsPRANCE 57,N0UYELLE ESPRANCB,N0UYILLE BSPfnRANC 69,,,,
52.0,posees,tibede,rosee tiede,amusee,,,,,,,,
53.0,accabl6e,v6nerable,ble,troublejusqu',,,,,,,,
