cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16
0.0,Vians,IANNk,Ans,,,,,,,,,,,,,,
1.0,ohoso,frthos,,,,,,,,,,,,,,,
2.0,Solango,Solange,d6sola,Solngo,,,,,,,,,,,,,
3.0,grund,uund,Grund-il,,,,,,,,,,,,,,
4.0,Fuuche,huche,Blancheo,Touches,,,,,,,,,,,,,
5.0,io m6-,m6-,,,,,,,,,,,,,,,
6.0,seule.3RANN RN SEVI6GR,RN SEVI6GR,,,,,,,,,,,,,,,
7.0,oola,oolfre,,,,,,,,,,,,,,,
8.0,Nannette,Nannettoe,Nannetto,"mre
Nannette",Nannettel,mbr Nannette,Mannette,Nannettef,Mettez,"mbre
Nannetto",ocette,Nannetteo,nettoyee,Mannette idsvant dngarensement,mare Mannette,"mbre
Nannette",Nannetts
9.0,"IIl -
II","LHIII

II
 Sil
III","ii

I
I

II
E
E",I S,,,,,,,,,,,,,
10.0,caeher,Maehere,ceher,Aehetez,ehevet da,hereher,etle poreher,gaeho,,,,,,,,,
11.0,Muarguerito,Mlurguerito,uerita,lorgueil,Margue-,,,,,,,,,,,,
12.0,oinquanta,uand,Gruand-llail,Jeuan,,,,,,,,,,,,,
13.0,therine,KEt Catherine,Ctherine,Catherina,pthers,eerivit,autherino garto,,,,,,,,,,
14.0,Voilh,voil,toil,moil,,,,,,,,,,,,,
15.0,llas,tlllas,,,,,,,,,,,,,,,
16.0,Iu eompagnio,payetra eomptant,yeu eomma,oampagne,,,,,,,,,,,,,
17.0,Ilordinarie,Narie,ILo,lordinuaire,,,,,,,,,,,,,
18.0,Nunnette,mre Nunnette,mbr Nunnette,mbre Nunnette,Nunnetto,"charit6 da
lua mbre Nunnetta",Nunnetta,,,,,,,,,,
19.0,bont6,"volonta da
Disu",montee,Dumiont,stonttot,,,,,,,,,,,,
20.0,Neunet-sur-,Meunet,aueun,--La jeunesse,,,,,,,,,,,,,
21.0,valt,val,,,,,,,,,,,,,,,
22.0,Murgurite,murut,seeurit6l,,,,,,,,,,,,,,
23.0,Amne,aumne,,,,,,,,,,,,,,,
24.0,travaillaer,travalil,Dail-,avaeo,ellae,milla,,,,,,,,,,,
25.0,Tlens,parlens,paros,nit do parlsr,,,,,,,,,,,,,
26.0,vutra,Muitra,Nutre,lautrl,,,,,,,,,,,,,
27.0,pau y aompter,aoomnpter,oompte,,,,,,,,,,,,,,
28.0,terse pei,Notre Pere,,,,,,,,,,,,,,,
29.0,cntimes,coIme,,,,,,,,,,,,,,,
30.0,MIar-1h,matiar-lh,oflloiar,ar-,,,,,,,,,,,,,
31.0,"Saint-
Jean",Saint-lean,vinttn,Saint-Jean,Saint-Pierre,Saint-Iean,,,,,,,,,,,
32.0,LZ nnoi,honnos,bhonn,,,,,,,,,,,,,,
33.0,herg,hergra,,,,,,,,,,,,,,,
34.0,Jane,surveillanee,tane6,sane uger,Bluanehe,,,,,,,,,,,,
35.0,ehanvre ataltettohe pat tarre,fiivre asi,tto,chanvsre,,,,,,,,,,,,,
36.0,soignerai,gne,eprgnee,,,,,,,,,,,,,,
37.0,serviee,RN sERVICE,RANNE BN SERVIGR,RERVICR,RN sRVICR,SERVICE,,,,,,,,,,,
38.0,ssir,impossiblo,,,,,,,,,,,,,,,
39.0,Yatan,VWatan,,,,,,,,,,,,,,,
40.0,r6ehauff,cehargea,gea,hargbr,,,,,,,,,,,,,
41.0,"pei e
olle",quolle lo put,ceu si e v-,vollh,,,,,,,,,,,,,
42.0,ost bian,Cost,Eh bian,Solungo aost li-bas,,,,,,,,,,,,,
43.0,Pierres-,truver Pierre,MIERR,"Pierres-
Folles",,,,,,,,,,,,,
44.0,mari6,san mari,san nonrrimson,ARIIR,san ohupeau,san viilage,,,,,,,,,,,
45.0,Comment dane,Ormenux,Comment,la somme,Commae,,,,,,,,,,,,
46.0,nest-oe,nest-oe pas,,,,,,,,,,,,,,,
47.0,ruisonnublo,ruison,,,,,,,,,,,,,,,
48.0,Louiso,Louial,grdantlLouis,Louist,buis,louede,Louisjouissait,Iouis,Louisl,,,,,,,,
49.0,Nai,venais do,Nai-j ps ma ur,,,,,,,,,,,,,,
50.0,foiro,foire proehaine,foid,,,,,,,,,,,,,,
51.0,maduama,Maman,maman,,,,,,,,,,,,,,
52.0,porto,port6,Ilsporta,Iort,,,,,,,,,,,,,
53.0,Pourquaoi,jardin mpour,Pourqquoi,"pltisirquae
iai",,,,,,,,,,,,,
54.0,Vons,leanno,avonslEANNE,lean,leanne,,,,,,,,,,,,
55.0,corn0s,daecord,aecoutumee,,,,,,,,,,,,,,
56.0,llle,fmllleg,Llle,,,,,,,,,,,,,,
57.0,mdemoisells,mademoiselle,Mesdemoiselles,malemoiselle,,,,,,,,,,,,,
58.0,leglise,Colis,lisie,jolio,,,,,,,,,,,,,
59.0,etj',etJRANR APOUSE,,,,,,,,,,,,,,,
60.0,hoir,choirs,bhoire,,,,,,,,,,,,,,
61.0,rs-,rs-y adeee,.'Geeseeeeee,,,,,,,,,,,,,,
62.0,moisso,Issouimn,Inourables d'Issoudun,rssouree,psisso,soupof,Issoudun,Laissons,,,,,,,,,
63.0,Patito,PATI,bAtir,ar-0UAYTRIH PATIR,,,,,,,,,,,,,
64.0,aratt,paruatt,farae do,oatt,,,,,,,,,,,,,
65.0,Diaeu,iaes,maes,aesoueil,plaes,,,,,,,,,,,,
66.0,vindre,approndre,repondre,viwreP,c::BCONDB,,,,,,,,,,,,
67.0,Heinl,veines,peino,lapeine,Laprks-midi,Laprks,,,,,,,,,,,
68.0,lann6e,ann6es,,,,,,,,,,,,,,,
69.0,demand6,demandus  la maitress,,,,,,,,,,,,,,,
70.0,Noug,noux,Nousla,,,,,,,,,,,,,,
71.0,Sainte-Solange,sainte-Solange,Sainte-So-,,,,,,,,,,,,,,
72.0,ileiuaseiur,buas,rasenmmoda,,,,,,,,,,,,,,
73.0,pau,st Paul,suupauda,,,,,,,,,,,,,,
74.0,present]110,v8pres,Apres,,,,,,,,,,,,,,
75.0,Diau,hestiaux,yest,Haues-loehes,,,,,,,,,,,,,
76.0,Penduant,rendtt,aendurantae,d6fendu,entendro,,,,,,,,,,,,
77.0,sart,quartier-lh,nePMIR PARTIR,Hautes-SEG0NDR PARTIB,TR0islM PARTIR,ATRIMIR PARTIR,srtir,TN0IsIMIR,,,,,,,,,
78.0,Hlal,bergbre,bergbr,,,,,,,,,,,,,,
79.0,diset east,east h prandre,st houl,,,,,,,,,,,,,,
80.0,vee A,pee  l sliit,Mmie,de les lyer,jugez-en l Jai,LiI,,,,,,,,,,,
81.0,Jounne,lunno,Jeunne,launne,Junne,i unn,leunne,Iesnne,,,,,,,,,
82.0,Lejeun oolporteur,prte,Lejeun,,,,,,,,,,,,,,
83.0,psgnsee,gns,eonsere,,,,,,,,,,,,,,
84.0,miliau,humili6,tra humili6,,,,,,,,,,,,,,
85.0,Jennne,lennneet,,,,,,,,,,,,,,,
86.0,Aprbs,aprbes,Aprbes,Aprs,,,,,,,,,,,,,
87.0,Cher,chereher,chsrcher,empecher,du Cher,s6cher,,,,,,,,,,,
88.0,"I

L.

E","II

L
- E",mets-tei lh,,,,,,,,,,,,,,
89.0,Maia,maiaon,"oette
maiaon",maieo,,,,,,,,,,,,,
90.0,quoiquil,uoiqu',,,,,,,,,,,,,,,
91.0,oes,aoes,,,,,,,,,,,,,,,
92.0,Tixisr,Iixisr,,,,,,,,,,,,,,,
93.0,lepre Iixiar,Tixiar,Iixiar,matra Tixiar,,,,,,,,,,,,,
94.0,suita,quittee,eonluit avau une bgutte,linquitulo,tqui,,,,,,,,,,,,
95.0,evelui-lhf,luil,tmps-lh,,,,,,,,,,,,,,
96.0,quelquo,quelqe,Quelquofois,A quelqus temps,,,,,,,,,,,,,
97.0,suf-JEANNR EPOLB EP MInE.,Jeanno,s3EANN,Jeanne.]ENANCI D JEANNH,eana,Jeann,lJeanuet,betes3EANNR REN,Jeannel,JEANINR,,,,,,,
98.0,plaft,TUlsIkMk 1ANII,Outanir,ani-plaae,ILaA,place,,,,,,,,,,,
99.0,jaurais,aisn,- Mtais,Iaisse,Vais,uu bisn lurl,,,,,,,,,,,
100.0,Lon,lon,,,,,,,,,,,,,,,
101.0,JiniiE:.A,Tiier an,ktii,,,,,,,,,,,,,,
102.0,auri,aur6,,,,,,,,,,,,,,,
103.0,vienne,Etienne,vtie,slietiee,,,,,,,,,,,,,
104.0,hourg,"bourg
- Elle",marhal du hourg,ourg,Bourges,bourgt,labourenrs,,,,,,,,,,
105.0,eonnaissanee,meissan,mhmeIBANKR VYtVE,ruissau,,,,,,,,,,,,,
106.0,oen voudraias pus,vona,pus,puvont pus,nessa so puso,,,,,,,,,,,,
107.0,Vars,trouvara,troeuva,,,,,,,,,,,,,,
108.0,lir,etablirai,rai,,,,,,,,,,,,,,
109.0,misbre,pribre,chbnevibre,,,,,,,,,,,,,,
110.0,pltre,maltresse,maltre,,,,,,,,,,,,,,
111.0,Las-tu,As-tu pens6,as-Rr,,,,,,,,,,,,,,
112.0,noee,at sois bion,"ge
noeux",aie-noeus bion,bioen,voeus,Ionis,,,,,,,,,,
113.0,heura,eure,aeur  Ia,Isaure,oulture,,,,,,,,,,,,
114.0,pas8e,ku pasaunt,- Pas,passunt,,,,,,,,,,,,,
115.0,Rnfin,FIN,Infin,,,,,,,,,,,,,,
116.0,Agel,voyagek,envoy6,,,,,,,,,,,,,,
117.0,femma da Gerbaud,d6pana da ux,Gerband,,,,,,,,,,,,,,
118.0,bouher uno pibdeoe de,uhe,,,,,,,,,,,,,,,
119.0,So-,veir,chneire,vire,eir,,,,,,,,,,,,
120.0,d6rangeAt,ommana,manquAt,vendange,Iange,Mange,elange,grange el,,,,,,,,,
121.0,"st tu prlers fisu
aveus",Save,lo truaversin,aveo,Aven,,,,,,,,,,,,
122.0,petitl,titsft,Etionnel,,,,,,,,,,,,,,
123.0,Lin nisu,monsisur,Monsisur,,,,,,,,,,,,,,
124.0,id6o,aid6,Aidez,,,,,,,,,,,,,,
125.0,ohigrin,grimuce,ohagrin quon,ahagrin,Grind-Hail,ehagrin,ohagrin,hagrin,Grias,rin,,,,,,,
126.0,m6decins,m6deein,mdecin,,,,,,,,,,,,,,
127.0,asast,asans,san,dar asans rion,,,,,,,,,,,,,
128.0,Ieanne vellle,NFaN B JIEANNR,Ieannel,Ieanne,dtresse de eanne,Ieannef,Ieanno,Jaeanne,,,,,,,,,
129.0,dress6,bless6,lespsi,,,,,,,,,,,,,,
