cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311,elem_312,elem_313,elem_314,elem_315,elem_316,elem_317,elem_318,elem_319,elem_320,elem_321,elem_322,elem_323,elem_324,elem_325,elem_326,elem_327,elem_328,elem_329,elem_330,elem_331,elem_332,elem_333,elem_334,elem_335,elem_336,elem_337,elem_338,elem_339,elem_340,elem_341,elem_342,elem_343,elem_344,elem_345,elem_346,elem_347,elem_348,elem_349,elem_350,elem_351,elem_352,elem_353,elem_354,elem_355,elem_356,elem_357
-1,Africa,Learned Island,Flower Street,Appendia,Portsmouth,agruff,Madonnas,"mouth,—oh",Aldgate,Glowiouth,Quillotines,"the

 

 

 

   

    

 

 

 

 

  

 

 

 

  
  
 

 

 

   

 

 

Railway east",I'Do,Regent,post|,Club,Constable,"wildly,—at",Jew,Ieabelle,the Great Desert,&c.,huge;piece,Englishinen,Tokenhonse,St,Agnes,Babylon,"low,—I",Carriage,Kingdom,Oxford,Rochefoucauld,Temple,Stout,Jects,Ramsgate,"inmates,—a",Vandclenr,queens,lyre,Normandy,Holes,"daughter,—to",upat,Dundulo,"in,—a",New Caledonia,England for America,Sopo,Curzon Street Chapel,euch,Derwent,"monster,—I",deceasod,Ellen,Masses,Kilbarn,Manon,know-,Gipsie,Id.,Tommy,Friar Street,"Lone
don",Bibles,Armonia,Nibsomest,voice.—'I,Hate,the South Sea Islands,Casielcicala,Eustelicala,wrang,Old Bailey,"affectation,—in",Misfortunes,Vinciblo,Brummagem,Petrarca,Regent Street,Southern Common,St.,Custeleicala,the Isle of Man,Yellow,Pocket,Prosaic-,Calthorpe Street,Herbertstcin,"wi
dor",Rich Markham’s,Imagine,Rossville,Mameluke,Inudanum,Hercules Passage,Butts,Lieges,boca,Select Vestry,Hungary,"Pacific,—I",Brompton,Torkemdef,Brussels,Mute,Castel,Ceciiia,"Saint
Nepomecenus",Castle,Joosely,Bacon Rupert,"work,—it",Drury Lane,Journey Nereuerm Italy,I.S.,Cecilia Scarborough,Judges,Bay road,Tooth,the Dead Sea,flank,Lucetta,methodist,Morosino,Penitentiary,"Jupiter,—Leda",Secret,"protfered,—a",Vesuvius,ms’am,Derby,"Kentish
Town",Venus,"pursuits,—yes",Globe,me;’—and,Castcleicala,M.P.,the West Strand,I|,scribabie,whoro,"writing,—and",Bishops-,Richmond,trois,Holiness,Church,Mi,"Jersey
Street","the Zoological
Gardens",Central,gulf,Ferdinand,Gradus,"behind,—and",Stockholm,"ma
Bistrates’",Margate,Melbourne,oman,Circassia,Picture,choloe,Nest,pater=,Egypt,Sabbath,"disease,—which",dresden,"man,”—and",Tsabelia,Tremordyns,mart,"reflections,—or",Snoggles,Camberwell,Brazil,Refuge,bees’-win,"sir,—I",Flairer,Dark,Butler,Snow Hill,Harborongh,the aforesaid province,Buckley,Garlick,Willows,S01,dauris,Lane,Miza,Guinea,Mecklenburgh Streets,Married Markham,Sweden,Elica,Cast,Lewed,Providence,Rice Markham,po,Labrador,swan,King,"account,’—And",Ireland,"Qavendish
Square",the Roman State,Kentish Town,Sacha,M3,St. John-street,the Lackey Round,Old Drury,Bolter,Byron,Egertou,Naullan,"nature,—if",his’n,Lilac,n0,phenix,Canterbury,No:—through,perseroro,Shoreditch,Tilbury Fort,Belinda,crystal,house’—Thereupon,dunghills,Husband,Yehiete,Majesty,Truth,Lean,repeated.—Then,Intter,whirls,Brixton,Leipzig,room/—I,life:—he,Bohemia,Charlotte,Veronezzi,Lambeth,Piccadilly,Remington,japonica,Preach,Madeira,the Green Park,Iwroteto,the Emerald Isle,the Casualty Ward,Parsonage,Gibbs,Slaek,wi,Jersey,MYSTERIES,Geneva,Bastille,Kingsdown,CATHERINE STREET,"Hamlin
Street",Convent Garden,CasrEzcroaza,ground:—to,’s,Waterford,lodgings,Mesmerists,El'en,Ludgato Hill,DUNGEON,NEW EPOCH,Russia,Receiving Ward,"Bethnil
Green","Castle
Ghichor",Haroorough,Mira,Faugh,Wigginton,"kind,—a",Fobruary,Grafton,Yeiglod,Germany,Elizabethan,Leadenhall Market,"Inscoessible
Islands",Bazzano,Harriet,the Duke of York,"the Ball Room of Buckingham
Palace",Cesteeicale,Parneseus,Eastern Counties Railway,Gracechurch Street,Bustle,Jostling,Tunatic,Kensington,athens,arctic,Dr,Edinburgh,Newington,Rickmansworth,the Lombardy Arms,Rechabites,Janeiro,Hamlin,the Prince of Wales,Pentonville,Isnhelia,New Itoad,tune;—bat,kind;—and,Flamma,splendours city,S$.,Pardon,Morcar,elysian bower,il,Diab,"Shorediteh,—then",Hollow,Kathorin,Miss.,Scrofula,Bayswater,qu’il,"fault,—an",One'of,Teynbam,Indicated,Bird-Cage Walk,Victoria,Katucriue,Levante,promiseé,Saint Sepulebre's,the State of Castelcicala,Aruington,Prove-,Refuge Markham,"Answer Wild
Clock"
0,"North
America",America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,England,ENGLAND,Old England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Poland,Holland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Port,Scotland,portland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"Philip
Island",Philip Island,Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Norfolk Island,Norfolk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,the Carribbee Islands,Carribbee Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,the City Road,"the

  

 

 

   

City",the Island of the City,The City,the City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,the City of London,THE MY6SERIES OF LONDON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
