cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290
-1,"Gué
Per u.","ñuﬂnlnnil

.‘l",vachœ,iävais,aœut,appré—,Marie—,tournai,n’,Combien,vnie,"…-

w.—.—u—-",cestàpeine,bien—,fc,traî—,Désirée—des—Anges,Douze,"MARIE—CLAIRE 99

Pâques",inﬂiger,dix—neuf,suﬁt,ﬁnesse,trem—,traînéæ transparents,Châtaigniers,manche,repous—,lesfermer,Hier,"Gué
Per u.

La petite rivière",Ismé-,Ils’,cherchai,ﬁxer,"«,-_-",Cobtœ,reve—,l‘a,Méla-,Chemineau la Bête,mägréungﬂnd,Maintenant,Gaboret,enten—,Dæuwwiouœ,agenouülée,recon—,.:;‘J,répon—,—- Voyons,urai,Enﬁn,jusqu’,leuse,La grosse Mélanie,Jeune,Brabant,Laisse,Désirée,mum-am 75,Communs,la Blanche,grand your,appro—,regar—,main—,A demain,restais,décro—,é101gna,grosse Mélanie,"mum-am 75

Le vacher",aussi—,créa—,nam,æsayai,com,"vieille
Bibiche",É,trou—,Méanie,Tiens,Uninsœnt,chan—,Villevieille,des-Anges,Ismérie,ourhis,"Gué-
Perdu",chauﬁer,aimais,.,Vin,heur—,Ismétie,mam,aper—,Eugène,Es-tu malade,È:.l,voﬂà,Saintes Huiles,le soleil,rencon—,indiffé—,‘“-,notre Marie-Claire,Ien',Sylvain,—-ü,Saint—Jean,entralna,Marie—Aimée,largœ,Tireli,Aussitôt,château du Gué Perdu,n—,Bel-Œil,.—œ_—=-o—,Rome,Tunesäspeut,Vülevieille,onne,la terre,Chicon,arrê—,Mélanie,cmmn,"Mﬂh=,mua—,—-",.ne,W’,Bibiche,Geneviève,Cache,Ma1tine,Pauvre,m’étaitinœnnu,nourri—,comette,funﬁer,connais—,d’,—elle,Ville-,Pourt‘aﬁt,Gué Perdu,tour—,I,i‘eqaë‘rais,rensei—,supérieure,alluma,Eﬂerua,E,peure—,ques—,Ahñnﬁpæditpadenœetseœdt‘eæaendiæﬂ,Orgueﬁleuse,bæucoup,gran—,nart(1,._,queie,rir,buis,So—,l.lwl\n.vîtl‘l,Elkreùtvæsmä,"am 87

fe",la manche,marchais,long—,a—,de France,Aimée,Santons,.—.—.___‘4-4,Tirande,lingerie,lors—,approdhæ d‘oilè,vou—,conﬁer,"pas
dérmgæœæecäosedivinequiétätsæmp£ed",Iosentais,ser—,labou—,Elk www,"13

Parfois","MARIE—CLAIRE

Maintenant",beau—,dimi—,trous—,conﬁance,Marie.—Aimée,croyais,miens,La grosse,soleil,eniamber,expri—,Quelque,gagea,laSainte Table,rappelez—,Marie—Claim,MARIE-CLAIRE,Rouge,Vois,Mlle Maximilienne,I',Anges,æuva,noux,Dfaçon,brindülæ,bergüe€,teintes chan—,horpmos,"Marie—
Annee",puriﬁer,Bﬂcmät,Prends,.-J.‘u,par-,jappe,ca chœœ,Psadzxyt,Martine,SO MARIE—,Jaune,porte n’,engage—,Es-tu folle,q]e,Voilà,Castille,qu’,chmæithcbaæondelîæu,commu—,Iesouﬁraisbeau—,Saint—Iean,puiselle,"traî—
nant",A,blan—,mnt,Tes,remarquai,®hwÿeœäxwàmmmduvükdthiæge,mars—,._.kn__.,Iesecouai,Vierge,Désirée-des-Anges,Eh,jy,m’,nour—,"Eﬂeplumüt
douœment—",üyadægædæmæpoæra—,poche;elle,atæsi,lais—,Augustine,quan—,hurle—,repren—,Am&ntiem’,Paris,s’,cher—,sépa—,ﬁnit,Ie,ﬂanœ,J,mademoiselle,atten—,annon—,intri—,dési—,Sois,qu‘au,appar—,bobo,Lg-h.,Journée,Sœur Marie-Aimée lavit
0,Villevieüle,Villevieﬂle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,28 MARIE—CLAIRE,120 MARIE—CLAIRE,40 MARIE—CLAIRE,102 MARIE—CLAIRE,20 MARIE—CLAIRE,MARIE—CLAIRE 89,36 MARIE—CLAIRE,Marie—Claire,54 MARIE—CLAIRE,30 MARIE—CLAIRE,8 MARIE—CLAIRE,IO MARIE—CLAIRE,MARIE—CLAIRE,100 MARIE—CLAIRE,48 MARIE—CLAIRE,24 MARIE—CLAIRE,44 MARIE—CLAIRE,106 MARIE—CLAIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,J’,j’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,i’,I’,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Saint-Jean,La Saint-Jean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Quelquefoîs,Quelquefois,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sainte—Montagne,Sainte-Montagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Dosirée—des-Anges,Désirée—des-Anges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,—:-‘,M7jd—:A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
