cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11
0,IBeria,Bless,Bering,erie greece,Gahberly 2'',,,,,,,
1,maine,Iad,Linen,Spain,,,,,,,,
2,Happened,Russia,MD,Turpin,WY,,,,,,,
3,LA,hung,Wakefield,seaworld,Turkey,Rome,SOCIAL STrONG,,,,,
4,Ohio,Mac-,Argyll,HIowsomever,OhIO,,,,,,,
5,woodbine,Woodcock,yet2,ia,hardwood,havre,Scotch,ar moon,,,,
6,G.C.IH,K.C.,joaquin,Lean,G.C.B.,Tus,,,,,,
7,Lancashire,Yorkshire,Derbyshire,lancashire,,,,,,,,
8,"thatlittle grove monde
--my",MExico,Golconda,Mt,London,,,,,,,
9,North,North triton,earth,china,North bRiton,"smallpox,-short",,,,,,
10,bound korea,Ore.,,,,,,,,,,
11,ny,seif,brussels,Venus,Mlacnab,,,,,,,
12,Scotland,Westmnorland,england,Huxley-lane,England,Highland,ireland,Ilighlandloch,,,,
13,unfortunate6,Louisa,pAst,Oxford,Rockford,Bradford,,,,,,
14,lille,Millard,Ill,,,,,,,,,
15,al,Hamlet,Teletext,Tremlettt,,,,,,,,
16,canada,LIBYA,,,,,,,,,,
17,Bots,inn,Laueaslire,LIRE,,,,,,,,
18,Great Britain,Tugswell,Tn,Bridget Floor,,,,,,,,
19,etctera,it1,etctera.,cHAPTER XXXIII,Kidderminster,,,,,,,
20,Providence,ElOQUENCE,florence,,,,,,,,,
21,XXVII,MR,ATlGUIYG,,,,,,,,,
22,Lurid,TR0IL01,,,,,,,,,,
23,STig Africa,La,,,,,,,,,,
24,Huxley,Brockley,Europe,Crockley,,,,,,,,
25,Nice,las Ice,Prentice,Domenichino,las,las confided,,,,,,
26,the Deep Valley,Deep Valley MIll,Deep-Valley,Deep Valley MaIl,the dEep Valley,Deep Valley Mill,Deep Valle,"Deep Valley
Mill",Deep Valley,Deep Valley MI1,Deep VAlley,the Deep Valley Mill
27,BnoruERTo,Brotherton,lI,Mss Brotherton,Southern Reg,Gabherly,,,,,,
28,france,ANGEROU,Iran,Germany,France,,,,,,,
29,india,Royal,thein,the Emerald Isle,the1,,,,,,,
30,Martial,Great Marlborough,Dearest Mary,Mars,St. Mary's,anl,,,,,,
31,WARREN,Becky,Warwick,Elward,,,,,,,,
32,ILiad,morocco,toronto,,,,,,,,,
33,Foxglove,ITaly,Italy,italy,,,,,,,,
34,California,park-palin,Cologne,PU ALI9HER,Halifax,,,,,,,
35,lome,yong,K.L.S.,Gol,butte,Gazette,harare,Charlotte,,,,
36,Dowling,bOston,DIURI,Wellington,,,,,,,,
37,Findens,denr,ste,denver,up.to,,,,,,,
38,London Madeira,pityiag,Madeira,Nathan,madero,,,,,,,
39,Mirs,St,lng,NIrs,MIrs,,,,,,,
40,MIlford Park,Milford,Milford Park,paris,MilFord Park,,,,,,,
41,MIICIIAEL,ISrAEL,ISRAEL,,,,,,,,,
42,Lodge,Austria,,,,,,,,,,
