cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0.0,Guadeloupe,Guadalazara,lout,,,,,,,,,,
1.0,nenl,sienl,Cepenlant,,,,,,,,,,
2.0,lavie,vie.vI,vie?Je,Vieme,viel,,,,,,,,
3.0,TAPPEURS,"TAPPEURS
- Voici",TIAPPEUS,"dupe,60 tES TAPPEURS DE LAKANSAS",leurspoignards,IES ITAPPEURS,IES TAPPEURS DE L'AIKANSAS,PEUR,IES TAPPEURS,"quelques386
LES TMAPPEURS",ITAPPEUR9,TAPPEU9,ILES TAPPEURS
4.0,blan.s,Tte Blanche,Elan,Blancs,,,,,,,,,
5.0,Etats-Unis,Les Etats-Unis,Etat,Etats,kEtats-Unis,,,,,,,,
6.0,melttez,- Remettez,Hâtez,,,,,,,,,,
7.0,Voil,Voilh,,,,,,,,,,,
8.0,perils,perdu1,Linterieur,,,,,,,,,,
9.0,les Incas,Incas,,,,,,,,,,,
10.0,Sierra Madre,Sierra IIadre,Sierra Madre les Indiens,,,,,,,,,,
11.0,Aprbs,,,,,,,,,,,,
12.0,Aacleia,stacles,Miracle,,,,,,,,,,
13.0,decrire,Derrire,ecria,,,,,,,,,,
14.0,Hermosillo,dHermosillo,Sermon,,,,,,,,,,
15.0,Mrisait,saint-,faitl,etaitune,,,,,,,,,
16.0,et6e relabli,laboya,et6e,,,,,,,,,,
17.0,canp,Canadien,Flora meicana,Canadisn,Canalien,Canadienne,Iadiens,,,,,,
18.0,Indien,Indiens,Indies,sion indienne,L'Indien,Les Indiens,Indiennes,Dienu,,,,,
19.0,reunie,reunion,brunie,reunis,,,,,,,,,
20.0,tont,Monte,degont,mons,montee,conteni,,,,,,,
21.0,grotte du vert de gris,CAYERNE DU YERT DE GRIS,traluit du banois,Vert de gris,,,,,,,,,
22.0,Hoyiu,Ilisoia e la Hoyiu,,,,,,,,,,,
23.0,Amerique,Amerique du Sud,Amerique du Nord,l'Amerique du Sud,"A-
merique",Aerique,l'Amerique,Americaines,,,,,
24.0,gers,ger,Regences d'Alger,,,,,,,,,,
25.0,extremitles,trempee,extreme,"L'extremite
d'une estrade",,,,,,,,,
26.0,ellE,selle,"celle-l.
Dona Luz",bituelle,grolle,nouvellee,siflle,danslaquelle,bellel,EllE,,,
27.0,Etats Barbaresques,Azteques,Bar,,,,,,,,,,
28.0,Mlexico,Mlexi-,cathedrale de Mexico,Mexico,,,,,,,,,
29.0,ter hier,Hier,,,,,,,,,,,
30.0,cambree,chambre separee,robert6 de vos membres,,,,,,,,,,
31.0,aeil,laeil,OEil,,,,,,,,,,
32.0,regle,regler,ler,,,,,,,,,,
33.0,nice,delices,Jusice,,,,,,,,,,
34.0,t38,ge-t38,,,,,,,,,,,
35.0,Caballero,calle San-Agustin,Allemagne,alluma,lsa duegne,,,,,,,,
36.0,textevenu,severe,vengel,,,,,,,,,,
37.0,paratt,sempara,prepara,grats,hatto,,,,,,,,
38.0,PROtCUE.LE,Prompt,Linproiisioro,,,,,,,,,,
39.0,nelee,mele,meles,Elevee,sang-mele,tele,pele-mele,melis,,,,,
40.0,metropole,Acropolis,,,,,,,,,,,
41.0,liennes,Iennedy,Vienne,,,,,,,,,,
42.0,aussi0,maussade,MAUDII,lissades,,,,,,,,,
43.0,-DE,pa-DE L'AKANSAS,ani-DE L'AlANSAS,LAKAN5AS,somme ren-DE L'AIIKANSAS,a-DE,,,,,,,
44.0,Cordoue,BAzANcor,Cordilleres,Accordez,,,,,,,,,
45.0,"Eh bien 
- Il",Bientt,Bientot,Combien,CcHATIIENT,bientot,,,,,,,
46.0,sauvee.3:8,sauverail,,,,,,,,,,,
47.0,Societ,anxiete,Iete,,,,,,,,,,
48.0,d'Espagne,Espagnols,1Espagnol,Espa-,Espagnol,,,,,,,,
49.0,jaccepte,cepays,,,,,,,,,,,
50.0,Répondez,Bermudez,conde,,,,,,,,,,
51.0,TIAPEUS,TAPEUS,Lo TAPEUIS,,,,,,,,,,
52.0,garon,egaree,Regardez,,,,,,,,,,
53.0,certeS-,h0êtes,nantes,tercushenan,Quarante,,,,,,,,
54.0,"malade7
- Pas moi","I
Pas",pasto,pas,,,,,,,,,
55.0,LES,Tousles,LEs,ABBILLEs,"conseil.278
LES",arreles,les96,,,,,,
56.0,retirez,Etil,figurez,,,,,,,,,,
57.0,arriere,- Guerriers,guer-,,,,,,,,,,
58.0,le-,hravo,complele-DE LAHRANSAS,pre-DE LAIANSAS,complele,,,,,,,,
59.0,- L,"Si
- Lui DIT",luil,DIt,,,,,,,,,
60.0,Voyez,moyen3,c0loyer,,,,,,,,,,
61.0,prairie168,"prairie168
LES TAPPEURS",clairiere oi,parole168,laprairie,,,,,,,,
62.0,A15,A157,,,,,,,,,,,
63.0,"n0
Eusebio",precieuse,Syracuse,breuse,"rendaientsongeuse
i190",,,,,,,,
64.0,Voulez,nousvoulonsjouir,noux,,,,,,,,,,
65.0,"golfe de Cali-
orient",golfe de Cali-,,,,,,,,,,,
66.0,vages,CGes,Carthage,,,,,,,,,,
67.0,lexpedition,cetle expedition,Conditiou,,,,,,,,,,
68.0,Entendre-,tentee,"demarche
tentee",,,,,,,,,,
69.0,Leil,Le soleil,soleil,le Soleil,Soleil,le soleil,Le Soleil,,,,,,
70.0,Pana-,ganado,CGana-,gand,,,,,,,,,
71.0,In-l2,n-8,in-8,in-8-,in-3,,,,,,,,
72.0,"capitaiue
Aguilar",Aguilar,Rio Gila,,,,,,,,,,
73.0,possible7,opposee,"anveeraoosent
-",,,,,,,,,,
74.0,Oceans,Normans,,,,,,,,,,,
75.0,campagae,camp,campana,campague,,,,,,,,,
76.0,i-12,In-12,In-1E,,,,,,,,,,
77.0,"le -
billard",Babillard7,Babil-,Babillard,,,,,,,,,
78.0,vA-t'enl Rafael,Rafael,,,,,,,,,,,
79.0,deterine,Angleter,Angleterre,inveteree,Anglelerre,Angleter e claux,,,,,,,
80.0,Pitic,depit,Jupiter,- Caspita,,,,,,,,,
81.0,Nonchalamment,Coutrairement,renonca,,,,,,,,,,
82.0,falo,alors.1il,Lorsqe,decoloree,,,,,,,,,
83.0,Gambusino,gambusinos,Gambusinos,,,,,,,,,,
84.0,Lon,- Allonsl,Mlon,,,,,,,,,,
85.0,beche,echo,breche,,,,,,,,,,
