cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Africa,Ricketts,America,Jamaica,Surrey,,,,,,,,
1,Cambridge,Camberwell,Sambo,,,,,,,,,,
2,Brazil,"bub""a",Brava,Bramah,,,,,,,,,
3,"ha,—there",Phere,R.A.,Smithfield,,,,,,,,,
4,Banbury,XX,Canterbury,Mudbury,Highbury Barn,Crackenbury,Edinburgh,,,,,,
5,Easter,East,H.H.,Red Seas,S. Hieas,Kunz,,,,,,,
6,Prussia,Rowson,Russia,the Russian Order of Saint Nicholas,,,,,,,,,
7,Kalydor,Caradori,M.P.,Isidor,,,,,,,,,
8,Pompeii,"compliments,—if",Omphale,Bowls,pomatum,Pompadour,,,,,,,
9,Grosvenor,Venice,Venus,,,,,,,,,,
10,cali,ND,Calumny,Dalilah,cali ocean,Calcutta,,,,,,,
11,St. George’s,"St.
George’s",Fairs,St. George’s Hospital,,,,,,,,,
12,Billingsgate,Harrogate,Ramsgate,Pharaoh,Potentate,Margate,States,,,,,,
13,Naples,Eagles,Stubbles,l’aigle,twenty eagles,,,,,,,,
14,LA,Fuddleston,Manton,Buxton,Alton,Stilton,Osbaldiston,Bricuton,mouton,n’t,,,
15,Charing,Kingdom,Cribb,Ringwood,Jena,Japan,OW,pekin,Jingo,,,,
16,Orleans,Egalité Orleans,JT,New Orleans,,,,,,,,,
17,Hornby,Hornsey,Horn,Holborn,,,,,,,,,
18,curacao,Curzon,Caen,Servt,,,,,,,,,
19,Oxford,Bedford,Brentford,Meejor,Sandford,,,,,,,,
20,villa,Ill,Piccadilly,Squills,Willia,,,,,,,,
21,Esq,Sugar,Kangaroo,Trafalgar,la,Bulgaria,,,,,,,
22,Dresden,Provence,Providence,Gayd,protégée,,,,,,,,
23,po,Siberia,Vittoria,Egeria,Soho,Pineries,,,,,,,
24,Tape,Cape,Capri,Cape Town,CAPE,Chapels,,,,,,,
25,Yellowjack,Zwieback,Black Bess,Cracksman,IL,Ny,Lacken,Cackle,,,,,
26,Wya24,Butes,,,,,,,,,,,
27,Ireland,the Peerage of Ireland,Except Ireland,,,,,,,,,,
28,the Pincian Hill,Denmark Hill,Cornhill,Philoméle,Muswell Hill,,,,,,,,
29,Wesleyan,motley,Lewes,Finchley,Cowes,,,,,,,,
30,Kerahedy,handkerchiefs,Rosa,Talavera,Udolpho,Opera,Hulker,,,,,,
31,Lausanne,Cannes,Brienne,Jemima,Canada,Nassau,,,,,,,
32,Quatorze,Rector,History,Quashyboos,,,,,,,,,
33,Whitefriars,White Hermitage,white great~,,,,,,,,,,
34,Carmarthenshire,Athens,Athen,Ghent,Schlippenschloppen,,,,,,,,
35,sajd,Morocco,morocco,Borodino,Roc,,,,,,,,
36,Desert,Diesen,Sediey,,,,,,,,,,
37,Dumdam,Rotterdam,,,,,,,,,,,
38,Talleyrand,Hall,ne&t,Ballinasloe,Mall,,,,,,,,
39,"Stillbrook, Becky",Stillbrook,Rookery,Becky,,,,,,,,,
40,Dover,Sovereigns,Avernus,Liverpool,,,,,,,,,
41,Bigland,England,Bengal,Old England,,,,,,,,,
42,Begleitung,Elba,Leipzig,Notgeung,,,,,,,,,
43,BRIGHTON,the Arabian Nights,ZZ,"night,—and",Knightsbridge,Brighton,,,,,,,
44,Helvellyn,Club,Macmurdo,Machiavellian,"avec sa
femme",Asvel,,,,,,,
45,Regent,Regulus,Regan,,,,,,,,,,
46,Sultan,Peninsula,Nineveh,Iphigenia,Consul,Clapp,,,,,,,
47,Chiswick,Munoz,Brunswick,CHISWICK,,,,,,,,,
48,Rawdon Crawley,CRAWLEY,Crawley,La,Ems,,,,,,,,
49,Mango,Angouléme,Nob,Germany,,,,,,,,,
50,Metternich,Gazette,Debrett,,,,,,,,,,
51,County,Mount,County Kildare,Mount St.,,,,,,,,,
52,Mount Saint John,Saint Jean,Saint Martin’s Lane,Saint Helena,Maintenon,Saint Kitts,Saint Jams,,,,,,
53,Wiesbaden,Wildbad,"Baden
Baden",Baden,,,,,,,,,
54,Troy,Moss,most_melan-,Moscow,,,,,,,,,
55,France,Salamanca,Lance,,,,,,,,,,
56,Silenus,Tiler,Nile,Ile,,,,,,,,,
57,"Emmy’s,—their",Blenheim,theim,Bethesda Place,Egil,,,,,,,,
58,"dong la
roo",Long Acre,Jong,Long Island,Longwood,,,,,,,,
59,York,Cork,the Duke of York,New York,,,,,,,,,
60,Grady,Ladyship,Jady,Tadyship,,,,,,,,,
61,Maria,Marengo,Mars,,,,,,,,,,
62,Babylon,WA,Malonys,Colony,Polonia,be—.”—He,Glenmalony,,,,,,
63,Holland,Boggleywollah,Medulla,Bogglywollah,,,,,,,,,
64,the West End,West,"West End Hotels,—nevertheless",West End,West End Swell,,,,,,,,
65,St. James’s Street,Gaunt Street,Hart Street,Curzon Street,Greek Street,Threadneedle Street,,,,,,,
66,Sands,"mind,.and",Windsor,Casgandra,Minden,,,,,,,,
67,Neapolitan,C.B.,Titania,Italy,,,,,,,,,
