cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9
0,Africa,America,Richmond,"to0,000",Nilotic Africa,Saxony,,,,
1,Hanover,Bacchantes,Anon,Hansard,,,,,,
2,Hippocrates,Estates,Egypt,,,,,,,
3,Melton,Shabbyton,Brighton,MR,Palmerston,Eaton,Carlton Gardens,Wotton,,
4,inn,Macedon,Clarendon,Toledo,Si,Wimbledon,,,,
5,Ermengarde,Aldermen,CARDIFF,La,,,,,,
6,Street,Learning,Downing Street,Arlington Street,,,,,,
7,Regent,Jew,Colleges,absent2,Aegean,,,,,
8,NEW GENERAII0N.,Geneva,St. Gene-,Argyle,St. Genevieve,St.,St. Paul,,,
9,brook,Monmouth,Monte,South,,,,,,
10,Frenchwomen,Frenchmen,Pah1,,,,,,,
11,Brazil,Embassy,midland county,the County of -,el,the County Chronicle,Spinoza,,,
12,Tamworth,North,the Northern Sea,Northamptonshire,Israel,,,,,
13,Lancaster,East,Newcastle,Castle,Studcaster,Lyndhurst,Caucasus,,,
14,Milbanks,MILLBANK,Magog,Albany,Albania,Milbank,Millbank,Mill,,
15,Prussia,Russia,Nuovos,Belgium,Sussex,,,,,
16,Nuneham,Durham,Blenheim,Amersham,Thames,,,,,
17,Realm,Thebes,Athens,Rebels,Saxon,Wilkie,,,,
18,Scotland,Highland,woodland,Monkey Island,midland,Poland,the Holy Land,,,
19,Oriel,"Orient-
tal",Field,Victoria,,,,,,
20,Babylon,Barcelona,Moffatt,London,,,,,,
21,Carthage,Charta,earth,Froissart,Earwig,Rigbys,,,,
22,Manhood,Germany,Trautsmandorff,Pitt,Benumanoir,,,,,
23,Tamerlane,Milan,Languedoc,Roxalana,Mile,,,,,
24,us,Kingdom,King,Moorish kingdom,KIng,The Kingdom of France,,,,
25,Club,Alps,Walpole,,,,,,,
26,Opera,Europe,Penelope,Taper,Persia,,,,,
27,Chudleigh,the green mountains,greece,Greece,the green district,,,,,
28,Sinai,Ferdinand,China,,,,,,,
29,Naples,Temple,Principle,,,,,,,
30,De Lome,Mahomet,Pagan,Rome,,,,,,
31,Madame Colonna,Madame B. de R-d,the Prince Colonna,Colonna,,,,,,
32,Althorp,Baltic,,,,,,,,
33,Liverpool,Lawgiver,Sovereigns,,,,,,,
34,West,Weston,West India,,,,,,,
35,Carlist,Christchurch,Isthmus,Ministry,,,,,,
36,Marlborough,Slough,Borough,Bilborough,,,,,,
37,Coningsby,Coningsby ta,Coningsbyl,,,,,,,
38,Aragon,Arabia,Valparaiso,,,,,,,
39,Barony,Lazaroni,Byron,Lima,Throne,,,,,
40,Hebrews,INjury Sydney,Nebuchadnezzar,Sydney,Rigby,,,,,
41,Venice,Munich,Peninsula,Phenix,,,,,,
42,Iellingsley,Sedgwick,Wellesley,Hellingsby,Berlin,Hellingsley,Wesleyans,Wellington,Helingsley,wi
43,Waterloo,Desert,Watertown,Leontius,Kildare,Seine,Plateau,,,
