cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256
-1,Guadeloupe,Vieux-Chêne,– Rendez,– Essayez,État de Sonora,Ouest,retirez,– Ooouh,Indiens Lune,volez,Panama,manche,– Pardon,l'Amérique du Nord,Guadalajara,Och,Montagne,Ooah,lanceros,Sommes,la feuillée,Chacun,Belhumeur,– Veillerai,– Partez,Durango,Blanc,sierra Madre,Écoutez,– Figurez,– Tenez,Natosh,rue du Rosaire,Les Comanches,trappes,Syracuse,Abandonnera,Cortez,Montagne de la cloche,États de Durango,d'Espagne,Jupiter,Sauvée,Babillard,Habitués,Partez,Tête-,Veillerai,Apaches,péon,Sonora,– Non,grotte du Vert-de-gris,– Venez,Océan,– Pas moi,camp des Mexicains,l'Amérique,Sermon,– Voyez,Docteur,juez,Mexique,Assiniboins,calle del Rosario,Hermosillo,Pieds-Noirs,du Nord,Régences d'Alger,La Tête,ashahas,Salvator Rosa,eskennane,Canadien,– Holà,Cœur-Loyal,Hâtez,Élan-,Plateros,Bison,hatto,matanza del ganado,Angleterre,Vivant,Eshis,Rome,Aguilar,Caballero,Linnée,Tiens,piste,hein,– Pas trop bien,Indiens,Phébé,– Trêve,brunie,Yankees,Utique,piste de la Tête-d'Aigle,Aigle,Incas,de l'Ouest,obligeât,Leperos,Grande,VI,Arkansas,Nègre Jupiter,Sautant,San Agustin,Opatas,Chimborazo,los Plateros,Pitic,Caché,Jesusita,Assis,Québec,Combien,Cerro,chêne-liège,piste des jaguars,piste des,Delawares,gambusinos mexicains,Nonchalamment,– Hâtez,France,Amérique,selle,Avez,Chinois,tercushenan,Reculerais,Conseille,– Relevez,el Cerro,Arrivés,Bermudez,Le Nègre,sais,Armés,I,Hommes,Quarante,venaison,Américaines,letras,gambusinos demi-sang,État,Français,États,– Pas encore,Châteaux Blancs,Cornejo,Carthage,Puissance,Pérou,– Rassurez,Indiennes,"– Oui, appuya Belhumeur",Rafaël,Osages,Canadienne,Mocksens,Mettez,–,Tête-d'Aigle,États-Unis,– Parfaitement,– Est,Le Cœur-Loyal sourit,maison du Blanc,Anglais,Merced,Meegvoitch,Miracle,Prompt,océan Pacifique,– Trois,Acropolis,Cerro de la campana,golfe de Californie,– Espérez,épargnez-les-moi,– Hâte-toi,– Pauvre Cornejo,Accordez,Ouaktehno,calle San Agustin,Voilà,Guaymas,piste des Comanches,Mexicains,Rouges,Créateur,pasto,TUE,– Oui,Convaincu,Tripoli,mignonne,mornes,cathédrale de Mexico,Les Indiens,alguazils,Ooouh,l'Afrique,us,Délicate,Prologue,J'ai,Çà,– Pauvre,Pimas,sang-mêlé,Pawnees,– Pas,Flora mexicana,II,États barbaresques,– Attends,A,Cordoue,Mississippi,– Aucune,"– Quant à vous, ma nièce",Mexico,Noirs,Blancs,Confédération,Apacheria,lepero,Vaincue,jardin des Oliviers,Sept,jeun,Russe,Cuivrés,– Tuez,– Caché,Monté,rivière Rouge,Señorita,Répondez,Le Cœur-Loyal,Américains,– Commençons,Cricks,Le Cœur,Tête-Blanche,rio Gila,Peaux-Rouges,Luz,Nègre,alluma
0,Regardez,– Gardez,Gardez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,– Écoutez !,– Écoutez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,buffalos,Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Espagnol,Espagnols,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,hacienda del milagro,hacienda del Milagro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,La Providence,Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Vert-de-gris,Vert-de-Gris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,– Pardieu,– Pardieu !,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Le soleil,le soleil,Le Soleil,le Soleil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
