cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311,elem_312,elem_313,elem_314,elem_315
-1,rue Feydeau,Tre Monasteri,Simplon,braset lamena,n5ineidinais,"Fe-
Ln",famlle,peult-etre,sanva,He,Champs-Elysees,dillicilo,A]g,nimosamnis,riolece de lorag,yisont le eaer,Quels,Hleuxe-,Paris.-Impr,trne,comedienne,sanctuaire Yoici lai,travaileur,sa]- Oui,germanico-gallique,"aulorite
 dea",.(nee princesse Soderin,llla,Ma-,i ii,"yeu
e narais ianais cru",Hollandais,Bois,thelres,Saint-Honore,liennes,"Pa  e es
meuse heritiere de Besangon",Iod,sueces1 Blle,meie esimable,Sicilienne,aristocraliques,MIa-,"naiia iihi
Iere",rue do cliehs,caleche Francesca `divinemiint mise,tintemens,La riliu,esder,Medilerranee,septiemeiour,Bayeux,Montemnisselle,griseltes de Besancon,Besacon,Raonl,veemeni,Irent,giitantBesangan,menton,lBsperance,Ville,enissant  io u ssg,Gii,atee  e semut re,Honore,Experience,ieeye,Manerville,EIle nest ouiouirs pss nee,Mulhouse,meurtrirs,Aoeel,Marie-,fronldes grands hommes,Gouvernement,ti brille,Virginie,Pailez,Barcelone,chiambre des pairs,gaee,Poppee,Gramont,Pilale,Alhel,"ador6 doi
officacement",bult,A0,naivemenl Francesca,vicilles,Champmesle,Fgfnes,Bugey,Neue-es-,Les negocians,lons,cetle sainte,Blle,soufiat,.Nous,uno mobilite feb ile,maltraitee,turna pouir entreir,ru-es,Marietle,oroiuio,lac de ] ture,faus-e muette,reputalionsee,grammire,maison Janrenaud,Rololphe,bDe,dAnegeliue,Jutts,Dulley,lacs d'Ilalie,eltj',"au-
Iontes",E,CE1a,caratere d'in yjoe,gte-saues erontes,justile,oup de deux heu-,"lende-
des monceaux",ifiii;liaa,Normandie,zee g-,- Oii,Iadame do Watteville,HOtol-de Ville,Mlilan,Jardin des Plantes,Champagne,Noembre 83,Wyiriciinie,Alert lla,laielle,etle tndresse,renseignemens,.:,Espard,Iemme,iiisi iya ns anroci,yettee-ggeyggggy,gAgegeeg2,suii,Lons-le-Saul-,momens,Gandolphini,nailt,vsoyaut,boiugies,attrailt,leioenseisfeton,subjugues,E:;:e,Fnai niosiiininaanieetne,eseree etpesu,Frauce,neeitaii,nnes,GANCY,benu,nii di a inpenare,Besan-,duehesse,ontpre-UNE FILLE D'EL,Godenars,rohe de chambre de merinos,fievre,la Havane,binel d'Alhert,riviberes,ecria,mouel Y,osaa aais-ipaine,SAYARU,F iiCGiG,Marielte,gr  eoereee s mr y-s y-,Bosanco,preiero piece apres,XI,sv onnuyes,triomphel Plus olle,rue Saint-Lazare,Nure,inouie,turelles,avocal,rini etait mariee,"G Giiii,'a
g2EgggggLgg21,P",olle,Tris-,maniPre,indiquanlt,condimens,Autriche,GiGGiiiridf,ade Lennoi,lesracines,vergiss-mein,douzibeme annee,Mely,gggygg-egg-e,toile de Ilollandel,ete -e  sgge,renoncant,les letlres,Napolilain,pomms,"A I
A MADAME LA C0MTESSE BOL0GNINI",.L,journalisle,envosre ar Ia,vire,btit,Franeesca,deserte,Apres,lumieressur,II,Philo-,Esl-e oes tedeschi,Dpartemental,Hiaeys,pemiere ioie ue,Quotidienne,trattresse,Ansbac,chein do,aulres,irola,g2le.eliii-iGC,Dijon,Leonarde,legr,Florence,Arcier,Trivualio,trehte-trois ans,] - A duoi,chteau,Iimniiie,Saint des Saints.-Il,diocbese,louna,toiseme feis,proligieuxs cbangement,geg,cou-sins roquges,Agnbes,Saiut-Jean,ae ien aire eee,Egg,melangee,lontaires,Ialienines,Yiland,"pensa-t-
- Poterol",alteignit,Brabant,Iaqellela,sur-le-champ,Jerome,Saint-Jean,Yarese,maison Watteville,vroulut,porte du boudoir,iorsl iir,send ssne st l piiei,fodre iside pir plis ke fos vrandes I1,railleusement,atGG7-lE:2,danseuse,Granville,seienee,Combien,wattoille,niaianaaani.aniiiGit',Rossni,Tances,P' e,Ias,sausaiianta,peul-elre,scne,vialime,Pars,Vande-,- Retournez,ave 1 Ville,hilomae,Ceinre,abbe de Grancey,Inerveilleux,succinet,A dis-sept,uo,dranaes,A iiraia,I'GGir,Beauffremont,Epictele at Spar-,"gAgg,;;;eevee e",Lendres,2:2::EECI,Republique,Campes-Hailyssdes,geggh,peinlure,monsicur do Grancey
0,h6-,p6-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,P,l1,A,O,.'f,s6,W,pn,e,.m',S,I,t0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,nuit2,Mfadr,curiosile,sln',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,R MIcuB,Dicu,Sije,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,avoeats,avoeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,acsa,Lyon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,venez  lhotel de Rupl,h0tel do Rupt,Rupt,upt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,sajeu-,lac Majeur,Lae Majeur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,gtg,gtt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
