cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13
0,Venice,Munich,Phoenix,Say,,,,,,,,,,
1,Kingdom,Us,The Kingdom of France,Moorish kingdom,Vienna,,,,,,,,,
2,"the Rue
Revolt",the Moslems Arabs,the Rue Tronchet,the Lock Pool,the Lanca-,the Holy Sepulchre,the British Isles,,,,,,,
3,Barcelona,New,Colonies,Babylon,,,,,,,,,,
4,Liverpool,Phryne,Music,Hanover,Representative,Sovereigns,Poets,Lawgiver,,,,,,
5,LONDON,London,wi,Clarendon,LoNdon,,,,,,,,,
6,Athens,Thebes,Melbourne,,,,,,,,,,,
7,Lancashire,Berkshire,Hertfordshire,Leicestershire,Yorkshire,inn,Sepr,Blankshire,Northamptonshire,,,,,
8,Nile,brook,Sedgwick,,,,,,,,,,,
9,Ermengarde,Hansard,Blenheim,Aldermen,,,,,,,,,,
10,Sparta,Anon,Spain,Froissart,Paris,,,,,,,,,
11,Arlington Street,Downing Street,Wellington,Iington,Derby,,,,,,,,,
12,Shabbyton,Melton,Seaton,Sea,Palmerston,Wotton,,,,,,,,
13,Whitehall,white bait,Rigbyites,litera,Mediterranean,,,,,,,,,
14,woodland,Ferdinand,Westmoreland,midland,Ireland,Scotland,Esq,the Holy Land,Highland,England,Study,Roxalana,Monkey Island,Poland
15,the Venetian Republic,the Republic of Paris,Venetian Republic,Lyndhurst,,,,,,,,,,
16,Russia,Taper,the Persian Empire,Opera,Persia,,,,,,,,,
17,Austria,Victoria,Oriel,Carriage,,,,,,,,,,
18,Irish Secretaryship,Hippocrates,Ladyship,Friendship,,,,,,,,,,
19,Egypt,Brazils,,,,,,,,,,,,
20,Europe,France,Vengeance,Frankfurt,,,,,,,,,,
21,Laid,Culloden,Maidenhead,Providence,Scarlet Gardens,Adelaide,,,,,,,,
22,Coldness,Bacchantes,Charta,Sydney,Nebuchadnezzar,Sacha,,,,,,,,
23,Louis Qua-,Torquamada,Aquatics,,,,,,,,,,,
24,Frenchmen,Frenchwomen,,,,,,,,,,,,
25,Canterbury,China,"St.
Petersburg",Augsburg,Club,St. Petersburg,Edinburgh,Saxony,,,,,,
26,Duchess,Manchester,the Manchester Guide,,,,,,,,,,,
27,St. Gone-,New General-,St. Genevieve,Geneva,St. Geneviéve,,,,,,,,,
28,Jamaica,DEDICATION,Notice Africa,Richmond,Africa,America,,,,,,,,
29,Wavelets,Desert,Southern Italy,Author,Monmouth,n’t,South,,,,,,,
30,Watteau,Swine,Uwins,,,,,,,,,,,
31,Languedoc,Wimbledon,Toledo,,,,,,,,,,,
32,Heroes,Tamworth,North,Realm,Northern,the Northern Sea,Inferno,,,,,,,
33,Throne,Lazaroni,Byron,,,,,,,,,,,
34,Nuneham,Thames,us,Nemesis,,,,,,,,,,
35,Monsieur Sidonia’s,Sidonia,Mental Sidonia,Rome,Sidonias,Bigonia,Naples Sidonia,Monsieur Sidonia,Siponia,,,,,
36,the United State,the United Provinces,the United Kingdom,,,,,,,,,,,
37,the green mountains,Ministry,Loretto,Greece,the green district,,,,,,,,,
38,Windsor rang,Hades,Windsor,"Windsor
Park",,,,,,,,,,
39,Germany,Manhood,Trautsmandorff,,,,,,,,,,,
40,Embassy,Pembroke,Luxembourg,,,,,,,,,,,
41,Married,Infirmary,Marquess,St. Mary’s,,,,,,,,,,
42,"Salt
Hill",Phillippics,Philip,Pagan,Jerusalem,Salt Hill,,,,,,,,
43,Saxon,Grand,Arrange,Grand Cairo,Strand,Strand Coffee-,Astrachan,,,,,,,
44,Daring,Coningsby,King,Yielding,Kissing,,,,,,,,,
45,Estates,Palestine,Westminster,West,Western Europe,West India,,,,,,,,
46,Cellars,Hellingsley,Wesleyans,Wellesley,Borough,,,,,,,,,
47,Studcaster,East,Castle,Lancaster,Caucasus,Newcastle,,,,,,,,
48,Lucretia,Lucca,Lucullus,,,,,,,,,,,
49,Prison,Christian-,Isthmus,Christchurch,,,,,,,,,,
50,St. James’ Street,"St. James’s
Street",St. James’s,St. James,"St. James’s
Square",,,,,,,,,
51,Belgium,Monte,Leontium,Gazette,Siponta,,,,,,,,,
52,Walpole,Hindostan,Slough,Italy,Mauritania,Neapolitan,,,,,,,,
53,midland county,the County of,the County Chronicle,,,,,,,,,,,
54,Alps,Paradise,Arabia,Valparaiso,,,,,,,,,,
55,Hall,MILLBANK,Millbankites,Millbank of Millbank,Millbank,"Walked
Millbank",Mexico,,,,,,,
56,Principle,Naples,Temple,,,,,,,,,,,
57,Cambridge,Chudleigh,Jeremiads,Jew,Rigby,Brighton,Sprigs,,,,,,,
58,Darlford,Bradford,Spinoza,Oxford,,,,,,,,,,
59,the Lower Park,Hyde Park,Park,the Upper Park,"the Upper
Park",,,,,,,,,
60,Ambassa-,Rossendale,Sussex,Masses,,,,,,,,,,
61,Colleges,Willesden,Millennium,Ill.,dishabille,Piccadilly,Seville,Villebecque,,,,,,
62,St. Paul,St. John’s,St. John,St.,,,,,,,,,,
63,Cottage,Everingham,Birmingham,Nottingham,,,,,,,,,,
64,Regent,the San Absent,"the San
Bent",the Spanish Peninsula,,,,,,,,,,
65,Learning,"Barn
von H",Learnt,,,,,,,,,,,
66,Tamerlane,Waterloo,Berlin,,,,,,,,,,,
