cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
0.0,baie de Naples,Naples,rue de Grenelle,,,,,,
1.0,Magdeleine,Fluelen,,,,,,,
2.0,Watteville,tromper madame de Watteville,maison Watteville,,,,,,
3.0,Modinier,Virginie,Lons-le-Saunier,Mariniers,,,,,
4.0,Gazette,– Mariette,,,,,,,
5.0,Dauphin,Gandolphini,Dauphine,Philomènes,,,,,
6.0,fier,Pothier,Arcier,,,,,,
7.0,Frère ALBERT,Votre ALBERT,,,,,,,
8.0,Français,Française,Françaises,Italienne de la Française,,,,,
9.0,Doubs,du Doubs,,,,,,,
10.0,Intérêts,Tinti,Archinto,,,,,,
11.0,Étre,Chapitre,Théâtre,,,,,,
12.0,Florentine,Bisontins,Florence,,,,,,
13.0,Sardaigne,Balthasar,,,,,,,
14.0,ajoutez-les,Partez,Écoutez,Sachez-le bien,,,,,
15.0,Bresse,Presse,,,,,,,
16.0,bois de Boulogne,Toulouse,Soulas,Mulhouse,,,,,
17.0,Besançon,de Besançon,A Besançon,diocèse de Besançon,Chapitre de la cathédrale de Besançon,,,,
18.0,rue Neuve,Neuve,rue du Perron,,,,,,
19.0,Colonie,Sidonie,La Colonie,Argaiolo,,,,,
20.0,Sicile,Sicilienne,Vienne,,,,,,
21.0,Italienne,ITALIE,l'Italie,d'Italie,Italiens,Italien,Italie,Italiennes,
22.0,Espagnols,Espagne,L'Espagne,,,,,,
23.0,Granet,Brunet,,,,,,,
24.0,Amédée,Angleterre,Méditerranée,,,,,,
25.0,Neufchâtel,Eaux-Vives,château des Colonna,Colonna de Rome,,,,,
26.0,Portsmouth,Belzébuth,,,,,,,
27.0,la Provence,Providence,,,,,,,
28.0,Comtois,Comté,la Comtoise,,,,,,
29.0,Hollande,Pilate,Milan,Emilio,Milanais,,,,
30.0,Sainte-Hélène,Sainte-Alliance,Héloïse,,,,,,
31.0,Savez,Avez,,,,,,,
32.0,de l'Est,Est,l'Europe,,,,,,
33.0,pic de Vilard,Dent,Dent de Vilard,base de la Dent de Vilard,,,,,
34.0,De la Grande-Chartreuse,Chartreuse des Rouxey,Chartreux,Grande-Chartreuse,Charivari,Chartreuse,Grande Chartreuse,,
35.0,Berne,Retournez,Gouvernement,Ferney,,,,,
36.0,Comité-Boucher,Chavoncourt,Comité-Chavoncourt,Sidonie de Chavoncourt,,,,,
37.0,Simplon,Replongé,,,,,,,
38.0,Strasbourg,Bourg,,,,,,,
39.0,Girardet,Belgirate,Vue de Belgirate,,,,,,
40.0,Autriche,Riceys,Scey,,,,,,
41.0,brodequins,Salins,Godenars,,,,,,
42.0,Brabant,Nantua,Diantre,,,,,,
43.0,Préfecture,Cachons,Élections,,,,,,
44.0,Vue,Revue,,,,,,,
45.0,auberge du Cygne,Lombardie,jardin Bergmann,Maman,,,,,
46.0,Anglais,– Laissons,Anglaise,Palais,Anglaises,,,,
47.0,Clermont-Mont-Saint,Clermont-Mont-Saint-Jean,Gramont,Montons,Piémont,Beauffremont,Mont-Cenis,Visconti,
48.0,Parisiennes,Parisienne,Parisiens,Parisien,Paris,,,,
49.0,Suisse,Russes,Suisses,,,,,,
50.0,Barreau,Barcelone,Thecel,,,,,,
51.0,Calard,la Scala,la Havane,,,,,,
52.0,Nouvelle éclose,Granvelle,la Nouvelle,Nouvelles,Nouvelle,Vauchelles,,,
53.0,lac Majeur,Lac Majeur,Genève,lac des Quatre-Cantons,lac de Genève,lac de Constance,,,
54.0,le Rhin,Rhin,,,,,,,
55.0,l'Afrique,Afrique,caquetages,,,,,,
56.0,Marseille,la Ville,Conseillers,Versailles,Hôtel-de-Ville,Villa-Diodati,Ville,Gentillet,
57.0,Saint-Jean,Napolitain,Saint-Merry,Gersau,Saint-Vier,Saint-Germain,Saint-Gothard,plain-pied,
58.0,Ordinaire,Loire,Père-Lachaise,Chaire,,,,,
59.0,Pharès,Varèse,,,,,,,
60.0,Savaron,Savarus,,,,,,,
61.0,Grancey,– Francesca,Franche-Comté,de France,Francesca,Est de la France,Jung-Frau,France,la France
62.0,– Vers Lucerne,canton de Lucerne,Lucerne,,,,,,
63.0,État,Rome,Romains,États-Romains,,,,,
64.0,Londres,Madre,,,,,,,
65.0,Cour,voyais,Cour royale,,,,,,
66.0,Grenoble,Nobles,,,,,,,
67.0,Belgique,de Belgique,,,,,,,
68.0,Patriote,Tuileries,Indes,Industrie,,,,,
69.0,Hôtel National,Rupt,hôtel de Rupt,,,,,,
70.0,Novembre,Lovelace,femme-de-chambre,,,,,,
71.0,de Saxe,Saxe,,,,,,,
72.0,Voilà,Genevois,Sois,,,,,,
73.0,Rouxey,Les Rouxey,terre des Rouxey,îles Borromées,lac des Rouxey,les Rouxey,,,
74.0,– Chère,Légitimistes,Monastère,Ministère,,,,,
