cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8
0.0,Vois,Sois,Voie,,,,,,
1.0,pée,cupées,,,,,,,
2.0,Voyez,Payez-les-moi,croyez,,,,,,
3.0,Tréchauderie,Tréchanderin,réchauff,,,,,,
4.0,mademoiselle,Mesdemoiselles,Pauves,Madome,,,,,
5.0,Solango,Solango ost là-bas,Solange,,,,,,
6.0,choirs,chosc,,,,,,,
7.0,ferme des Ormeaux,kermesse,tairie des Ormeaux,Ormeaux,Ormenux,,,,
8.0,los vendre,Flandre,vendange,viluin,Los io,,,,
9.0,MERE,Merci,blämer,,,,,,
10.0,Isauro,endureît,Isaure,tempr,,,,,
11.0,maine,Île capitaine,"se-
maine",,,,,,
12.0,tout.—C',Écoutez,licou,,,,,,
13.0,ENFANCR,KNFANCE,,,,,,,
14.0,Nannette,Nannotte,Nannetto,Mettez,Nannetie,Ettu,nankin,,
15.0,Louisc,Luisse-le done faire,buis,Oui,,,,,
16.0,do Joanne,JRANNE,Joanne,,,,,,
17.0,aimais-tu,aimais,Sais-tu,,,,,,
18.0,la France,de France,frant,,,,,,
19.0,Pppris,Paris,Apprenez,meprie,,,,,
20.0,crois-tu,Crois,Crois-tu,Es-tu,,,,,
21.0,En Bretagne,Bretagne,,,,,,,
22.0,"char-

- gée du ménage",ar-,charrue,,,,,,
23.0,Margue-,guerito,,,,,,,
24.0,église n’,la Grise,Grise,la somme,,,,,
25.0,humi‘iont,seraiont,scrai,sèvrerai,Jusserand,,,,
26.0,"or-
- dinaire",Sylvain,Ainai,,,,,,
27.0,Guillaumt,juil,Jui,,,,,,
28.0,"au-
tres",Pares,au-,"au-
trefois",,,,,
29.0,la Périnnerie,Bordinerie,Périnnerie,,,,,,
30.0,Gathorino,éorire,Séatino,,,,,,
31.0,servieo,provins,SERVICE,,,,,,
32.0,"93

Sennne",vienne,Jennne,,,,,,
33.0,noux,gonoux,,,,,,,
34.0,mall Aves,Avez,Savez,avea,,,,,
35.0,Tixier,Maitro Tixior,,,,,,,
36.0,Berrÿ,Berry,,,,,,,
37.0,Cinquante,So-,Sainte-Solange,sainte-Solange,Sainte-So-,sainte,,,
38.0,porsonne,Jeunne,"jeuné

—",,,,,,
39.0,Vatan,vatre,veux-tu dtre.ma,,,,,,
40.0,sou,Inourables d'Issoudun,Issoudun,,,,,,
41.0,Saint-Jean,Saint-Pierre,"Saint-
Jean",,,,,,
42.0,Roches,Tes,Hautes-,broc,Hautes-Roches,Ri-haut,,,
43.0,Coupez,eoup,occupez,,,,,,
44.0,votra,meitras,,,,,,,
45.0,Meunet-sur-,Meunet,,,,,,,
46.0,Laisse,n'’ôtais,valût,valais,,,,,
47.0,Regardez,Aidez,n'’aidait,,,,,,
48.0,attondu,Entends-tu,Attends,,,,,,
49.0,TROISIÈME PARTIR,PARTIE,QUATRIÈNE PARTIR,,,,,,
50.0,Embrasse,bracelst,,,,,,,
51.0,Conviens,Tiens,Combien,miens,,,,,
52.0,"Grand-
Bail",Grand,"Chétif-
Bail",Grand Bail,Grand-Bail,Grand-Bal,Grand-Bai,Durand,
53.0,hôpital de Bourges,Iubourer,Bourges,,,,,,
54.0,lesempêcher,huche,Blanche,Cher,cher,du Cher,Achetez,"département du
Cher",
55.0,Sais-,Astu,Saistu,,,,,,
56.0,veines,psine,Jo-,"Jo-
séphine",,,,,
57.0,Jugez,beurrée,euré,rougeur,,,,,
58.0,Jeax,éveailla Jeanne de bon matn,grenier;-car Jeanne,champ de Jeanne,Jeantié,JEANNE VEUVE,Jeanue,Jeanno,"ai

Jeanne"
59.0,Monge,Allons,monsieur,,,,,,
60.0,"PETITE JEANNE

LE DEVOIR",etil,petite Jeanue,petite Jeanne,Petite Jeanne,,,,
61.0,"Pierres-
Folles",Pierres-,,,,,,,
62.0,Etchacun,chandes,chand,,,,,,
63.0,le-profit -de la vigne,porte de la eure,porto,gâtenux de ta femme,,,,,
64.0,lune,brune,,,,,,,
65.0,nir,Contole-toi,garniront,,,,,,
66.0,Lompes,compugnie,,,,,,,
67.0,maman,nuigre,Maman,,,,,,
68.0,ellen',Mapauvrefille,eelle,élle,clle,,,,
