cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22,elem_23,elem_24,elem_25,elem_26,elem_27,elem_28,elem_29,elem_30,elem_31,elem_32,elem_33,elem_34,elem_35,elem_36,elem_37,elem_38,elem_39,elem_40,elem_41,elem_42,elem_43,elem_44,elem_45,elem_46,elem_47,elem_48,elem_49,elem_50,elem_51,elem_52,elem_53,elem_54,elem_55,elem_56,elem_57,elem_58,elem_59,elem_60,elem_61,elem_62,elem_63,elem_64,elem_65,elem_66,elem_67,elem_68,elem_69,elem_70,elem_71,elem_72,elem_73,elem_74,elem_75,elem_76,elem_77,elem_78,elem_79,elem_80,elem_81,elem_82,elem_83,elem_84,elem_85,elem_86,elem_87,elem_88,elem_89,elem_90,elem_91,elem_92,elem_93,elem_94,elem_95,elem_96,elem_97,elem_98,elem_99,elem_100,elem_101,elem_102,elem_103,elem_104,elem_105,elem_106,elem_107,elem_108,elem_109,elem_110,elem_111,elem_112,elem_113,elem_114,elem_115,elem_116,elem_117,elem_118,elem_119,elem_120,elem_121,elem_122,elem_123,elem_124,elem_125,elem_126,elem_127,elem_128,elem_129,elem_130,elem_131,elem_132,elem_133,elem_134,elem_135,elem_136,elem_137,elem_138,elem_139,elem_140,elem_141,elem_142,elem_143,elem_144,elem_145,elem_146,elem_147,elem_148,elem_149,elem_150,elem_151,elem_152,elem_153,elem_154,elem_155,elem_156,elem_157,elem_158,elem_159,elem_160,elem_161,elem_162,elem_163,elem_164,elem_165,elem_166,elem_167,elem_168,elem_169,elem_170,elem_171,elem_172,elem_173,elem_174,elem_175,elem_176,elem_177,elem_178,elem_179,elem_180,elem_181,elem_182,elem_183,elem_184,elem_185,elem_186,elem_187,elem_188,elem_189,elem_190,elem_191,elem_192,elem_193,elem_194,elem_195,elem_196,elem_197,elem_198,elem_199,elem_200,elem_201,elem_202,elem_203,elem_204,elem_205,elem_206,elem_207,elem_208,elem_209,elem_210,elem_211,elem_212,elem_213,elem_214,elem_215,elem_216,elem_217,elem_218,elem_219,elem_220,elem_221,elem_222,elem_223,elem_224,elem_225,elem_226,elem_227,elem_228,elem_229,elem_230,elem_231,elem_232,elem_233,elem_234,elem_235,elem_236,elem_237,elem_238,elem_239,elem_240,elem_241,elem_242,elem_243,elem_244,elem_245,elem_246,elem_247,elem_248,elem_249,elem_250,elem_251,elem_252,elem_253,elem_254,elem_255,elem_256,elem_257,elem_258,elem_259,elem_260,elem_261,elem_262,elem_263,elem_264,elem_265,elem_266,elem_267,elem_268,elem_269,elem_270,elem_271,elem_272,elem_273,elem_274,elem_275,elem_276,elem_277,elem_278,elem_279,elem_280,elem_281,elem_282,elem_283,elem_284,elem_285,elem_286,elem_287,elem_288,elem_289,elem_290,elem_291,elem_292,elem_293,elem_294,elem_295,elem_296,elem_297,elem_298,elem_299,elem_300,elem_301,elem_302,elem_303,elem_304,elem_305,elem_306,elem_307,elem_308,elem_309,elem_310,elem_311,elem_312,elem_313,elem_314,elem_315,elem_316,elem_317,elem_318,elem_319,elem_320,elem_321,elem_322,elem_323,elem_324,elem_325,elem_326,elem_327,elem_328,elem_329,elem_330,elem_331,elem_332,elem_333,elem_334,elem_335,elem_336,elem_337,elem_338,elem_339,elem_340,elem_341,elem_342,elem_343,elem_344,elem_345,elem_346,elem_347,elem_348,elem_349,elem_350,elem_351,elem_352,elem_353,elem_354,elem_355,elem_356,elem_357,elem_358,elem_359,elem_360,elem_361,elem_362,elem_363,elem_364,elem_365,elem_366,elem_367,elem_368,elem_369,elem_370,elem_371,elem_372,elem_373,elem_374,elem_375,elem_376,elem_377,elem_378,elem_379,elem_380,elem_381,elem_382,elem_383,elem_384,elem_385,elem_386,elem_387,elem_388,elem_389,elem_390,elem_391,elem_392,elem_393,elem_394,elem_395,elem_396,elem_397,elem_398,elem_399,elem_400,elem_401,elem_402,elem_403,elem_404,elem_405,elem_406,elem_407,elem_408,elem_409,elem_410,elem_411,elem_412,elem_413,elem_414,elem_415,elem_416,elem_417,elem_418
-1,Nervoso,Podia,palerma,"Vazes,--",sacrario,Janota,dir-lin,aquelle hombro santo,Commendador de Christo,arvores,Suspenda,Lisboa de Amaro Vieira,Vidalti,Amelia.--Foi,Secundò,Nossa Senhora das Sete Chagas,"Eterna
Dôr...",bêsta,Ruça,Gonçalves,Indigestão,possilga,Abalou,Religião,brazeira.--Amelia,"cosia
de luneta",Praça:--«Então,Senhora do Rosario,Leia Gavantus,falle,"offerta do
coração do teu amante",Chiado,Castaldus,significativa--«não,Beijo,Fernandes,!,mugiu,Covilhã,babosa,aquelle arsenal beato,Title,Vermorel,És,Dizia,gotinha de café,Traste,tranquillisar,Ir,Sena,Repousarei,Epístola,sahir,Santo Ildefonso,Espaçava,dôce,Vira,caricias,Cumiada,recamam,Concordia,Agonia,aquella pequena capella d'aldeia,Morgaditos,Nobres,Tira-m'o,missanga,Ameliasita,Malhão,Credo,cova da enxerga,"voltou,--e",Via-o,interessesinhos,Fé,Achava-o,Matta,Damasco,meum,Devaneios,Milhares,Preferiria,jubilo,Sêbo,praia da Vieira,vossê!?--fez Amaro,solemnidade,medo:--Oh,benta!»--E,planeariam,Eugenia,Londres,padre Amaro,casa da senhora condessa de,"S.
Paschoal Baylão",Josepha,Porto,Silencio,telegrammas,Vigareira,Some states do not allow disclaimers of certain,Nutrida,Repetiu,Fazia-te,saragoça,Santo Antonios,Madrid,Santa Barbara,Job,legua,baiuca,Fallar-lhe,entornando-lhes,minha senhora,Homens.--E,Pâcatinho,Breviario,"work
with the phrase",cacete,Chateaubriand,botica da Praça,"Joanna
Carreira",saiba,ripanço,Nossa Senhora da Boa Viagem,Santo Ambrosio,Roda,parochia,Gomorrha,alecrim,Bois,maus costumes,chôro,"PORTO

LIVRARIA INTERNACIONAL DE ERNESTO CHARDRON",Berlim,Diu,acalcam,d'isso,Repita-me,Indignus,trapeira,tristeza,Pobre de Christo!,Bairrada,carretão,rua da,Nasceste,Cordova,succumbiu,acre,"caverna
chammejante",Pobre d'ella,cafésinho,Offertorio,Persia,Vegetar,Proletariado,Carôcho,lampeão,However,Sant'Anna,Abre,Encolhia,S. Gorislano,suor,Falta d'união,Tiberio,sahiu d'emboscada,visinhança,Estupido,colleccionar,Soberba,Ribamar,Aquillo,Syllabus,Decerto,Via-Clara,sotainas,banhada de graça,homem.--Então,p'r'áhi,Torquemada,Tel-a-heis!,brandia,Perderam-me,adormecida,sezões,Louvores,Baixa,cabo da faca,injustificavel offendeu,gargarejava,deserta,Caligula,Vieira,Impaciente,Mendes,Casamento,Contar,Lausperenne,Magdalena,Estás,Xavier,Eclogas,understand,Primò,mexe-te,sombrinha,Marselheza,blasphemia,Buenos-Ayres,Sacrificaria,Carlinhos,céos,corujas,socega,Santa Brigida,Nepal,Tito-Livio,Sé,Sim,Amelinha,platafórma,malucar,UT,Caes do Sodré,"sala branca do
senhor conde de",aquella bonita,Vinha,Catecismo,Parto,Bristol,Merati,Algarve,Assombrado,torre gemeu,Sobros,terra molle,Charonte,pigarreando grosso,Cabraes,Encontrava,Chalaça,Santa Virgem,Cabeça,Delecluze,s'orgulhar,Capujá,santa senhora,Rabicho,Parto da Santa Virgem,Sávedra,conego selvagem,suggerira,lamuria,Augustinha,Pimentas da Pojeira,Conhecia-a,Biblia,genebra,Correspondencia,fazenda da,Belem,exquisito,conego Campos,latão,Reclamára,Bairro Alto,valle triste dos Poyaes,Typ,Moço,Dois,ramos bentos,Minho,sorri,ceremonia,Maltez,Pobre Telles,d'essa,Torre de Babel,Bairro de David,Bahia,caluda,Royale,Asia,chocalhava,gavetão,bahú,aza do capão,poz,Estrella,Tu,Hotel de Ville,vinho de alto,Vicencia,Ouf,lagrimas,escrevia elle,Defronte,brancos.--«Aqui,Sôa,Ameliasinha,Aconselhou,bem.--Contou,Parece-me,"S.
Joanneira pacificadora",Project Gutenberg-tm,Accumulava,felicidade n'este nosso santo ministerio,excellencia,Acudam,Japão,estrepito,rouba,Ricoça,Poço do Borratem,Carcavellos,belleza d'Amelia,Praça Nova,Villa-Franca,Madeira,pressa,S. Joanneira comprehendeu,Assustado,"La
Tremouille",Michaela,fresquinha,--_Quorum remiseris peccata,Haviam,pilar branco,Cahiu,côrte de Deus,"Crime do
Padre Amaro","...

Elle",Padre-Nossos,din,Antonia,Poyaes,"cost and with
almost",Fumaça,Emmagreceu,camara,"S.
Cypriano",Riam-se-lhe,gaze,Europa,Corrego das Tristes,Trovador,réo,Mouraria,Saldanhinha,Laboranti,Costurava,Godinho,Babuseiras,homem--_não,cemiterio dos Poyaes,don,Casamento de Nossa Senhora,Fallavam,Infame,Coimbra,maçãs assadas,aceio,Santo Thyrso,Satanaz,lugubre,Corpus-Christi,Cegonha,Poço das Bentas,arara,Morgadinho dos Poyaes,Sertejeira,Pedroso,Thus,Tavoras,computer virus,Sergio,catarrho,Santa Joanna d'Aveiro,respondera:--E Amaro,João,Auctoridade,Terceira,mamã,"S. Joanneira
tagarellava",Golgotha,"leia
Garriffaldi",Philistinos,"S. João da
Foz",Jerusalem,Cordeiro Paschal,Caminhante,punho:--,»,Mélinha,luzir,Cahia-me,Chafariz,arrojando tunicas,Cheguem-se,Ethiopia,Raposo,idéa das devotas,resonar,bom paio,Escorpião,Natureza,silvas,Fez-se,palmas,Lully,Roda fôra supprimida,locaes,Turrino,Virgens,d'espada alta,importunára,Legião d'Honra
0,Gansoso,Gansosos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Joãosinho,Gansosinhos,Gangosinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Amparo,Amparosinho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Amparo da botica,"Amparo da
botica","botica do
Carlos",botica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Longuinhos,Inglezinhos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Senhora Mãi,Senhora,"boa
senhora",boa senhora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,"Nossa
Senhora","Nossas
Senhoras",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Nossa Senhora da Ermida,Nossa Senhora do,Nossa Senhora da Saude,"Nossa Senhora te
valha!",Nossa Senhora,Nossa Senhora do Lourdes...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Nossa Senhora
das Dôres",Nossa Senhora das Dôres,Senhora das Dôres,"Nossa
Senhora das Dôres",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
