cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21
0,Bispo,Golpho,Bispos,Paço do Bispo,Crispola,Crispola...,Bispo...,,,,,,,,,,,,,,,
1,Costa,Costa Oriental,ES,Resposta,Costa que S. Es,,,,,,,,,,,,,,,,,
2,Ramires,"Torre de
Ramires",bahu,"RAMIRES

Velleda",BAMIRES,Casa de Ramires,Paio Ramires,RAMIRÍ 127,Velha casa de Ramires,"Paio Ramires

Põe",,,,,,,,,,,,
3,Gonçalo,"l

Gonçalo",d'onde Gonçalo,"Camaras

 

Gonçalo","Torre

 

Gonçalo",Conçalo,Gonçalão,"Gonça-
lo",Gonçalo optimo,Gonçalinho,"Gonça-
Tenho",,,,,,,,,,,
4,Joaquim da Porta,"Joaquim da
Copa",Joaquim da Horta,ponte da Portella,Joaquim da Porta noticias dos senhores,,,,,,,,,,,,,,,,,
5,Fidalgo da Torre,Senhor da Torre,"Es

ção do Fidalgo da Torre",Olha o Fidalgo da Torre,"Fidalgo da
Torre","Fidalgo
da Torre",Flor da Torre,Fidalgo da Torre chegára,"Fidalgo da Torre es
trella de repente","Fidalgo da Tor-
re","Fidalgo da Torre es
trella",jardim da Torre,Fidalgo da Torro,,,,,,,,,
6,Santa Maria de Craquéde,Santa Maria de Craquede,Santa Maria de Craquêde,"Santa
Maria de Craquéde",Santa Maria de Cra-,Santa Maria,"cabo de
Santa Maria",,,,,,,,,,,,,,,
7,Claro-Sol,aclarava,Chro-,"Claro-
Sul",,,,,,,,,,,,,,,,,,
8,incendio do Pala-,"incendio do Pala-
cio",Crime do Padre Amaro,bróta,Puxou,,,,,,,,,,,,,,,,,
9,vella,Della,es della,Avellans,Ga,Vellas,Lt,Corvello,cabeço d'Avellan,Ha n'ella,bella,,,,,,,,,,,
10,Freguezia,Zambezia,Durguezia,Denzia,,,,,,,,,,,,,,,,,,
11,Lishoa,Lis-,,,,,,,,,,,,,,,,,,,,
12,veigas,veigas do Mondêgo,vein,Pegas,piga,,,,,,,,,,,,,,,,,
13,Sud-,Gago,Vidago,Iospedaria do Gago,"rapasola do
Gago",Gagô,,,,,,,,,,,,,,,,
14,Cavado,Riba-Cavado,Ribas,Riba-Cõa,"Riba-
Cavado",Mo,Arribada,,,,,,,,,,,,,,,
15,Balsas,Í,Musas,Abalou,Baixa,balsão,,,,,,,,,,,,,,,,
16,"Rico-
Homem","Tam-

 

ro-Homem",dhomeim,Rico Homem,,,,,,,,,,,,,,,,,,
17,Custello,V'além castello Landim,Castello,castellão,Castela,Castello de Peronne,Castelhano,castello de prôa,"Castello
serviçaes",Castella,Castellos,"castello
formoso",,,,,,,,,,
18,Aquitania,d'Aquilat,Ja,sequito,,,,,,,,,,,,,,,,,,
19,Fínis,Admênis,agonisava,Tunis,,,,,,,,,,,,,,,,,,
20,Villa Cla-,"Villa Cla-
ra",Villa Clara,Hospital de Villa Clara,,,,,,,,,,,,,,,,,,
21,nellas,Froylas,Chellas,chinella,bagatellas,nella,,,,,,,,,,,,,,,,
22,Concelho,Concelhos,Concelho da Villa,,,,,,,,,,,,,,,,,,,
23,Ministerio da Fazenda,Ministerio,Védor da Fazenda,,,,,,,,,,,,,,,,,,,
24,rabear,Parabens,Arabes,Cáú,cear,Im-,,,,,,,,,,,,,,,,
25,Almodovar,Lova,Almoiovar,varzea,Almocei,,,,,,,,,,,,,,,,,
26,rua Velha,boa velha,Rua,,,,,,,,,,,,,,,,,,,
27,Mata,Natal,Rematou,Ob,V.,mattagal,Sé,,,,,,,,,,,,,,,
28,mette,Mette,metteu,,,,,,,,,,,,,,,,,,,
29,Peccadores,Lopo,Peecado,Védor,Pensadores,"Re-
gedores",Reformadores,,,,,,,,,,,,,,,
30,tanque redondo,escadaria redonda,Dbanqueta,Torre Redonda,,,,,,,,,,,,,,,,,,
31,Imperio,Imperatriz,Urgia,peri,,,,,,,,,,,,,,,,,,
32,Esposende,Tende,Accendeu,comprehender,Tens,intencão,Vendeia,Arrendei,,,,,,,,,,,,,,
