cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12
0,Venice,Phoenix,Vengeance,Nilotic Africa,Peninsula,,,,,,,,
1,Russia,Embassy,Austria,Prussia,us,,,,,,,,
2,Saxon,Saxony,,,,,,,,,,,
3,Notwithstanding,Ferdinand,Hindostan,Antwerp,Windsor,Inferno,Mediterranean,,,,,,
4,the San Benito,Athens,Thebes,San Benito,,,,,,,,,
5,Shabbyton,the Borough of Shabbyton,"the
       Borough",,,,,,,,,,
6,Berkshire,Ladyship,Yorkshire,Sovereigns,,,,,,,,,
7,Hellingsley,Wesleyans,Coningsby,Sydney,Wellington,Hellingsby,Knowsley,valley,,,,,
8,Lucretia,Arlington Street,Greece,Downing Street,Infirmary,Kildare,Brook Street,Berlin,,,,,
9,Belgium,Seltzer,Melton,Palmerston,Melbourne,Tokay,,,,,,,
10,Taper,Opera,Penelope,Europe,Brazils,,,,,,,,
11,woodland,Lancashire,Westmoreland,Ireland,Scotland,the Holy Land,England,Standfield,Monkey Island,,,,
12,Hall,Italy,Whitehall,white bait,Whites,,,,,,,,
13,Colleges,St. Leger,Egypt,St. Geneviève,St. Mary's,,,,,,,,
14,Estates,Esq,esq,Naples,Sèvres,Nemesis,Marquess,Barnes,,,,,
15,Barcelona,Macedon,London,Anon,Constitution Hill,Lazaroni,Richmond,Babylon,Condottieri,Clarendon,Arragon,MR,Lisbon
16,Wimbledon,Blenheim,Lima,Sedgwick,Toledo,,,,,,,,
17,Cambridge,Cairo,Brocas,Brocas with Vere,Pembroke,Caucasus,,,,,,,
18,"the
       Establishment",Panama,the Isthmus of Panama,Isthmus,,,,,,,,,
19,Frenchmen,Geneva,Frenchwomen,Vienna,,,,,,,,,
20,Burnet,Canterbury,"St.
       Petersburg",St. Petersburgh,Augsburg,Luxembourg,St. Petersburg,Lyndhurst,Edinburgh,,,,
21,Mahomet,Rome,Metropolis,Mexico,,,,,,,,,
22,midland,Pagan,Languedoc,Milan,Roxalana,Millbank,,,,,,,
23,Heroes,Duchess,Bacchantes,Manchester,Westminster,Christchurch,Astrachan,,,,,,
24,Hyde Park Place,the Venetian Republic,the Republic of Paris,"the
       Republic of Paris",the green district,the Upper Park,,,,,,,
25,Earwig,Ermengarde,Hansard,Carlton Gardens,Cardiff,Arabia,,,,,,,
26,St. James's,St. James',St. James,St. John,,,,,,,,,
27,Jeremiads,Jerusalem,Jemmy,Temple,,,,,,,,,
28,Tamworth,Oriel,Althorp,North,the Northern Sea,Frankfort,Northamptonshire,,,,,,
29,Providence,the Rue Tronchet,the United Provinces,the United States,"the United
       Kingdom",,,,,,,,
30,Kingdom,King,France,The Kingdom of France,the Kingdom of France,,,,,,,,
31,Alps,Realm,Baltic,Albany,Aquatics,,,,,,,,
32,Granada,The Prince Colonna,De Lolme,Madrid,Torquamada,Madame Colonna,,,,,,,
33,inn,China,Spain,Sinai,Uwins,,,,,,,,
34,britska,Rigbys,Rigbyites,Rigby,,,,,,,,,
35,Cadiz,Piccadilly,Lucca,,,,,,,,,,
36,Studcaster,East,Castle,Newcastle,,,,,,,,,
37,Liverpool,Watteau,Waterloo,,,,,,,,,,
38,Nile,Hilloa,Willesden,dishabille,Seville,Mlle,,,,,,,
39,the green mountains,the County of,the County Chronicle,,,,,,,,,,
40,Monsieur,Sidonia,Monsieur Sidonia's,Sidonias,Medina Sidonia,Naples Sidonia,Monsieur Sidonia,,,,,,
41,Nuneham,Jamaica,Durham,Tamerlane,Thames,Amersham,,,,,,,
42,Darlford,Bradford,Forum,Oxford,,,,,,,,,
43,Monmouth,South,Youth,,,,,,,,,,
44,Potts,Everingham,Spinoza,Birmingham,Nottingham,,,,,,,,
45,Sparta,Paradise,Israel,Park,Archbishop,Valparaiso,Froissart,Paris,,,,,
