cluster,elem_0,elem_1,elem_2,elem_3,elem_4,elem_5,elem_6,elem_7,elem_8,elem_9,elem_10,elem_11,elem_12,elem_13,elem_14,elem_15,elem_16,elem_17,elem_18,elem_19,elem_20,elem_21,elem_22
0.0,Dubois,foisl,,,,,,,,,,,,,,,,,,,,,
1.0,celui-l !,luil,Onlui assua,,,,,,,,,,,,,,,,,,,,
2.0,Normandie,demanda,Dieuni,,,,,,,,,,,,,,,,,,,,
3.0,E CHATEAU DE PINON,LE CHATLEAU DE 1INON,CHEATEAU DE PINON,CHATEAU DE INON,IE CHATEAU DE PINON,CHATEAU DkR PINON,Ls CHATEAU DE PINON,montre272  LE CHATEAU D PINON,folatre et gra-LE CHATEAU DE PINON,circonstan-E CHATEAU DE PINON,LE CnIATEAU D PINOM,LL CHATEAU D PINON,CHATEAU DE PINON,CRATEAU DE PINON,LB CHATEAU DE PINON,EE CIIATEAU DE PINON,gardeE CIATEAU DE PINON,deLE CHATEAU DE PINON,CHATEAU E PINON,CHIATEAU Ds PINOa,LL CHATEAU DE PINON,hol-LE CHATEAU DE PINON,lelaine.128 LE CHATEAU DE PIN0N.
4.0,Maures,Aureu,- Ilaura,,,,,,,,,,,,,,,,,,,,
5.0,philosophiquemenl,emeraudes,certainemenl,apparemmenl,expliquerf,,,,,,,,,,,,,,,,,,
6.0,chose3,"chosedepuarfaitementdis-
tingue",,,,,,,,,,,,,,,,,,,,,
7.0,Lameth,Bussy-Lameth,neth,Lamelh,Lamethen,,,,,,,,,,,,,,,,,,
8.0,allee,fallt,Allemagne,,,,,,,,,,,,,,,,,,,,
9.0,Monsieurl,Nonsieur,Nnsie,pensie,Mlonsieur,,,,,,,,,,,,,,,,,,
10.0,Clany,Lanuit,Flandre,elana,,,,,,,,,,,,,,,,,,,
11.0,M. de Roucy,moiselle de Roucy,selle de Roucy,Mademoiselle de Roucy,,,,,,,,,,,,,,,,,,,
12.0,Combien,biehi,Ehiol,,,,,,,,,,,,,,,,,,,,
13.0,Mludame.1,Nadame,Mladame,Madamef,ladame,Madamel,Maame,Iadame,,,,,,,,,,,,,,,
14.0,Helasl,nela,Helas,,,,,,,,,,,,,,,,,,,,
15.0,r-----.-.-,--- Oui,CL.---202,,,,,,,,,,,,,,,,,,,,
16.0,"Cour'
Vous avez done oublie",Rappelez-vousLE,"importel
- Vous etes un grand enfant",vousaitE,Fidoncl,blie,,,,,,,,,,,,,,,,,
17.0,Arrivee,Navarre,sonarrivee,,,,,,,,,,,,,,,,,,,,
18.0,sil',Sissone,Soissons,chteau de Sissone,Sis-,,,,,,,,,,,,,,,,,,
19.0,Ienriette,HIen-,Hlenriette,Henriette,riette,,,,,,,,,,,,,,,,,,
20.0,le chteau,Emi-.LE CHATIEAU,hte,,,,,,,,,,,,,,,,,,,,
21.0,Laalliere,Valliere,Fiere,Liee,,,,,,,,,,,,,,,,,,,
22.0,Est,Persistez,geste282,Majeste,qiestiohher,,,,,,,,,,,,,,,,,,
23.0,Voyez,Croyez-,Moyenbrie,,,,,,,,,,,,,,,,,,,,
24.0,Aussit0,Aussitbt,,,,,,,,,,,,,,,,,,,,,
25.0,s0upconne,tonnelle,,,,,,,,,,,,,,,,,,,,,
26.0,leans,Orleans,,,,,,,,,,,,,,,,,,,,,
27.0,Iarge,argenut,Argus,,,,,,,,,,,,,,,,,,,,
28.0,Ramasse,Lassee,passee,,,,,,,,,,,,,,,,,,,,
29.0,Mlarie,larmee,terie,,,,,,,,,,,,,,,,,,,,
30.0,vengeraiNi,"j'aurail'hon-
neur d'escorter",Jirai,wrai2,jattendrai,recerai,,,,,,,,,,,,,,,,,
31.0,sanss',san-,Ansizy-le-Chttel,,,,,,,,,,,,,,,,,,,,
32.0,refuset,dehorsne,alors7,,,,,,,,,,,,,,,,,,,,
33.0,benis,Venise,beni,,,,,,,,,,,,,,,,,,,,
34.0,etrangeres,Cerberes,,,,,,,,,,,,,,,,,,,,,
35.0,t0t peut-etre,"Coucy ' Y-eut-
ilun possesseur",lunt,Cosse,Coucy ',,,,,,,,,,,,,,,,,,
36.0,colere,oleur,soleil,,,,,,,,,,,,,,,,,,,,
37.0,Partez,Paris,Parisf,Veu epars,,,,,,,,,,,,,,,,,,,
38.0,DL PINON,Pinonl,CHATEUA D PINON,DII PINON,PINON,PiNON,IINO,CHIIATSAU D PINON,PINO,Pinon,dePinon,,,,,,,,,,,,
39.0,CHAIEAU DE IINON,IE CHAIEAU,aLIL CHAIEAU DE PINON,CHAIEAU DE PINON,LL CHAIEAU DE 1INON,C1IAIEAU DE PINON,CHAIEAU DB PINON,CHAIEAU,,,,,,,,,,,,,,,
40.0,CIIATEAU,CEATEAU,L CHTATEAU,beate,IIE GIIATEAU,CIATEAU,CATEAU,CHRATEAU,,,,,,,,,,,,,,,
41.0,-Prenez,tomprendre,Eneore,,,,,,,,,,,,,,,,,,,,
42.0,CHAITEAU,chatelenie,CHATEAU,CIHATEAU,chateau,CHATAU,CHATEAU D INON,,,,,,,,,,,,,,,,
43.0,Louison,-Louison,Louis-le-Gros,Oh l Louison,Iguison,,,,,,,,,,,,,,,,,,
44.0,Abbesse,abbe,,,,,,,,,,,,,,,,,,,,,
45.0,Apres,pre,prelat,Beaupre,precher,,,,,,,,,,,,,,,,,,
46.0,jura,bondissaut coile,Voil,voilh,voila,Voilh,soilt,,,,,,,,,,,,,,,,
47.0,deFrance,Francois I,la France,de France,C0nnaissance,lyrannie,france,esperance,Cour de France,,,,,,,,,,,,,,
48.0,Tonnay-Charente,Rentree,Tarente,,,,,,,,,,,,,,,,,,,,
49.0,Lanissecourt,Coural,Cour7,Hennecourt,Cour,Cejour,casde,,,,,,,,,,,,,,,,
50.0,Bussy-La-,Bussy-Lumeth,Eusse,iussy,M. de Bussy,Bussy,"Bussy
d'Amboise",,,,,,,,,,,,,,,,
51.0,dres,Dreux,eux;1,,,,,,,,,,,,,,,,,,,,
52.0,riIV,perduelIIIIIIII,"II

iivIr
IIIII
Lalettre",trattre.-,JUS0I1 IlI III,"II
I",,,,,,,,,,,,,,,,,
53.0,verrou,houx,verroux,linterrogea,Carrousel,,,,,,,,,,,,,,,,,,
54.0,Fontainebleau,sine,"cousine ger-
maine",lieutenanl-criminel,maine,,,,,,,,,,,,,,,,,,
55.0,adresse  Lamhert,"tresses,104",ressemblancc,- Tres,,,,,,,,,,,,,,,,,,,
56.0,"terre,206  L cHATA p PINoN.","terre,206  L cHATA p",,,,,,,,,,,,,,,,,,,,,
57.0,"marechal de
Schomberg",tomber332,Lambertremit,,,,,,,,,,,,,,,,,,,,
58.0,rue Saint-Honore,melier  Saint-Quentin,Saint-Gahriel,Terre-Sainte,Sint-Jean-d'Acre,,,,,,,,,,,,,,,,,,
59.0,lavie,Chavigon,Chavignon,chavannes,,,,,,,,,,,,,,,,,,,
